Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531),0.8633048366570879,1.1787320644560153,0.026,0.5928117679755429,54,15,SOCS3;LYN;JAK2;CLCF1;CSF1R;TNFRSF1A;PTK6;STAP2;PARP14;HES1;IL6ST;IL6R;LIF;STAT3;IL18,SOCS3;LYN;JAK2
glycosphingolipid metabolic process (GO:0006687),0.8584557800590379,1.170373215443847,0.02702702702702703,0.60873430627793,55,15,HEXA;CTSA;HEXB;SMPD1;SMPD2;ARSH;GLTP;GALC;GBA2;ESYT1;GLA;PSAP;ST6GALNAC6;UGCG;NEU1,HEXA
cellular response to organic substance (GO:0071310),0.8381948451487042,1.1801208482061312,0.004,0.6110835592624312,134,31,CTNNB1;NPFFR1;SIK1;ABCC2;CPNE3;SIK2;RPS6KB1;CDK9;EMD;MAPK1;CSF1R;PTPN6;FFAR4;PTPN23;PTPN14;KLF4;CASP1;JUN;CYP1B1;ERBB2;CYP1A1;HAX1;PTPN13;TBK1;MAPK6;JUNB;TMEM173;PTPN12;TIPARP;STAT3;IL18,CTNNB1;NPFFR1;SIK1;ABCC2;CPNE3
response to calcium ion (GO:0051592),0.861312747128593,1.180118854693632,0.013,0.6112978492306121,80,18,CPNE3;MEF2C;NLGN1;ECT2;PPP3CA;PDCD6;SEC31A;ALG2;TRPV6;CAV1;ADAM9;ANXA11;MCOLN1;IQGAP1;CLIC4;CALM2;THBS1;AQP3,CPNE3;MEF2C;NLGN1
protein complex disassembly (GO:0043241),0.8539376899467865,1.166507736722393,0.044044044044044044,0.6385389915014638,47,16,CTNNB1;FRAT2;AMER1;APC;CAV1;FRAT1;VCP;VPS33A;UBQLN1;VAMP8;LAMP2;FZD5;GABARAPL2;TSG101;GABARAPL1;MAP1LC3B,CTNNB1;FRAT2;AMER1
carboxylic acid transport (GO:0046942),0.8649110420947025,1.1803405327968786,0.025,0.6538591336800731,52,17,SLC6A20;SLC16A5;SLC7A1;SLC7A7;SLC16A3;SLC17A5;AQP7;SLC16A4;SLC16A14;SLC6A14;SLC43A2;SLC38A1;PSAP;SLC1A5;SLC38A2;SLC3A2;SLC7A11,SLC6A20
negative regulation of ERK1 and ERK2 cascade (GO:0070373),0.8625592825018116,1.1833258502227169,0.017,0.6560130225910191,41,18,RPS6KA6;SPRY1;TNIP1;LYN;TIMP3;SMAD4;PTPRR;SPRY2;RANBP9;DUSP10;CAMK2N1;SLC9A3R1;DUSP4;FLCN;TLR4;EZR;DUSP6;GBP1,RPS6KA6;SPRY1;TNIP1;LYN;TIMP3
positive regulation of peptidyl-serine phosphorylation (GO:0033138),0.8615531646056928,1.1845409101591309,0.019,0.6908318956027099,84,20,TXN;TNKS1BP1;FNIP1;SPRY2;STK4;CAPRIN2;TERF2IP;CAV1;PRKD2;EIF4G1;VEGFA;RAPGEF3;PDCD10;RIPK2;HAX1;LIF;TBK1;LATS1;AKAP9;FNIP2,TXN
autophagosome assembly (GO:0000045),0.8297504086921617,1.1608731139935273,0.016,0.7000138960574899,59,28,SMURF1;RAB35;RAB7A;ATG101;ATG4D;WDR45B;WIPI2;RAB23;BECN1;UBXN2B;ATG14;ATG12;MAP1LC3B2;ATG4A;ATG13;TRAPPC8;UBXN2A;WDR45;ATG2B;ULK1;ATG2A;UBQLN1;TP53INP2;GABARAPL2;RB1CC1;GABARAPL1;MAP1LC3B;TP53INP1,SMURF1;RAB35;RAB7A;ATG101;ATG4D
positive regulation of cell death (GO:0010942),0.8340281729876526,1.1534555676715923,0.031,0.7006805759584971,58,21,ZNF746;FYN;PRNP;EIF2S1;ITGAM;LRP1;DKK1;APC;ACER2;RARG;NKX3-1;EIF4G1;CDKN1B;HEBP2;ZC3H12A;RIPK2;DDIT4;EGR1;CLU;EFNB2;FOS,ZNF746
multivesicular body organization (GO:0036257),0.8638795333296192,1.1838428021966585,0.026026026026026026,0.7028321338208383,32,17,CHMP4A;PDCD6IP;CHMP4B;CHMP1B;STAM2;RAB11A;CHMP7;VTA1;VPS25;VPS37A;STAM;CHMP4C;IST1;VPS4B;TSG101;CHMP2B;CHMP5,CHMP4A
negative regulation of MAPK cascade (GO:0043409),0.8500474744419719,1.1868609893726518,0.007,0.715714207726208,81,28,RPS6KA6;IGBP1;SPRY1;TNIP1;LYN;TIMP3;NF1;SMAD4;PTPRR;SPRY2;RANBP9;SMPD1;DUSP10;CAMK2N1;SPRY4;CAV1;RGS2;SPRED1;PRKCD;SLC9A3R1;DUSP1;PAQR3;DUSP4;FLCN;TLR4;EZR;DUSP6;GBP1,RPS6KA6;IGBP1;SPRY1;TNIP1;LYN;TIMP3
regulation of RNA metabolic process (GO:0051252),0.8462578322482768,1.1535562839196247,0.036,0.7295797003630238,40,16,ESRP1;HNRNPH1;PQBP1;AHNAK2;OASL;RASA1;ZNF326;USP36;OAS3;CLK4;ESRP2;CLK3;MBD4;SON;OAS1;AHNAK,ESRP1;HNRNPH1;PQBP1
positive regulation of viral life cycle (GO:1903902),0.847077243403168,1.1568445851334905,0.037,0.7379194104290384,45,17,TRIM11;CNOT7;PPID;DDB1;CHMP4B;PDE12;DDX3X;PABPC1;NR5A2;FMR1;CHMP4C;LGALS9;VPS4B;TMPRSS2;TSG101;CHMP2B;TRIM38,TRIM11
response to metal ion (GO:0010038),0.8367229115704689,1.156007001275607,0.037,0.7523006482936209,73,20,ATP7B;SLC11A2;PPP5C;PPP3CA;PDCD6;SEC31A;ALG2;TRPV6;PPP2CA;MTF1;CAV1;AQP7;ADAM9;ANXA11;PPP2CB;SLC30A7;SLC30A1;CALM2;THBS1;AQP3,ATP7B;SLC11A2;PPP5C
regulation of endopeptidase activity (GO:0052548),0.8412277575783049,1.1540365737242808,0.041,0.7536967799044962,69,17,CRB2;PSME1;TIMP3;TIMP4;ATP13A2;PSME3;PSME2;PSMB9;FURIN;SERPINH1;SERPINE1;PSMA3;BIRC2;SERPINB8;TIMP1;BIRC3;SERPINB5,CRB2;PSME1;TIMP3
glycoprotein biosynthetic process (GO:0009101),0.8233738451626936,1.1486033266667646,0.029,0.7605750982649779,73,24,B3GALT4;ST3GAL4;TNIP1;ALG5;SDF2;CSGALNACT2;ALG10B;GCNT2;B3GNT8;SERP1;B3GALT5;GOLPH3;DDOST;MPI;B3GNT5;FUT6;PMM2;FAM20B;FUT1;ATP7A;B3GNT2;FUT4;GOLGA2;NPC1,B3GALT4;ST3GAL4;TNIP1;ALG5
regulation of protein kinase activity (GO:0045859),0.838117559618095,1.1879907704355148,0.002,0.7731264585346057,148,41,MRNIP;SPDYE5;TSC2;LRRC19;MMD;NF1;RAP1A;SMCR8;ECT2;SMG8;TAF7;WWTR1;EPHA1;TAB2;TRIB3;CAMK2N1;MAPRE3;FLRT3;CHORDC1;WARS;RPLP1;LRRC66;MAP2K3;SPRED1;PTK2B;TRAF4;CYR61;SLC9A3R1;TRIB1;RAP2B;KIDINS220;SOCS4;IQGAP1;RAP2C;SFN;ALS2;TSPYL2;EREG;SIRT1;CEACAM1;CDKN1A,MRNIP;SPDYE5;TSC2;LRRC19
negative regulation of phosphorylation (GO:0042326),0.8158286830175345,1.1294014089875901,0.041,0.8441000896626567,76,23,CDKN2A;LYN;ZBED3;PRDX3;XDH;PRNP;IBTK;CDKN2D;FAM129A;WWTR1;ATG14;CHORDC1;WARS;PDE12;TERF2IP;CORO1C;CDKN1B;ZC3H12A;PAQR3;CDKN2B;PPP1R15B;SIRT1;CDKN1A,CDKN2A;LYN;ZBED3;PRDX3;XDH
positive regulation of neuron projection development (GO:0010976),0.8179830797907208,1.1303215210279713,0.046,0.8491597139113715,98,21,SMURF1;ABL2;LYN;UNC13A;RAP1A;PLXNA3;PLXNA2;ITSN2;PLXNB3;RASAL1;PTK6;NPTN;PRKCI;RETREG3;PTK2B;TWF1;KIDINS220;SCARB2;VLDLR;PLAA;PLXNB2,SMURF1;ABL2;LYN
dephosphorylation (GO:0016311),0.8073660363565345,1.1424797185946454,0.012,0.8520169134871164,125,38,PPP2R3A;PLPP1;PLPPR2;DUSP8;PPP2R5D;PPP5C;CTDSP1;FBXW11;DUSP12;PLPP5;PTPRR;PPP3CA;DUSP10;PTPN6;PPP2CA;PTPN14;CTDSP2;DUSP11;PTPN22;UBLCP1;PTPRB;PPP2R2A;MTMR2;DUSP1;PPP1R12A;ACPP;PPP2CB;PPM1D;DUSP4;PTPRH;PTPN13;DUSP16;PPP4R2;PPP1CC;DAPP1;PTPN12;DUSP6;DUSP5,PPP2R3A;PLPP1;PLPPR2;DUSP8;PPP2R5D;PPP5C
cellular response to acid chemical (GO:0071229),0.8609546961269172,1.1882479539005677,0.004,0.8648921690753166,92,24,ADNP2;ABL2;FOLR1;NSMF;LYN;FZD7;RRAGD;SNW1;LAMTOR5;XBP1;RARG;PTK6;SLC38A9;PTK2B;VEGFA;SESN3;CAPN2;PDK4;RRAGC;CPEB4;SESN1;LAMTOR3;EGR1;SESN2,ADNP2;ABL2;FOLR1;NSMF;LYN
cellular response to metal ion (GO:0071248),0.8288868619609823,1.1306680182059,0.064,0.8666348507283169,101,17,CPNE3;MEF2C;NLGN1;PRNP;ATP13A2;ECT2;MAPK1;CHUK;SLC41A1;JUN;CDKN1B;B2M;MCOLN1;TIGAR;IQGAP1;CLIC4;FOS,CPNE3;MEF2C;NLGN1
mitotic metaphase plate congression (GO:0007080),0.8249481767514264,1.130490784058611,0.07,0.8703113943000473,44,16,SEH1L;CHMP4A;KIF18A;CHAMP1;CENPC;CDCA8;BECN1;CHMP4B;CHMP1B;SPDL1;RAB11A;CHMP7;CHMP4C;VPS4B;CHMP2B;CHMP5,SEH1L;CHMP4A;KIF18A
glycerophospholipid metabolic process (GO:0006650),0.8285637037346462,1.1269031675159313,0.088,0.8711524284835913,65,15,PIGB;CPNE3;PLA2G4D;DGKH;PLEK;PIGW;PIGG;CSF1R;PIGH;GDE1;SERINC5;PIP5K1A;PIGA;SYNJ1;SERINC1,PIGB;CPNE3;PLA2G4D
negative regulation of kinase activity (GO:0033673),0.8138978920312063,1.125688454306003,0.059,0.8717541473985119,92,20,TSC2;LRRC19;PRDX3;NF1;SMCR8;TAF7;WWTR1;EPHA1;TRIB3;CAMK2N1;FLRT3;CHORDC1;WARS;LRRC66;SPRED1;CDKN1B;TRIB1;SOCS4;SFN;CEACAM1,TSC2;LRRC19;PRDX3
7-methylguanosine RNA capping (GO:0009452),0.8306946261769499,1.131421011601635,0.063,0.8769871061430199,33,17,GTF2F2;GTF2H3;CCNH;POLR2H;GTF2H5;GTF2H1;NCBP1;POLR2C;POLR2K;CMTR2;GTF2F1;NCBP2;POLR2G;RNMT;POLR2B;CDK7;POLR2A,GTF2F2;GTF2H3;CCNH;POLR2H
intracellular steroid hormone receptor signaling pathway (GO:0030518),0.8710227004072841,1.1978351907469353,0.013,0.883850878760207,67,19,CTNNB1;ARID1A;PLPP1;NCOA4;EGLN2;DDX5;CALCOCO1;MED14;MED13;WBP2;SAFB;TRIP4;MED17;NKX3-1;SCGB2A1;MBD4;FHL2;CDK7;RNF14,CTNNB1;ARID1A;PLPP1;NCOA4
positive regulation of JAK-STAT cascade (GO:0046427),0.8180618102138721,1.123666273602709,0.072,0.8893509879435159,65,19,SOCS3;LYN;JAK2;CRLF3;F2R;CLCF1;CSF1R;TNFRSF1A;PTK6;PTK2B;CYP1B1;STAP2;PARP14;HES1;IL6ST;IL6R;LIF;STAT3;IL18,SOCS3;LYN;JAK2;CRLF3;F2R
interferon-gamma-mediated signaling pathway (GO:0060333),0.8004540164247713,1.123653327635433,0.028,0.8895304786860947,71,32,IFI30;IRF3;JAK2;ICAM1;JAK1;HLA-DPA1;OASL;HLA-DQA1;OAS3;TRIM25;TRIM68;PTAFR;HLA-F;PML;PRKCD;B2M;GBP2;OAS1;SP100;STAT1;TRIM22;HLA-A;HLA-C;HLA-DQB1;IFNGR1;TRIM38;IRF1;IRF6;HLA-E;GBP1;HLA-B;TRIM31,IFI30;IRF3;JAK2;ICAM1;JAK1
7-methylguanosine mRNA capping (GO:0006370),0.8306946261769499,1.1348558198503838,0.053,0.8899509998544224,33,17,GTF2F2;GTF2H3;CCNH;POLR2H;GTF2H5;GTF2H1;NCBP1;POLR2C;POLR2K;CMTR2;GTF2F1;NCBP2;POLR2G;RNMT;POLR2B;CDK7;POLR2A,GTF2F2;GTF2H3;CCNH;POLR2H
canonical Wnt signaling pathway (GO:0060070),0.8341225921480826,1.1376049870245142,0.055,0.893374877346023,74,16,CTNNB1;WNT10A;FRAT2;AMER1;FZD7;SCYL2;APC;RARG;CAV1;NR4A2;FRAT1;RAB5A;PSEN1;CHD8;UBE2B;FZD5,CTNNB1;WNT10A;FRAT2;AMER1
regulation of proteasomal protein catabolic process (GO:0061136),0.8261966969768191,1.1330039581266533,0.053,0.9002114185889545,40,18,GLMN;PSME1;USP19;UCHL5;PKD1;PSME3;DDRGK1;LAMP3;PSME2;USP14;NUDT15;RHBDF1;RAD23B;GPX1;FMR1;UFL1;GABARAPL2;TMF1,GLMN;PSME1;USP19;UCHL5
regulation of tyrosine phosphorylation of STAT protein (GO:0042509),0.8277023801419143,1.1403388444550504,0.051,0.9002871024734983,62,17,SOCS3;LYN;JAK2;CNOT7;CLCF1;CSF1R;PPP2CA;TNFRSF1A;PTK6;STAP2;PARP14;HES1;IL6ST;IL6R;LIF;STAT3;IL18,SOCS3;LYN;JAK2
autophagosome organization (GO:1905037),0.8055963470221259,1.1315047745597564,0.033,0.9025804172291262,57,28,RAB35;RAB7A;ATG101;ATG4D;WDR45B;WIPI2;ATP13A2;RAB23;BECN1;UBXN2B;ATG14;ATG12;MAP1LC3B2;ATG4A;ATG13;TRAPPC8;UBXN2A;WDR45;ATG2B;ULK1;ATG2A;UBQLN1;TP53INP2;GABARAPL2;RB1CC1;GABARAPL1;MAP1LC3B;TP53INP1,RAB35;RAB7A;ATG101;ATG4D
negative regulation of MAP kinase activity (GO:0043407),0.8156726480698157,1.1348584780394315,0.037,0.9205699984803326,62,24,SPRY1;DUSP8;LYN;RGS3;NF1;AIDA;SPRY2;SMPD1;DUSP10;SPRY4;PPP2CA;CAV1;RGS2;DNAJA1;PTPN22;PDCD4;SPRED1;PRKCD;DUSP1;PAQR3;ZNF675;DUSP4;DUSP16;DUSP6,SPRY1;DUSP8;LYN;RGS3
"positive regulation of DNA-templated transcription, elongation (GO:0032786)",0.8314145580804252,1.1377840107798114,0.07,0.9227960963107071,25,17,ELL;GTF2F2;PAF1;HMGN1;BRD4;CDK9;ELOC;EAPP;RTF1;SUPT16H;ERCC6;THOC5;DDX39B;CDC73;LEO1;SUPT6H;CTR9,ELL;GTF2F2;PAF1;HMGN1;BRD4
regulation of GTPase activity (GO:0043087),0.6361120171659942,0.9067300610257115,0.974,0.9315141001270347,189,49,CRK;TBC1D10B;SNX13;RASGRP1;RABGAP1;GMIP;F2R;TBC1D7;HRAS;CCL15;RDX;CCL14;OCRL;SNX18;NF1;RAP1A;ARHGEF37;GNB5;RAPGEF6;ARHGEF5;ECT2;PLXNA3;RAB3GAP2;PLXNA2;EPHA4;TMED2;TBC1D15;EPHA1;PLXNB3;USP6NL;F11R;ARHGEF38;ASAP3;NET1;FGD6;RAPGEF3;RALBP1;RGS16;ARHGAP27;CCL20;CPEB2;ERBB2;NDEL1;CAV2;S100A10;PLXNB2;ALS2;DNMBP;F2RL1,CRK;TBC1D10B;SNX13;RASGRP1;RABGAP1;GMIP;F2R;TBC1D7;HRAS;CCL15;RDX;CCL14;OCRL;SNX18;NF1
regulation of organelle organization (GO:0033043),0.6490413244469891,0.9067201907736819,0.908,0.931531666347764,114,28,TBC1D10B;RABGAP1;PREB;RDX;ATP13A2;ARHGEF5;VPS11;TBC1D8;GOLPH3;VPS35;TBC1D15;MAPK1;USP6NL;TBC1D8B;STX5;CAMSAP2;SQSTM1;LMAN1;DNM1L;RBSN;RUNDC1;CAPN2;RAB33B;TMEM33;SCARB2;CLIC4;AKAP9;EZR,TBC1D10B;RABGAP1;PREB;RDX
lipid transport (GO:0006869),0.6498309983401496,0.9058419915720545,0.925,0.9321024631744527,92,26,SLC10A1;ABCC3;SLCO2A1;ABCA13;NPC2;SCP2;OSBPL8;PITPNM1;SLC25A17;OSBP;PITPNB;PRELID3B;MFSD2A;CLN8;GLTP;CAV1;ABCA5;APOL2;ABCA7;STARD5;CAV2;PSAP;TRIAP1;ABCA1;CEACAM1;ABCA12,SLC10A1;ABCC3;SLCO2A1;ABCA13
double-strand break repair via homologous recombination (GO:0000724),0.6515083306383083,0.9058037556045361,0.915,0.9321889310563501,77,23,LIG3;INO80;SMC5;ERCC4;RNF138;MUS81;RAD51AP1;ZFYVE26;SWSAP1;AUNIP;GEN1;GINS4;PALB2;RAD52;RFWD3;MORF4L1;SWI5;HUS1;MRE11;AP5Z1;SFR1;HELQ;NABP1,LIG3;INO80;SMC5;ERCC4;RNF138;MUS81;RAD51AP1;ZFYVE26;SWSAP1
cellular response to reactive oxygen species (GO:0034614),0.6600701795260264,0.9059944585321169,0.873,0.9329846437480768,66,18,PRDX3;ANKZF1;ECT2;RELA;MAPK1;RHOB;TPM1;CHUK;NET1;JUN;RPS3;PRKCD;CYP1B1;PLEKHA1;NFE2L2;TNFAIP3;SIRT1;FOS,PRDX3;ANKZF1
protein import (GO:0017038),0.6519950638157005,0.9046943047930802,0.916,0.9343882228350484,57,23,TSC2;NUP88;PPP1R10;NUP133;NUP62CL;IPO13;PDIA3;RPAIN;HEATR3;TNPO3;CSE1L;NUP107;NUP188;NXT2;NUP98;SNX33;POM121C;NUP50;IPO7;LAMP2;CLU;NUP58;STAT3,TSC2;NUP88;PPP1R10;NUP133;NUP62CL;IPO13
small GTPase mediated signal transduction (GO:0007264),0.6403883542637662,0.9044413319101335,0.946,0.9348769543414259,100,35,CDKN2A;RAB6C;ARHGEF18;ARFIP2;HRAS;ARHGAP18;NF1;ARHGAP30;ARHGEF37;RAPGEF6;RALGDS;SHOC2;GRAP2;RASGRP3;RIN2;ARHGEF38;CHORDC1;RASSF1;RRAD;GRB2;G3BP2;JUN;RGL2;NRAS;RALBP1;ARHGAP32;RRAGC;RIT1;USP8;BRAP;RAB18;KRAS;DNMBP;PLK2;CDKN1A,CDKN2A;RAB6C;ARHGEF18;ARFIP2;HRAS;ARHGAP18;NF1
positive regulation of ERK1 and ERK2 cascade (GO:0070374),0.6418959760862022,0.9038053473939185,0.963,0.936033618906519,202,38,RASGRP1;ICAM1;GAREM1;F2R;FGFR2;HRAS;CCL15;CCL14;EPHB6;SEMA7A;RAP1A;GCNT2;NODAL;SPRY2;EPHA4;AXL;EPHA1;KARS;CSF1R;FFAR4;P2RY1;LMTK2;DDR1;PTPN22;CTGF;PRKD2;ATP6AP1;ABCA7;PTK2B;BMP2;PDGFA;LGALS9;CCL20;ERBB2;DSTYK;ERBB3;F2RL1;EPHA2,RASGRP1;ICAM1;GAREM1;F2R;FGFR2;HRAS;CCL15;CCL14;EPHB6;SEMA7A;RAP1A
"retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",0.6479475462307842,0.9037785708824517,0.932,0.9360762262686135,81,28,RAB6C;GOLPH3L;KIF18A;KIF23;SCFD1;COPG1;PICK1;NSF;RINT1;TMED10;TMED2;GOLPH3;PITPNB;TMED7;COPB1;KIF2A;ATP9B;ARFGAP3;TMED3;COPB2;KIF3A;KIF3B;KIFAP3;RAB6A;ARCN1;COPA;ARF4;BICD2,RAB6C;GOLPH3L;KIF18A;KIF23;SCFD1;COPG1;PICK1;NSF;RINT1;TMED10
extracellular matrix disassembly (GO:0022617),0.6663138993086369,0.9032752640928783,0.859,0.9369634619263447,79,15,BCAN;MMP14;PRSS1;CTSV;FURIN;MMP1;MMP13;EXOC8;CAPN2;LCP1;TIMP1;CTSS;LAMC2;LAMB3;LAMA3,BCAN;MMP14;PRSS1;CTSV
icosanoid metabolic process (GO:0006690),0.6604599636768356,0.9032335581185889,0.857,0.9370424108619904,47,15,GGT1;CYP4F8;ALOX12;CYP2J2;PTGR1;DAGLB;LTA4H;CYP1B1;PON2;GPX1;HPGD;PTGS2;CYP4F12;PNPLA8;CYP4F3,GGT1;CYP4F8;ALOX12;CYP2J2
regulation of telomere maintenance via telomerase (GO:0032210),0.6550821795805503,0.9029525639675631,0.893,0.9375649776265016,52,19,PARN;STN1;NAF1;TNKS2;NEK2;CCT5;CCT3;CCT6A;HNRNPA1;CCT2;TCP1;TERF2;MAPK1;CCT7;CCT4;XRN1;DCP2;TERF1;CCT8,PARN;STN1;NAF1;TNKS2;NEK2;CCT5;CCT3;CCT6A
positive regulation of GTPase activity (GO:0043547),0.6369791600818164,0.9024802960344673,0.978,0.9384772764384062,193,44,TBC1D10B;SNX13;RASGRP1;RABGAP1;F2R;TBC1D7;HRAS;CCL15;CCL14;SNX18;NF1;RAP1A;ARHGEF37;GNB5;RAPGEF6;ECT2;TBC1D8;TBC1D15;EPHA1;USP6NL;F11R;TBC1D8B;ARHGEF38;ARHGAP42;ASAP3;TSC1;CORO1C;NET1;TAX1BP3;RAPGEF3;RALBP1;RGS16;ARHGAP27;RUNDC1;CCL20;ERBB2;NDEL1;PIP5K1A;CAV2;S100A10;ALS2;DNMBP;F2RL1;EPHA2,TBC1D10B;SNX13;RASGRP1;RABGAP1;F2R;TBC1D7;HRAS;CCL15;CCL14;SNX18;NF1
negative regulation of mitotic cell cycle (GO:0045930),0.8163528935628165,1.1202593315163731,0.074,0.939268645531425,49,18,ZFP36L2;CTNNB1;MAD2L1;PPP1R10;TOM1L1;FOXC1;CDC14A;TRIM35;BTG3;NKX3-1;CDKN1B;SLC9A3R1;DUSP1;BCL6;HECA;GADD45A;BTG2;BTG1,ZFP36L2;CTNNB1;MAD2L1;PPP1R10
negative regulation of macromolecule metabolic process (GO:0010605),0.637394871604387,0.9011566342598033,0.95,0.9408056434610965,125,36,MEF2C;DGKQ;XDH;HRAS;NOCT;ACVRL1;CNOT7;SMCR8;REL;HINFP;ERP29;TERF2;DDRGK1;ANXA7;NDFIP1;ZNF281;NKX3-1;KLF4;PTPN22;HDAC1;VEGFA;PDCD10;MTMR2;KDM4A;PARP14;ZC3H12A;LGALS9;CITED2;FLCN;AP1AR;ID2;TIPARP;SIRT1;STC2;OPTN;SDCBP,MEF2C;DGKQ;XDH;HRAS;NOCT;ACVRL1
calcium ion transport (GO:0006816),0.6630273643199143,0.9008509611870539,0.871,0.9413745770608282,119,16,TRPM7;CDH23;PKD1;FYN;MCUR1;TPT1;TMEM165;TRPV6;TMCO1;CAV1;PSEN1;MCOLN1;PANX1;SELENOK;ITGAV;SLC3A2,TRPM7;CDH23;PKD1;FYN
negative regulation of cytokine production (GO:0001818),0.6389605984818453,0.9003608117097868,0.956,0.942230483775843,111,39,IRF3;UBA52;RAC1;DHX58;PTGER4;UBE2L6;NCKAP1L;IKBKE;IFIH1;SLC11A1;PRNP;RPS27A;IL36RN;AXL;UFD1;ISG15;NAV3;OTUD7B;TAX1BP1;FFAR4;NLRC5;GPATCH3;TRIM25;CHID1;PDCD4;CD274;RNF125;LGR4;ZC3H12A;LGALS9;UBC;PPP1R11;TBK1;SELENOS;TNFAIP3;TLR4;SARS;CEACAM1;THBS1,IRF3;UBA52;RAC1;DHX58;PTGER4;UBE2L6;NCKAP1L;IKBKE;IFIH1;SLC11A1
positive regulation of cellular protein localization (GO:1903829),0.6533216880368928,0.9002821280014671,0.895,0.9423608121775435,67,19,PLK1;KAT7;STX4;MBD1;CDK1;FYN;TPR;CENPQ;DDRGK1;EIF2AK3;GNL3;APC;SNX33;RTN4;PDCD10;CEP290;LIF;PLK3;SESN2,PLK1;KAT7;STX4;MBD1;CDK1;FYN;TPR;CENPQ
mitochondrion disassembly (GO:0061726),0.6562781513815223,0.8985851298605874,0.894,0.9441038478985698,39,18,ATG4D;WDR45B;WIPI2;BECN1;ATG12;FBXO7;MAP1LC3B2;ATG4A;ATG13;SQSTM1;WDR45;ATG2B;FUNDC1;ATG2A;GABARAPL2;RB1CC1;GABARAPL1;MAP1LC3B,ATG4D
