Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
DNA repair (GO:0006281),0.5082348279860309,1.2988661270925541,0.003,0.5170642256272622,289,64,TDP2;USP47;FANCB;SMG1;CDCA5;EXO1;FANCG;DCLRE1C;PDS5B;MLH3;LIG1;INIP;CHEK1;RAD21;ATXN3;RMI1;XRCC2;UBE2V2;EME1;MC1R;BARD1;RPA2;NUCKS1;BRCA2;RAD54L;TRIP13;RBBP8;RAD51C;RAD17;WRN;UBC;POLD3;MGME1;DCLRE1A;WDHD1;NPM1;RFC4;FANCD2;DNA2;HMGB1;MNAT1;NIPBL;BRIP1;MAD2L2;FANCM;HMGA2;UBE2T;RPS27A;POLE2;CHEK2;RAD51AP1;MSH2;FANCI;NEIL3;POLB;WDR48;CDK1;NABP1;NSMCE4A;NUDT1;MRE11;POLI;HMGB2;FANCL,TDP2;USP47;FANCB;SMG1;CDCA5;EXO1;FANCG;DCLRE1C;PDS5B;MLH3;LIG1;INIP;CHEK1;RAD21;ATXN3;RMI1;XRCC2;UBE2V2;EME1;MC1R;BARD1;RPA2;NUCKS1
positive regulation of transferase activity (GO:0051347),0.584476749225671,1.354206055892979,0.026026026026026026,0.5171192266086075,138,21,ERBB3;MERTK;PKIB;CHRNA7;PRKCQ;MAP3K4;KIT;MAPKAPK5;POT1;CD4;EPHA3;EPHA1;AURKB;RFC4;NEK2;EPHA7;DSCC1;HSP90AA1;MET;MRE11;ARRDC3,ERBB3;MERTK;PKIB;CHRNA7;PRKCQ;MAP3K4;KIT;MAPKAPK5;POT1;CD4;EPHA3
positive regulation of phosphorylation (GO:0042327),0.566868570679175,1.3138468675453758,0.037037037037037035,0.5178452395623656,209,22,PSEN1;KRAS;ERBB3;MERTK;CHRNA7;KIT;LRRK2;CD4;RB1CC1;EPHA3;CD40;GLMN;EPHA1;HGF;AKTIP;WDFY2;EPHA7;MET;ODAM;PROM2;MRE11;MMP9,PSEN1;KRAS;ERBB3;MERTK;CHRNA7;KIT;LRRK2;CD4;RB1CC1;EPHA3;CD40;GLMN;EPHA1
cellular response to cytokine stimulus (GO:0071345),0.5234429057416123,1.2773040107055442,0.023,0.519673185220642,457,36,YWHAZ;SOCS4;RC3H1;BIRC5;POU2F1;PTPN4;IFNGR1;AKAP6;WNT5A;KIT;CEBPA;IL3RA;FOS;DUOX1;CD4;ST3GAL6;LGALS9;NPNT;CHAD;FLRT3;RORA;UBC;HGF;SOCS6;SOS1;LEF1;HSP90AA1;IL1RAPL1;RPS27A;HAS2;TPR;TANK;VCAM1;LRRC66;IRF8;MMP9,YWHAZ;SOCS4;RC3H1;BIRC5;POU2F1;PTPN4;IFNGR1;AKAP6;WNT5A;KIT;CEBPA;IL3RA;FOS;DUOX1;CD4;ST3GAL6;LGALS9
regulation of autophagy (GO:0010506),0.5708286982413339,1.2733538615153226,0.06639839034205232,0.5218218105136316,204,16,BNIP3;LARS;DNM1L;DRAM2;WDR75;LRRK2;CISD2;EXOC1;RB1CC1;CTSK;BMF;HGF;HMGB1;RRAGB;MET;SLC38A9,BNIP3;LARS;DNM1L;DRAM2;WDR75;LRRK2;CISD2;EXOC1;RB1CC1
interstrand cross-link repair (GO:0036297),0.5636906958455454,1.2587531088467858,0.09027081243731194,0.5223050334211654,49,16,FANCB;FANCG;DCLRE1C;EME1;RPA2;NUCKS1;UBC;DCLRE1A;FANCD2;FANCM;UBE2T;RPS27A;RAD51AP1;FANCI;WDR48;FANCL,FANCB;FANCG;DCLRE1C;EME1;RPA2;NUCKS1
positive regulation of programmed cell death (GO:0043068),0.5404197503045599,1.3299078060381022,0.006,0.5252043708663682,258,39,NLRC4;PSEN1;RBM5;DNAJA1;BNIP3;ZNF268;NET1;RPS6;ING3;ARHGEF19;DNM1L;ATF6;BCLAF1;DKKL1;LRRK2;BARD1;SNCA;BNIP3L;VAV2;BCL2L11;UBC;ITGB3BP;BMF;APAF1;SOS1;MELK;ECT2;FAM162A;NF1;HMGB1;TNFAIP8;STK3;MAP3K5;FANK1;HMGA2;RPS27A;TIAM1;CSRNP3;TOP2A,NLRC4;PSEN1;RBM5;DNAJA1;BNIP3;ZNF268;NET1;RPS6;ING3;ARHGEF19;DNM1L;ATF6;BCLAF1;DKKL1;LRRK2;BARD1;SNCA;BNIP3L
negative regulation of cellular process (GO:0048523),0.5162133538982371,1.2797840780907643,0.016,0.5279494198444205,535,48,ARID2;RBM5;BNIP3;ZNF268;PLXNC1;ERBB3;OSGIN2;SP100;MSX1;SMYD2;PDS5B;ANP32B;PPT1;VHL;CEBPA;BRINP1;HIST1H2AC;SINHCAF;BNIP3L;CBFA2T3;CDKN3;ATF5;CDKN2C;GNRH1;TFAP2A;CD9;NPM1;SOX11;FKTN;ATG5;ADAM22;CUL5;PLPP1;RASA1;THAP12;PTEN;AGTR2;MYBL1;CRLF3;FRK;PIWIL4;RBBP4;FABP7;CAPRIN2;VPS13C;TXNIP;COL4A3;BMP5,ARID2;RBM5;BNIP3;ZNF268;PLXNC1;ERBB3;OSGIN2;SP100;MSX1;SMYD2;PDS5B;ANP32B;PPT1;VHL;CEBPA;BRINP1;HIST1H2AC;SINHCAF
regulation of cell migration (GO:0030334),0.5154484880109202,1.254177206830428,0.033,0.5305811909392631,317,37,ARID2;ZNF268;RDX;PDGFD;PLXNC1;FGFR1OP;ELP1;GCNT2;MCTP1;SEMA4A;FRMD5;SLK;ENPP2;SINHCAF;LAMB1;SEMA3A;EPHA1;CXCL16;AMOT;PDGFC;CARMIL1;HGF;PLAU;NF1;CCAR1;LEF1;ROBO1;RUFY3;PTEN;KIF14;IGSF10;HAS2;TMSB15B;TIAM1;SYNE2;HACE1;MMP9,ARID2;ZNF268;RDX;PDGFD;PLXNC1;FGFR1OP;ELP1;GCNT2;MCTP1;SEMA4A;FRMD5;SLK;ENPP2;SINHCAF;LAMB1;SEMA3A
regulation of apoptotic process (GO:0042981),0.4939980286695146,1.2805863377112383,0.001,0.5484226422771384,816,107,NLRC4;PSEN1;RBM5;DNAJA1;PAK6;MALT1;YWHAZ;BNIP3;ZNF268;ERBB3;MERTK;NET1;USP47;RPS6;GAS1;TARDBP;ING3;ARHGEF19;TOX3;SCX;BIRC5;COPS5;MAP3K4;DNM1L;ATF6;ANP32B;PPT1;STIL;MAP3K2;WNT5A;KIT;VHL;SLK;BCLAF1;DKKL1;BARD1;SNCA;BNIP3L;EPHA3;ARL6IP1;ERCC5;CD40;VAV2;SIX4;NAA16;BIRC2;HMGN5;ATF5;EPHA1;BCL2L11;FHL2;HDAC2;API5;TFAP2A;UFM1;WRN;UBC;ITGB3BP;BMF;HGF;APAF1;NPM1;NAE1;ZNF420;SOS1;MELK;ECT2;FAM162A;NF1;PRLR;HMGB1;HIGD1A;NME2;TNFAIP8;EPHA7;LEF1;PCID2;STK3;MAP3K5;RASA1;FANK1;MET;ANP32A;KIF14;HMGA2;RPS27A;CAT;MAD2L1;TRIM2;FIGNL1;CHEK2;TANK;TIAM1;APIP;CSRNP3;DKK1;CDK1;TOP2A;VTCN1;MRE11;NEK1;ANP32E;BMP5;MAP2K4;RBM25;PHIP;MMP9,NLRC4;PSEN1;RBM5;DNAJA1;PAK6;MALT1;YWHAZ;BNIP3;ZNF268;ERBB3;MERTK;NET1;USP47;RPS6;GAS1;TARDBP;ING3;ARHGEF19;TOX3;SCX;BIRC5;COPS5;MAP3K4;DNM1L;ATF6;ANP32B;PPT1;STIL;MAP3K2;WNT5A;KIT;VHL;SLK;BCLAF1;DKKL1;BARD1;SNCA;BNIP3L;EPHA3;ARL6IP1;ERCC5;CD40;VAV2;SIX4;NAA16;BIRC2;HMGN5
positive regulation of protein serine/threonine kinase activity (GO:0071902),0.5612784258751203,1.2836078205594497,0.05205205205205205,0.555548412274576,119,19,MALT1;PDGFD;ADAM8;MAP3K7;WNT5A;LRRK2;SNCA;CD40;PDGFC;CCNT1;CKS2;ROBO1;CKS1B;ETAA1;CCNL1;EZH2;TANK;CCNT2;CCNC,MALT1;PDGFD;ADAM8;MAP3K7;WNT5A;LRRK2;SNCA;CD40
apoptotic process (GO:0006915),0.5330684455626488,1.2434729105473823,0.077,0.5572522007386372,232,22,PAK6;BNIP3;ERBB3;CSE1L;MAP3K7;DNM1L;CHEK1;BCLAF1;NUDT2;BCL2L11;ZNF443;BMF;APAF1;NAE1;CIT;MELK;STK3;CGB7;PLAG1;OGT;THOC1;PAEP,PAK6;BNIP3;ERBB3;CSE1L;MAP3K7;DNM1L;CHEK1;BCLAF1
regulation of GTPase activity (GO:0043087),0.5562667103378954,1.2877604542088494,0.04904904904904905,0.5585783873890041,189,20,RDX;PLXNC1;NET1;LARS;TBC1D15;LRRK2;EPHA3;SNX13;CD40;VAV2;EPHA1;F11R;ECT2;NF1;RAPGEF6;ODAM;PROM2;EZH2;RACGAP1;CDKL5,RDX;PLXNC1;NET1;LARS;TBC1D15;LRRK2;EPHA3;SNX13;CD40;VAV2;EPHA1
regulation of programmed cell death (GO:0043067),0.5560159518274386,1.3318746425747436,0.013,0.5598999899168327,269,34,NLRC4;PAK6;MALT1;BNIP3;USP47;GAS1;TARDBP;TOX3;BIRC5;MAP3K4;ANP32B;MAP3K2;SLK;LRRK2;BNIP3L;CD40;BIRC2;BCL2L11;WRN;UBC;APAF1;NAE1;ZNF420;NME2;STK3;ANP32A;RPS27A;CHEK2;TANK;NEK1;ANP32E;BMP5;MAP2K4;RBM25,NLRC4;PAK6;MALT1;BNIP3;USP47;GAS1;TARDBP;TOX3;BIRC5;MAP3K4;ANP32B;MAP3K2;SLK;LRRK2;BNIP3L;CD40;BIRC2
nuclear export (GO:0051168),0.5965405571804036,1.35643550396664,0.02708124373119358,0.5645575730189377,93,19,MALT1;ZC3H11A;MAGOH;CSE1L;THOC2;RANBP2;NUP133;HNRNPA1;CHORDC1;RANBP3L;NUP155;XPO1;TPR;RANBP17;XPO4;SRSF11;SRSF5;THOC1;MAGOHB,MALT1;ZC3H11A;MAGOH;CSE1L;THOC2
negative regulation of signal transduction (GO:0009968),0.6001867944718685,1.3909476499110627,0.013026052104208416,0.5694581604568049,284,21,PALM3;ERBB3;MERTK;METTL3;PRKCQ;KIT;LRRK2;SNCA;NLGN4X;EPHA3;EPHA1;UBC;EPHA7;PTEN;MET;AGTR2;RPS27A;EZH2;DKK1;CXXC4;BMP5,PALM3;ERBB3;MERTK;METTL3;PRKCQ;KIT;LRRK2;SNCA;NLGN4X;EPHA3
protein phosphorylation (GO:0006468),0.48512302700396204,1.224385746086187,0.048,0.5716683079990806,471,49,MERTK;CDC42BPG;DCLK1;SMG1;ELP1;BIRC5;PRKCQ;MAP3K7;FPGT-TNNI3K;STK17B;CHEK1;MAP3K2;KIT;SLK;MAPKAPK5;ICK;PPP3CB;LRRK2;EPHA3;PRKCH;PPP4R1;PRKG2;BMPR1A;EPHA1;CCNA2;VRK2;AURKB;RPS6KA6;CCNT1;MASTL;MELK;PRPF4B;CAMK4;SRPK1;NEK2;PLK4;STK3;MAP3K5;CAMK1G;PIK3C3;VRK1;CDC7;PKN2;FRK;CHEK2;CDK1;NEK1;MORC3;CDKL5,MERTK;CDC42BPG;DCLK1;SMG1;ELP1;BIRC5;PRKCQ;MAP3K7;FPGT-TNNI3K;STK17B;CHEK1;MAP3K2;KIT;SLK;MAPKAPK5;ICK;PPP3CB;LRRK2;EPHA3;PRKCH;PPP4R1;PRKG2;BMPR1A;EPHA1
nuclear-transcribed mRNA catabolic process (GO:0000956),0.5230025250710185,1.2441426644127929,0.059,0.5716691999068864,175,28,RPS6;CNOT10;RC3H1;SMG1;MAGOH;CSDE1;PAIP1;RPL17;UPF3A;RPS27;RPS29;RPL30;RPS25;RPS24;XRN1;EXOSC8;RPL24;UPF2;PAN3;RPS20;RPS27A;LSM5;EXOSC9;CNOT6L;RPL21;PNRC2;CNOT2;MAGOHB,RPS6;CNOT10;RC3H1;SMG1;MAGOH;CSDE1;PAIP1;RPL17;UPF3A;RPS27;RPS29
negative regulation of programmed cell death (GO:0043069),0.49158304720215334,1.2377740266551933,0.017,0.5739008647249723,409,60,PSEN1;DNAJA1;MALT1;YWHAZ;BNIP3;ZNF268;ERBB3;MERTK;USP47;SCX;BIRC5;COPS5;PPT1;STIL;WNT5A;KIT;VHL;BARD1;SNCA;BNIP3L;EPHA3;ARL6IP1;ERCC5;SIX4;NAA16;BIRC2;HMGN5;ATF5;EPHA1;FHL2;HDAC2;API5;TFAP2A;UFM1;UBC;HGF;NPM1;PRLR;HIGD1A;NME2;TNFAIP8;EPHA7;LEF1;PCID2;RASA1;FANK1;MET;KIF14;HMGA2;RPS27A;CAT;MAD2L1;FIGNL1;APIP;DKK1;CDK1;VTCN1;MRE11;PHIP;MMP9,PSEN1;DNAJA1;MALT1;YWHAZ;BNIP3;ZNF268;ERBB3;MERTK;USP47;SCX;BIRC5;COPS5;PPT1;STIL;WNT5A;KIT;VHL;BARD1;SNCA;BNIP3L;EPHA3;ARL6IP1;ERCC5;SIX4;NAA16;BIRC2;HMGN5;ATF5;EPHA1
positive regulation of MAP kinase activity (GO:0043406),0.5145189149513956,1.2185020215967126,0.08708708708708708,0.5769264475545542,178,24,PDGFD;ADAM8;CHRNA7;MAP3K7;MAP3K4;MAP3K2;WNT5A;KIT;LRRK2;CD40;C5;FRS2;PDGFC;UBC;STK3;MAP3K5;ROBO1;RPS27A;EZH2;TANK;DKK1;KIDINS220;CDK1;MAP2K4,PDGFD;ADAM8;CHRNA7;MAP3K7;MAP3K4;MAP3K2;WNT5A;KIT;LRRK2
positive regulation of cell motility (GO:2000147),0.5167622710176284,1.2207725373559897,0.10521042084168336,0.5771281920448329,180,23,ZNF268;RDX;PDGFD;FGFR1OP;ELP1;GCNT2;SEMA4A;LAMB1;SEMA3A;EPHA1;CXCL16;PDGFC;CARMIL1;HGF;PLAU;CCAR1;LEF1;RUFY3;HAS2;TMSB15B;TIAM1;SYNE2;MMP9,ZNF268;RDX;PDGFD;FGFR1OP;ELP1;GCNT2;SEMA4A
protein complex assembly (GO:0006461),0.5429679811936832,1.226042445733927,0.13165829145728644,0.5774003021630676,190,15,WDCP;MALT1;BET1;DNM1L;AREG;LRRK2;TRAPPC6B;TRAPPC11;NPM1;TRA2B;DGKH;MCFD2;ZNHIT6;LEF1;TANK,WDCP;MALT1;BET1;DNM1L;AREG;LRRK2;TRAPPC6B
activation of protein kinase activity (GO:0032147),0.5217615050631671,1.227056894141792,0.081,0.5880987787630353,234,27,PAK6;MALT1;CHRNA7;MAP3K7;MAP3K4;MAP3K2;WNT5A;KIT;SLK;LRRK2;C5;OSBPL8;FRS2;TPX2;UBC;ECT2;PRLR;STK3;MAP3K5;KIF14;RPS27A;TANK;KIDINS220;CDK1;NEK1;MAP2K4;CCDC88A,PAK6;MALT1;CHRNA7;MAP3K7;MAP3K4;MAP3K2;WNT5A;KIT;SLK;LRRK2
regulation of mitotic cell cycle (GO:0007346),0.6032958205364666,1.448515280064456,0.006,0.5910405455367046,166,27,PAK6;ZNF268;GAS1;BIRC5;MAP3K4;MAP3K2;SLK;BRINP1;TACC3;TPX2;CCNB1;NEK2;MKI67;BORA;FBXO5;CKS2;STK3;PTPN3;GPSM2;CKS1B;PKN2;MAD2L1;KIF20B;CDK1;NEK1;CDC25C;MAP2K4,PAK6;ZNF268;GAS1;BIRC5;MAP3K4;MAP3K2;SLK;BRINP1;TACC3
regulation of cell proliferation (GO:0042127),0.47243346214017357,1.2128825735448407,0.023,0.593292835722795,741,77,ARID2;RBM5;KRAS;ZNF268;PDGFD;ERBB3;FGFR1OP;SCX;SMYD2;BIRC5;GCNT2;CHRNA7;PDS5B;DERL2;AREG;KIT;VHL;CEBPA;HIST1H2AC;FAM98B;SINHCAF;TBX2;CBFA2T3;CD40;SIX4;BIRC2;HMGN5;BMPR1A;CDKN3;ATF5;UFL1;EPHA1;ITGAV;BRCA2;COX17;RTKN2;CDCA7;HDAC2;CDKN2C;GNRH1;TFAP2A;SHCBP1;PDGFC;PTN;HGF;NAP1L1;NPM1;PRC1;SOX11;FKTN;RAB25;CCAR1;CUL5;PLPP1;LEF1;THAP12;ESM1;TRIM71;PTEN;KIF14;CDC7;EPCAM;HAS2;FRK;TIAM1;ACE2;KIF20B;RBBP4;TTK;FABP7;CNOT6L;KLHL41;COL4A3;BMP5;PHIP;HMGB2;CCDC88A,ARID2;RBM5;KRAS;ZNF268;PDGFD;ERBB3;FGFR1OP;SCX;SMYD2;BIRC5;GCNT2;CHRNA7;PDS5B;DERL2;AREG;KIT;VHL;CEBPA;HIST1H2AC;FAM98B;SINHCAF;TBX2;CBFA2T3;CD40;SIX4;BIRC2;HMGN5;BMPR1A;CDKN3;ATF5;UFL1;EPHA1;ITGAV;BRCA2;COX17;RTKN2;CDCA7;HDAC2;CDKN2C;GNRH1;TFAP2A;SHCBP1;PDGFC
protein homooligomerization (GO:0051260),0.53865655183941,1.2103725238839438,0.1214859437751004,0.5938657178955637,191,17,NLRC4;USP16;GCH1;DNM1L;ACPP;ITPR3;SPAST;PDCD6IP;RASEF;ECT2;GOPC;CAT;VWA2;TANK;KCNJ2;APIP;NLGN1,NLRC4;USP16;GCH1;DNM1L;ACPP
cellular response to oxygen-containing compound (GO:1901701),0.5939025546764981,1.3344495993955343,0.0473313192346425,0.5954956250256748,275,17,RARB;LARS;RORB;AKAP6;WNT5A;BRINP1;FOS;EPHA3;RORA;SESN3;RRAGB;H2AFZ;NRIP1;AKAP9;SLC38A9;MMP9;HMGB2,RARB;LARS;RORB;AKAP6;WNT5A;BRINP1;FOS;EPHA3
double-strand break repair (GO:0006302),0.505008610340627,1.204960673032717,0.09919839679358718,0.5978555508531653,142,28,TDP2;CDCA5;SFPQ;DCLRE1C;RAD21;XRCC2;UBE2V2;EME1;BARD1;RPA2;NUCKS1;BRCA2;TRIP13;RBBP8;RAD51C;WRN;DCLRE1A;DNA2;NIPBL;BRIP1;MAD2L2;GEN1;CHEK2;RAD51AP1;MSH2;SMC5;NABP1;MRE11,TDP2;CDCA5;SFPQ;DCLRE1C;RAD21;XRCC2;UBE2V2;EME1;BARD1;RPA2;NUCKS1
generation of neurons (GO:0048699),0.5366401962602505,1.2274459186829334,0.11244979919678715,0.6024548668417784,131,18,TUBB2B;THOC2;NRCAM;WNT5A;NDNF;NLGN4X;SEMA3A;SIX4;SMARCA1;PTPRD;CIT;SOX11;ID2;IL1RAPL1;MDGA1;FZD3;HMGB2;CDKL5,TUBB2B;THOC2;NRCAM;WNT5A;NDNF;NLGN4X;SEMA3A;SIX4;SMARCA1;PTPRD
regulation of ERK1 and ERK2 cascade (GO:0070372),0.5191783818683738,1.2056338442994732,0.13139418254764293,0.6082479954147374,248,20,PDGFD;ERBB3;MERTK;GCNT2;CHRNA7;FGG;KIT;CD4;EPHA3;LGALS9;NPNT;EPHA1;PDGFC;HTR2C;RPS6KA6;HMGB1;EPHA7;PTEN;MET;APIP,PDGFD;ERBB3;MERTK;GCNT2;CHRNA7;FGG;KIT;CD4;EPHA3;LGALS9;NPNT;EPHA1
regulation of signal transduction (GO:0009966),0.5775675311188192,1.3605553756679543,0.026,0.6098508811568006,234,24,NLRC4;ERBB3;MERTK;GAS1;SP100;BIRC5;CHRNA7;KIT;TMEM237;INTU;NUCKS1;EPHA3;TMEM204;BIRC2;EPHA1;CMAHP;RORA;EPHA7;FRRS1L;MET;VWA2;CDC42SE2;OGT;CD46,NLRC4;ERBB3;MERTK;GAS1;SP100;BIRC5;CHRNA7;KIT;TMEM237;INTU;NUCKS1;EPHA3;TMEM204;BIRC2;EPHA1
RNA processing (GO:0006396),0.5043953049406765,1.228125287301366,0.054,0.6159409898184904,194,38,RBM5;SNRNP40;TARDBP;METTL3;DHX15;MAGOH;SFPQ;DDX17;IVNS1ABP;SNRPF;RP9;YTHDC2;MPHOSPH10;CSTF3;CPSF6;PRPF4B;SRPK1;RBM39;SCAF11;SNRPD3;HNRNPC;HNRNPA2B1;LSM6;LSM3;PRMT9;DDX25;PPIG;LSM5;SRSF11;SRSF5;THOC1;LIN28B;LIN28A;LUC7L3;HNRNPH3;MAGOHB;RNPC3;NUDT21,RBM5;SNRNP40;TARDBP;METTL3;DHX15;MAGOH;SFPQ;DDX17;IVNS1ABP;SNRPF
negative regulation of nucleic acid-templated transcription (GO:1903507),0.4865552205104498,1.197812075455063,0.068,0.6259386682003041,445,39,USP47;CBX5;BIRC5;GCFC2;SFPQ;POU2F1;RORB;WNT5A;CEBPA;BCLAF1;TAF7;ELF3;TBX2;CBFA2T3;SIX4;ATF5;ZNF253;HDAC2;TFAP2A;ZNF217;COPS2;ID2;TCEAL7;ZNF540;LEF1;NIPBL;ZC3H8;SFMBT1;HMGA2;EZH2;ATP8B1;BTAF1;DEPDC1;ZNF568;CENPF;ZNF706;RBPJ;SP3;HMGB2,USP47;CBX5;BIRC5;GCFC2;SFPQ;POU2F1;RORB;WNT5A;CEBPA;BCLAF1;TAF7;ELF3;TBX2;CBFA2T3;SIX4;ATF5;ZNF253;HDAC2;TFAP2A;ZNF217;COPS2
regulation of cell growth (GO:0001558),0.6416982787274976,1.4868203510844282,0.001002004008016032,0.6435114817401307,202,22,NET1;USP47;FGFR1OP;OSGIN2;MSX1;PRKCQ;DERL2;PPT1;AKAP6;BLZF1;CXCL16;CDKN2C;LEF1;N6AMT1;MAD2L2;AGTR2;KIF14;CRLF3;CAPRIN2;EXOSC9;KIAA1109;H3F3A,NET1;USP47;FGFR1OP;OSGIN2;MSX1;PRKCQ;DERL2;PPT1;AKAP6
