Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
positive regulation of cellular component biogenesis (GO:0044089),0.7478080391374659,1.130945730581897,0.075,0.6767071146361698,88,23,CEP295;VCP;ATP13A2;TSG101;LIMK1;SPIDR;NLGN2;NLGN3;EPHB3;LRRC4B;PFN2;FAF1;SDCBP;SMAD3;CHMP2A;CLSTN3;BMP7;NRXN1;EPHB2;VIL1;FLOT1;SLITRK2;VEGFA,CEP295;VCP;ATP13A2;TSG101;LIMK1;SPIDR;NLGN2;NLGN3
divalent metal ion transport (GO:0070838),0.7654890354925543,1.1392588146612277,0.077,0.6769546837574846,89,19,SLC30A9;SLC41A1;ATP2A1;NMUR2;CACNG8;CACNA1I;ATP2A3;TRPM2;CACNA1F;CDH23;TRPC5;PSEN1;TRPV6;CACNB3;CACNA1H;NIPAL1;CACNA1B;TRPV4;TRPC4,SLC30A9;SLC41A1;ATP2A1;NMUR2;CACNG8;CACNA1I;ATP2A3
positive regulation of endocytosis (GO:0045807),0.7629804078884564,1.126040816009679,0.112,0.6811585520349523,65,16,PYCARD;HFE;CAMK1D;HIP1R;AZU1;CBL;TUB;VPS28;CYBA;CD63;MERTK;ABCA7;GAS6;FLOT1;DLL1;APOE,PYCARD;HFE;CAMK1D
protein O-linked glycosylation (GO:0006493),0.7337527924544801,1.1238354156741328,0.071,0.6816945607274092,116,31,POMK;TET2;XXYLT1;GXYLT1;B3GNT9;ST3GAL4;B3GALNT1;B4GAT1;OGT;B3GNT3;LARGE2;POFUT2;DAG1;TET1;POMT1;B3GALT4;B4GALT5;GALNT11;ADAMTS7;MFNG;B3GNT2;SLC35C1;RFNG;B3GNT4;ADAMTS13;POMGNT1;GALNT18;ST6GALNAC2;GALNT17;GALNT12;B3GNT5,POMK;TET2;XXYLT1;GXYLT1;B3GNT9;ST3GAL4;B3GALNT1
positive regulation of proteasomal protein catabolic process (GO:1901800),0.7418150410271491,1.1251605554224726,0.073,0.683143231868878,74,22,VCP;RNF14;PIAS1;STUB1;OSBPL7;DAB2IP;NUB1;ARIH1;BAG6;HSPA1B;DVL1;TRIB1;PRKN;LONRF1;RAD23A;SIRT2;RNF144A;RNF217;HSPA1A;CBFA2T3;NKD2;RNF125,VCP;RNF14;PIAS1
DNA metabolic process (GO:0006259),0.7192745597100293,1.129650230192539,0.021,0.6832429860620632,315,51,VCP;CBS;RECQL5;XRCC1;SMARCAL1;RAD51B;RAD52;RBMS1;TATDN3;DNASE1L3;RPA1;PARP4;WDHD1;RNASEH2A;PNKP;SMARCB1;GTF2H4;MBD1;EGF;FANCL;MEN1;FAM111A;POLG;DNASE1L1;LIG3;INTS3;TERF2IP;PTMS;NT5M;PSME4;HELLS;NCOA6;MBD2;POLL;FBXO6;ASF1A;GADD45A;STN1;HDAC1;EXD2;KCTD13;CTC1;DNASE2;ENDOV;NSMCE3;MGMT;POLI;MSH6;BTG2;TCF7L2;RAD50,VCP;CBS;RECQL5;XRCC1;SMARCAL1;RAD51B;RAD52;RBMS1;TATDN3;DNASE1L3;RPA1;PARP4;WDHD1;RNASEH2A;PNKP;SMARCB1
skin development (GO:0043588),0.7552191220408138,1.1265036421310244,0.128,0.6846461108654462,95,17,ATP7A;DACT2;COL5A1;COL1A1;CLDN1;EREG;COL5A2;CLDN4;ABCB6;DSP;ITGA6;TXNIP;ITGB4;KDF1;DLL1;ERRFI1;ST14,ATP7A;DACT2;COL5A1;COL1A1;CLDN1
glycoprotein metabolic process (GO:0009100),0.7539713942695428,1.1242869276519982,0.112,0.6853201288632488,49,17,GAL3ST4;MAN1A1;MAN1A2;MGAT4B;ST3GAL4;ST6GALNAC6;MAN2A2;ST8SIA4;ENGASE;MAN2C1;MANBA;FBXO2;ADAMTS13;MAN2B2;ADAMTS9;MGAT4A;FUT8,GAL3ST4;MAN1A1;MAN1A2;MGAT4B;ST3GAL4;ST6GALNAC6
negative regulation of cell growth (GO:0030308),0.7288693086884616,1.1227878954735993,0.051,0.6857261836082664,116,35,CRLF3;GNG4;STK11;TSPYL2;CDA;TP53TG5;PML;NDUFA13;ERCC2;DCUN1D3;CDKN2C;WNT11;HNF4A;RTN4R;HSPA1B;SOX17;BST2;OSGIN1;CDKN1B;SIPA1;SMAD3;SLIT3;SERTAD3;APBB1;SFRP1;PTPRS;BMPR2;ACVR1B;HSPA1A;EPHA4;SEMA3G;SERTAD2;DNAJB2;RBBP7;FRZB,CRLF3;GNG4;STK11;TSPYL2;CDA;TP53TG5;PML;NDUFA13;ERCC2
cilium organization (GO:0044782),0.7150935935668165,1.1309637462380544,0.008,0.6870931506733982,193,77,KIF3A;CDC14A;UBXN10;CEP131;CCP110;ARL6;IFT52;IFT74;FOXJ1;STK36;TRAF3IP1;RFX2;IFT46;POC1B;UNC119B;FUZ;EHD1;CCDC28B;WDR34;IFT57;MBD1;BBS5;FBF1;SEPT3;TMEM67;DZIP1;CFAP221;TMEM250;TBC1D32;TMEM107;CEP89;PTPN23;RAB17;CEP164;TCTN2;RAB23;IFT81;KIF27;SSX2IP;FAM92A;IFT80;TCTEX1D2;CBY1;CEP19;WDR60;RILPL2;UNC119;NUDCD3;ACTR2;IQCB1;CEP290;CLUAP1;GALNT11;IFT88;HDAC6;TTLL3;ATAT1;WDR19;SEPT8;TEKT2;TCTN1;RILPL1;CEP162;IFT27;IFT43;GSN;SPAG16;SEPT6;ARL3;INTU;SEPT5;CCDC113;BBS2;DNAH6;TCTN3;ALPK3;ABCC4,KIF3A;CDC14A;UBXN10;CEP131;CCP110;ARL6;IFT52;IFT74;FOXJ1;STK36;TRAF3IP1;RFX2;IFT46;POC1B;UNC119B;FUZ;EHD1
cellular response to tumor necrosis factor (GO:0071356),0.7245095017877845,1.121917876467096,0.045,0.6876778940031871,195,37,IKBKB;PSMD5;PYCARD;PSME2;TRAF3;NPNT;PTK2B;CD40;CIB1;TNFSF4;DAB2IP;LTBR;AKT1;ADAM17;CDIP1;ZFP36;RELA;PSME4;BIRC2;ADAMTS7;NFE2L2;CRHBP;SFRP1;TRADD;CD70;CCL2;PSME1;TNFSF14;TNFRSF25;LTB;HAS2;ARHGEF2;NFKBIA;STAT1;EDA;ADAMTS12;GATA3,IKBKB;PSMD5;PYCARD;PSME2;TRAF3;NPNT
negative regulation of binding (GO:0051100),0.7634142586957089,1.1393416261951899,0.082,0.6884167351870887,83,18,SUMO3;PEX14;PEX19;IFIT1;AKT1;PRKCD;DVL1;MITD1;HMGA2;CTNNBIP1;GOLGA2;CTSZ;AES;DNAJB2;CPNE1;NFKBIA;RALB;ARHGAP28,SUMO3;PEX14;PEX19;IFIT1
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.7611465451515511,1.1268584351463222,0.1091091091091091,0.6898290686329247,83,15,BCL3;RBL2;PML;MDM4;CARM1;PIDD1;CDKN1B;ZNF385A;HIPK2;GADD45A;TP73;PCBP4;MYO6;BTG2;RPS6KA6,BCL3;RBL2;PML;MDM4
regulation of protein catabolic process (GO:0042176),0.742210806380993,1.128346251293334,0.069,0.6900912537148216,92,24,HECW2;VCP;NSF;ATP13A2;AZIN2;WWP1;NDUFA13;MDM4;FURIN;TNFAIP3;DAB2IP;FAF1;STX5;TRIM32;CDKN1B;ASB5;PRKN;VPS28;TIPARP;FMN2;SIRT2;PRKCG;APC;EEF1A2,HECW2;VCP;NSF;ATP13A2;AZIN2;WWP1;NDUFA13;MDM4
oligosaccharide metabolic process (GO:0009311),0.7587586510476103,1.132146151608117,0.087,0.693030546524316,64,18,GAL3ST4;NAGA;ST3GAL4;B3GALNT1;ST6GALNAC6;ST8SIA4;MAN2C1;GALNT11;MANBA;IDUA;ST3GAL5;GALNT18;MAN2B2;ST6GALNAC2;B4GALT1;GALNT17;GALNT12;FUT8,GAL3ST4;NAGA;ST3GAL4;B3GALNT1;ST6GALNAC6
regulation of heart contraction (GO:0008016),0.7453434872231004,1.141934641679204,0.037,0.6930466766429364,96,28,KCNIP2;ATP2A1;ATP1A1;ATP2A3;STIM1;FPGT-TNNI3K;ABCC9;KCNJ11;AHCYL1;P2RX4;PDE4D;HSPB7;ITPR3;ATP2B4;TRDN;CELF2;TMEM65;PRKACA;KCNJ12;CALM3;SLC8A2;KCNQ1;RNF207;CACNA1H;FXYD6;ATP1B2;ATP2B1;CAMK2D,KCNIP2;ATP2A1;ATP1A1;ATP2A3
regulation of signal transduction by p53 class mediator (GO:1901796),0.7339510370541404,1.1206891624085036,0.066,0.6939688166710778,139,28,TAF6;STK11;EHMT2;TAF2;RPA1;PML;TAF12;MDM4;TAF10;TP53INP1;HDAC2;AKT1;CDK5RAP3;PPP1R13L;TAF9B;CHD3;ZNF385A;PPP1R13B;HIPK2;PHF20;HDAC1;TP73;RFFL;NUAK1;PRKAB2;L3MBTL1;RBBP7;RAD50,TAF6;STK11;EHMT2;TAF2;RPA1;PML;TAF12;MDM4;TAF10;TP53INP1;HDAC2
regulation of organelle assembly (GO:1902115),0.7537634469853206,1.131210390992504,0.072,0.6950785595218455,48,21,CEP295;NPRL2;UBQLN2;TSG101;ATXN2;MTMR3;VPS11;RAB1B;SPICE1;TBC1D12;NPRL3;CCDC151;MSN;TCTEX1D2;IFT88;AKAP13;RDX;SRC;IFT140;DYNC2LI1;GSN,CEP295;NPRL2;UBQLN2;TSG101;ATXN2;MTMR3
regulation of cell growth (GO:0001558),0.7179097751321138,1.1271931819782361,0.017,0.695502724410515,202,54,CRLF3;LTBP4;CDK11A;GNG4;STK11;TSPYL2;CDA;TP53TG5;PML;NDUFA13;OGFR;RPS6KA1;MMP14;DCUN1D3;CIB1;ARHGEF11;CDKN2C;WNT11;HNF4A;AKT1;CDC42;SGK2;HDGFL2;HSPA1B;SOX17;HPN;BST2;ADAM17;TRIM32;PRKCQ;OSGIN1;CDKN1B;SDCBP;SIPA1;TAF9B;SMAD3;DNPH1;SLIT3;SERTAD3;APBB1;SFRP1;TAOK2;KIF26A;KIAA1109;BMPR2;ACVR1B;HSPA1A;LAMTOR2;SERTAD2;DNAJB2;PLCE1;RBBP7;CAMK2D;FRZB,CRLF3;LTBP4;CDK11A;GNG4;STK11;TSPYL2;CDA;TP53TG5;PML;NDUFA13;OGFR;RPS6KA1
protein localization to plasma membrane (GO:0072659),0.7351515170303277,1.142692405691485,0.019,0.6963068962184862,131,44,SPTBN4;IKBKB;NSF;EHD2;VAMP2;RAB11A;GOLGA4;CDH1;TSPAN33;TESC;TSPAN5;PACS1;MYADM;LRP6;WNT4;TSPAN14;ZDHHC23;GAK;RILPL2;DENND4C;CRB3;EFR3B;DPP10;PACS2;RAB37;RDX;RILPL1;F11R;S100A10;TSPAN15;MAP7;JUP;WNK3;CACNB3;FLOT2;BBS2;NKD2;OPTN;PKP3;GAS6;FLOT1;SLC9A3R1;MRAP2;PKP2,SPTBN4;IKBKB;NSF;EHD2;VAMP2
DNA repair (GO:0006281),0.7144576717015763,1.119787434769765,0.024,0.6967007688996285,289,58,ABRAXAS1;SLC30A9;VCP;UBE2V1;RECQL5;EYA3;XRCC1;RAD51B;RAD52;CETN2;RPA1;PARP4;GTF2H5;WDHD1;ERCC2;ALKBH5;RNASEH2A;PNKP;SMARCB1;CIB1;GTF2H4;FANCF;ERCC6;MLH3;FANCL;NSMCE1;MEN1;EME2;MTA1;LIG3;NEIL1;INTS3;FAAP20;PSME4;HUWE1;TDP2;NCOA6;FTO;APLF;POLL;RAD23A;FBXO6;ASF1A;GADD45A;HMGA2;TP73;EXD2;PMS1;REC8;APEX2;ENDOV;NSMCE3;MGMT;POLI;MSH6;BTG2;RAD50;RNF8,ABRAXAS1;SLC30A9;VCP;UBE2V1;RECQL5;EYA3;XRCC1;RAD51B;RAD52;CETN2;RPA1;PARP4;GTF2H5;WDHD1;ERCC2;ALKBH5;RNASEH2A;PNKP;SMARCB1
cellular response to heat (GO:0034605),0.7674664231464312,1.139562945334705,0.08408408408408409,0.6978583214615797,48,16,HTRA2;HMOX1;HIKESHI;HSF4;HSF1;TRPV1;MAPT;STUB1;YWHAE;HSPA1B;HSBP1L1;HSF2;PRKACA;HSPA1A;TRPV4;RBBP7,HTRA2;HMOX1;HIKESHI;HSF4;HSF1;TRPV1
positive regulation of canonical Wnt signaling pathway (GO:0090263),0.7473341075691088,1.132609543538309,0.078,0.6981781697896078,114,23,PSMD5;VCP;PSME2;COL1A1;LRRK1;TNKS;TRPM4;TBL1XR1;DIXDC1;RNF146;LRP6;WNT4;FGFR2;PSME4;XIAP;LGR4;WNK2;SFRP1;JUP;PSME1;WNK1;WLS;LGR5,PSMD5;VCP;PSME2;COL1A1
negative regulation of developmental process (GO:0051093),0.7496236911503514,1.1404507842134375,0.062,0.6992201693502952,71,24,NFIB;MARCH5;TBX1;SOSTDC1;FOXJ1;ACVR1C;FUZ;MAPT;CST3;BNIP3;WNT11;FGFR3;BMP2;PRKN;ZBTB46;SFRP1;KANK1;VAT1;ARPIN;CDK6;GAS6;RPS6KA6;DLL1;GATA3,NFIB;MARCH5;TBX1;SOSTDC1;FOXJ1;ACVR1C;FUZ
regulation of mRNA stability (GO:0043488),0.7611412951282606,1.1332149513327148,0.088,0.701280564528016,129,18,PSMD5;DCP1A;GIGYF2;PSME2;FXR2;HSPB1;YWHAZ;ANP32A;AKT1;ZFP36;PRKCD;PSME4;CARHSP1;PCBP4;PSME1;HSPA1A;RBM24;IGF2BP3,PSMD5;DCP1A;GIGYF2;PSME2;FXR2
epithelial cell differentiation (GO:0030855),0.7325090148595342,1.1430861912896342,0.021,0.7048637990558781,97,42,CDHR2;AKT2;TBX1;SPINK5;TOLLIP;AKR1C1;ACADVL;CRYGD;ERBB4;UPK1B;HDAC2;ANXA7;TDRD7;AKR1C2;GSTA2;TPP1;AKT1;PTER;PAX2;BASP1;ANXA4;TST;PROX1;FGFR2;DNPH1;SCUBE1;FZD7;CTSB;HDAC1;GSTK1;GSTA1;MAF;KDM6B;GRHL2;CBR1;IRF6;FN3K;VIL1;ELF3;GATA3;RARB;VEGFA,CDHR2;AKT2;TBX1;SPINK5;TOLLIP;AKR1C1;ACADVL;CRYGD;ERBB4;UPK1B
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.7464380986783974,1.1438611172250484,0.035,0.7084018774812555,237,31,ZMAT5;CTNNBL1;SNRNP35;DHX38;CD2BP2;SF3A2;SRRM2;UBL5;DHX32;FIP1L1;SRSF4;SNRNP70;GPKOW;SRRM1;RBM5;GEMIN7;USP49;LSM8;PPIE;PCBP1;RSRC1;XAB2;WDR83;SYMPK;SPEN;POLR2F;PRPF40B;PLRG1;PRPF40A;CPSF1;CWC27,ZMAT5;CTNNBL1;SNRNP35;DHX38;CD2BP2;SF3A2;SRRM2;UBL5;DHX32;FIP1L1;SRSF4;SNRNP70;GPKOW;SRRM1
mRNA processing (GO:0006397),0.7263391889388199,1.1333509449599124,0.025,0.7111326404939896,284,45,ZMAT5;CTNNBL1;SNRNP35;DHX38;CD2BP2;SF3A2;SRRM2;CHTOP;UBL5;DHX32;FIP1L1;SRSF4;GTF2H5;SNRNP70;ERCC2;ALKBH5;GPKOW;SRRM1;GEMIN2;GTF2H4;RBM5;GEMIN7;USP49;LSM8;PPIE;PCBP1;RSRC1;XAB2;WDR83;SYMPK;SPEN;CMTR1;POLDIP3;AGGF1;ELAVL4;POLR2F;THOC7;CELF1;PRKACA;PRPF40B;PLRG1;AKAP8L;PRPF40A;CPSF1;CWC27,ZMAT5;CTNNBL1;SNRNP35;DHX38;CD2BP2;SF3A2;SRRM2;CHTOP;UBL5;DHX32;FIP1L1;SRSF4;GTF2H5;SNRNP70;ERCC2;ALKBH5;GPKOW;SRRM1
cellular response to interferon-gamma (GO:0071346),0.7677231769646141,1.1456589249112576,0.064,0.7124392870816559,117,19,HLA-C;PML;HFE;CAMK2G;SLC26A6;AQP4;IRF3;IRF7;HLA-B;IRF5;PRKCD;ICAM1;IFNGR2;TRIM38;TRIM26;CCL2;IRF6;STAT1;CAMK2D,HLA-C;PML;HFE;CAMK2G;SLC26A6
sensory perception of mechanical stimulus (GO:0050954),0.757780230656195,1.1463879687872691,0.05,0.7175816624057647,79,23,SPTBN4;COL2A1;TBX1;USH1G;COL1A1;TPRN;TFAP2A;COL4A3;ZNF354A;CDH23;COL11A2;WHRN;CRYM;SLC52A3;P2RX2;MYH14;EML2;KCNQ1;SERPINB6;USH1C;MYO3A;TSPEAR;HOMER2,SPTBN4;COL2A1;TBX1;USH1G;COL1A1;TPRN;TFAP2A
regulation of protein serine/threonine kinase activity (GO:0071900),0.7369828385343955,1.116761611168193,0.089,0.7186484009171921,81,24,STK11;PYCARD;CDK5R2;TSG101;PARP16;CIB1;DAB2IP;H2AFY;CDKN2C;AKT1;MAP2K1;LRP5;TESK1;LRP6;CDK5RAP3;MAP2K2;CDKN1B;TRIB1;CCNG1;GADD45A;MST1;SRC;CALM3;RALB,STK11;PYCARD;CDK5R2;TSG101;PARP16
positive regulation of catabolic process (GO:0009896),0.7633651535616928,1.1336465420896977,0.1001001001001001,0.7190656703995715,63,17,HECW2;VCP;NSF;WWP1;NDUFA13;APOA2;TNFAIP3;DAB2IP;STX5;TRIM32;CDKN1B;ASB5;PRKN;VPS28;TIPARP;APC;ACTN3,HECW2;VCP;NSF;WWP1;NDUFA13
protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787),0.7715153771935325,1.147360006751133,0.086,0.7194575463221669,71,16,HECW2;RNF14;WWP1;SPOPL;ARIH1;FBXO7;HUWE1;BTBD6;PRKN;MYLIP;RNF144A;RNF217;SPSB1;SPSB2;BTBD3;BTBD2,HECW2;RNF14;WWP1;SPOPL
calcium-mediated signaling (GO:0019722),0.7702305668796396,1.1440791071693932,0.088,0.7203889436745342,71,17,SAMD14;CXCR4;SLC9A1;NMUR2;TRPM2;PLCG1;TRPM4;AZU1;BTK;PTGFR;PRKACA;NUDT4;PPP1R9A;MCTP2;PLCE1;PLCG2;CAMKK2,SAMD14;CXCR4;SLC9A1;NMUR2
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),0.7514876231103224,1.1352195445271887,0.076,0.7214771628626734,77,22,HMOX1;EYA3;NOL3;NOS3;PELI3;TNFAIP3;AKT1;HSPA1B;RELA;ITGA6;ICAM1;TRADD;SRC;HSPA1A;RFFL;ARHGEF2;SH3RF1;TMBIM1;TCF7L2;EYA2;CFLAR;BMP5,HMOX1;EYA3;NOL3
positive regulation of cellular biosynthetic process (GO:0031328),0.7316552374995758,1.1171334233201868,0.063,0.7229727427942123,160,30,BCL3;AKT2;SP1;INSR;PASK;FXR2;PLIN5;EREG;EGF;NR1H2;PDGFRA;AKT1;LARP6;POLDIP3;P2RX4;MLXIPL;SMAD3;PAOX;DDAH2;IGF2;ARNT;FGFR4;STN1;PRKD2;NR1H3;CTC1;CDH3;MID1IP1;APOA1;LPGAT1,BCL3;AKT2;SP1;INSR;PASK;FXR2;PLIN5;EREG
COPII-coated vesicle budding (GO:0090114),0.7878618891663921,1.1802439950238177,0.036,0.7239578494172507,69,20,NSF;CD59;SEC24B;TRAPPC6B;LMAN1;SEC24C;RAB1B;FOLR1;TRAPPC5;PREB;SEC31B;STX5;COL7A1;SCFD1;TFG;TRAPPC1;GOLGA2;CTSZ;TRAPPC6A;TRAPPC9,NSF;CD59;SEC24B;TRAPPC6B;LMAN1
cAMP-mediated signaling (GO:0019933),0.7719303900702181,1.1339386313159958,0.101,0.7272419621490522,76,15,ADCY3;PDE2A;FSHR;ABCA1;ADCY1;PDE4D;DGKQ;PTGFR;RIMS2;ADCY6;ADGRG6;GCGR;GNAL;ADCY7;ADCY5,ADCY3;PDE2A
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),0.7718820166487426,1.1476506104394784,0.0990990990990991,0.7319097591849797,56,15,SNX25;MTMR4;STUB1;SNX6;PRDM16;NKX2-1;ADAM17;SMAD3;FBN2;SMAD2;BCL9L;LTBP1;HSPA1A;SMAD6;PEG10,SNX25;MTMR4
glycerophospholipid metabolic process (GO:0006650),0.7732954237544886,1.149308995783877,0.074,0.741952409464852,65,17,ALDH5A1;GDE1;ABHD3;PIGZ;PNPLA3;PIGL;PIGV;PIGX;PIGQ;PIGP;PNPLA6;PLA2G7;PIGN;CPNE3;SYNJ1;CPNE1;APOA1,ALDH5A1;GDE1;ABHD3;PIGZ;PNPLA3
respiratory electron transport chain (GO:0022904),0.7751162193438,1.1542467873959936,0.073,0.7433473616876892,95,17,UQCRC2;ALDH5A1;UQCRB;NDUFA2;NDUFA13;COX7C;ETFB;AFG1L;NDUFA12;NDUFA3;ETFA;CYC1;SDHC;UQCRC1;NDUFB4;D2HGDH;SLC25A13,UQCRC2;ALDH5A1;UQCRB;NDUFA2;NDUFA13;COX7C;ETFB;AFG1L;NDUFA12
intraciliary transport involved in cilium assembly (GO:0035735),0.733100499622912,1.1141610460685583,0.082,0.7436550233829894,41,25,KIF3A;CEP131;IFT52;IFT74;KIF3B;TRAF3IP1;IFT46;KIF3C;KIFAP3;WDR34;IFT57;MBD1;IFT81;SSX2IP;IFT80;WDR60;CLUAP1;IFT88;WDR19;IFT140;DYNLRB1;IFT27;IFT43;DYNC2LI1;KIF17,KIF3A;CEP131;IFT52;IFT74;KIF3B;TRAF3IP1;IFT46;KIF3C;KIFAP3
protein polymerization (GO:0051258),0.7695609197969646,1.147906938069948,0.071,0.7454787793697881,46,18,ARL6;WASF1;CORO7;COBL;MAPT;GPX4;TPPP3;MICALL2;PREX1;WASF3;PRKN;ANG;MSRB2;CHMP2A;GSN;TRPV4;MID1IP1;VIL1,ARL6;WASF1;CORO7;COBL
determination of left/right symmetry (GO:0007368),0.7782572468653853,1.155408773638555,0.076,0.746578059755448,43,15,TBX1;ARL6;KIF3B;LEFTY1;ARMC4;MEGF8;DNAI1;CCDC151;GALNT11;LRRC6;CCDC40;CITED2;ZIC3;PITX2;DLL1,TBX1;ARL6;KIF3B;LEFTY1;ARMC4
intraciliary transport (GO:0042073),0.7324016453714642,1.11303404708331,0.089,0.7495260902834079,47,27,KIF3A;CEP131;IFT52;IFT74;KIF3B;TRAF3IP1;IFT46;KIF3C;KIFAP3;WDR34;IFT57;MBD1;IFT81;SSX2IP;IFT80;WDR60;TTC21A;CLUAP1;IFT88;WDR19;IFT140;DYNLRB1;IFT27;IFT43;DYNC2LI1;KIF17;ALPK3,KIF3A;CEP131;IFT52;IFT74;KIF3B;TRAF3IP1;IFT46;KIF3C;KIFAP3
response to tumor necrosis factor (GO:0034612),0.7826304648323551,1.180660591327723,0.021,0.7519077837913367,98,22,IKBKB;MAP2K7;PYCARD;NPNT;CIB1;IGBP1;DAB2IP;NUB1;AKT1;ZFP36;RELA;TRIM32;ADAMTS7;NFE2L2;CRHBP;SFRP1;GCH1;CCL2;HAS2;ARHGEF2;ADAMTS12;GATA3,IKBKB;MAP2K7;PYCARD;NPNT
lipid transport (GO:0006869),0.7557122938530588,1.1496662545877212,0.039,0.7547508324133104,92,25,STARD5;PRELID2;PLTP;SLCO2A1;AKR1C1;PRELID3B;NCOA1;SLC51B;NCOA2;ABCA1;RXRA;STARD10;PITPNM1;ATP8B1;SCP2;NME4;CLN8;ABCA5;SLCO1A2;ABCA2;PCTP;ABCA7;PPARA;APOE;NPC2,STARD5;PRELID2;PLTP;SLCO2A1;AKR1C1
