Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
positive regulation of protein secretion (GO:0050714),0.8494817859657464,1.2611041744465648,0.0,0.20789752131191916,83,26,GOLPH3L;IL6;GLMN;MCU;SCAMP5;TRH;GPI;CRTAM;EZR;GOLPH3;ADAM9;NNAT;TM7SF3;TGFB1;XBP1;PPIA;POLR2D;IRS2;TGFB2;GAPDH;ACHE;GPER1;F2RL1;PTGER4;GLUD1;CADM1,GOLPH3L;IL6;GLMN;MCU
positive regulation of epithelial cell proliferation (GO:0050679),0.8363661149796389,1.2483660449778295,0.0,0.20916253110323452,108,30,TGM1;SCN5A;STXBP4;ZNF703;RTN4;ITGB3;HRAS;PDCL3;FGF10;SRSF6;AKT3;SCG2;HMGB2;SIRT1;XBP1;NODAL;C5AR1;ERBB2;NELL2;LAMC1;CDH13;SOX9;PTPRN;NME1;MYC;TEK;VASH2;WNT5A;FGF2;PDGFB,TGM1;SCN5A;STXBP4;ZNF703;RTN4;ITGB3;HRAS;PDCL3;FGF10;SRSF6
positive regulation of ossification (GO:0045778),0.8535419220361414,1.2422606590779144,0.009,0.21474224996654992,53,16,IL6;NELL1;IL6ST;BMPR1B;PKDCC;MEF2C;DDR2;TGFB1;TGFB2;IL6R;RUNX2;ANO6;BMPR1A;GPM6B;WNT5A;CYR61,IL6;NELL1;IL6ST
protein depolymerization (GO:0051261),0.8652571463878861,1.2489666173742096,0.013013013013013013,0.22292592310638043,26,15,DSTN;VPS4B;TWF1;CFL1;KIF24;KIF2A;KIF18B;KIF2C;MICAL3;KIF18A;KATNB1;STMN3;WDR1;MICAL1;MICAL2,DSTN;VPS4B;TWF1
positive regulation of endothelial cell proliferation (GO:0001938),0.8471570918253007,1.2353705082455482,0.006,0.2262446883607624,68,17,ITGB3;PDCL3;PDPK1;AKT3;SCG2;HMGB2;SIRT1;NELL2;HMGB1;CDH13;APELA;APLN;TEK;VASH2;WNT5A;FGF2;PDGFB,ITGB3;PDCL3;PDPK1
positive regulation of cell migration (GO:0030335),0.8050496654766335,1.2366925146250107,0.0,0.23275966476116658,222,70,CSF1;MTOR;ZNF703;SOD2;RTN4;SPHK1;HRAS;HSPA5;SYNE2;CARMIL2;ELP6;FGF10;ARHGEF7;PRKCE;GCNT2;ZNF268;SEMA3A;GLIPR2;MYLK;SEMA3C;FAM110C;DDR2;DRD1;TGFB1;PDGFC;XBP1;CCAR1;MMP9;GTSE1;PLAA;SPRY2;SYDE1;PDGFD;HBEGF;WNT5B;TGFB2;RACK1;SEMA7A;NOTCH1;PFN1;SNAI2;CDH13;SOX9;EPHA1;TIAM1;KIF20B;APELA;GPER1;ACTN4;F2RL1;C1QBP;PTP4A1;DOCK5;LEF1;PDPN;NTRK3;CXCL12;BCAR1;PLAU;DAB2;THBS1;PDGFA;PDGFRB;EDN1;FGF1;FLT1;RET;SEMA6A;PDGFB;CYR61,CSF1;MTOR;ZNF703;SOD2;RTN4;SPHK1;HRAS;HSPA5;SYNE2;CARMIL2;ELP6;FGF10
sodium ion transport (GO:0006814),0.8543965662037543,1.2491572652564524,0.008,0.24164639739680918,59,18,SCN3B;SCN5A;SLC38A7;SLC4A4;NDUFA9;SCN2A;SLC12A2;SCN1B;TRAPPC10;NEDD4L;FGF13;ATP1A2;PKD2;NALCN;SCN9A;SGK1;ANO6;HCN4,SCN3B;SCN5A;SLC38A7;SLC4A4;NDUFA9;SCN2A;SLC12A2;SCN1B
protein homotetramerization (GO:0051289),0.8299576401645633,1.212400053706414,0.011,0.3884605742952802,58,18,SAMHD1;CD247;SOD2;USP16;TK1;CRYZ;HM13;KCNJ2;MCOLN1;ACACA;PKD2;SYT11;HPRT1;GLS;TP53;ALDOA;SHMT1;RYR3,SAMHD1;CD247;SOD2;USP16;TK1;CRYZ
calcium ion transmembrane transport (GO:0070588),0.8111205925428933,1.192111366257542,0.015,0.41144565567725006,87,23,GRIN2A;TMCO1;PHB2;CACNA1C;MCU;TRPM6;PHB;ATP2C1;MCOLN1;PMPCB;FKBP1A;AFG3L2;PKD2;ITGAV;NALCN;CACNA1A;CACNA2D1;CACNG4;TRPM3;SLC24A3;MCUB;ANO6;RYR3,GRIN2A;TMCO1;PHB2;CACNA1C;MCU
positive regulation of cytoskeleton organization (GO:0051495),0.813955359224471,1.200504494564122,0.014,0.41166926744663984,78,22,HCLS1;NCK1;CTTN;HRAS;CCR7;ABL1;PRKCE;ARF6;TENM1;SPAG5;CDC42EP3;CDC42EP1;SYNPO2;RAC1;WDR1;NCKAP1;PFN1;F2RL1;NTRK3;NES;TEK;EDN1,HCLS1;NCK1;CTTN;HRAS;CCR7
regulation of epithelial to mesenchymal transition (GO:0010717),0.7981713181668747,1.1907634308640533,0.006,0.412224013119743,69,28,MTOR;TGFBR2;ZNF703;STRAP;PPP2CA;LDLRAD4;GCNT2;GLIPR2;OLFM1;EZH2;EPHA3;WWTR1;TGFB1;TGFB2;NOTCH1;BAMBI;MAD2L2;TIAM1;TGFB1I1;PHLDB2;LEF1;PDPN;TBX5;TWIST1;DAB2;LOXL2;SFRP2;GREM1,MTOR;TGFBR2;ZNF703
cell morphogenesis involved in differentiation (GO:0000904),0.8203993700277747,1.1889826189388426,0.034,0.41441720763491907,55,17,YTHDF2;ITGB3;ARL13B;PARVA;METTL3;EPHA2;RB1;MEF2C;ANTXR1;RAC1;ITGAV;LAMC1;EPHA1;KIF14;LEF1;ACTN1;TEK,YTHDF2;ITGB3;ARL13B;PARVA
regulation of MAP kinase activity (GO:0043405),0.7861918373654556,1.1705044110676297,0.014,0.41560421344409665,88,30,PTPN1;HRAS;HYAL2;TRIB2;UCHL1;CDK12;TENM1;SORL1;FGF18;EZH2;TGFB1;PDGFC;RGS2;SPRY2;PDGFD;ERBB2;TRIB3;ROBO1;PIK3CG;LYN;PAQR3;SPRY1;PDGFA;PDGFRB;EDN1;FGF1;FGF2;FLT1;PDGFB;SPRY4,PTPN1;HRAS;HYAL2
cAMP-mediated signaling (GO:0019933),0.816702367148437,1.1871626821142702,0.026,0.41772702248603244,76,16,CALCR;UCN2;KSR1;ADCY2;GPR3;CALCRL;DRD1;ADM;ADCY8;ADCY9;RAPGEF3;SOX9;GPER1;PTGER4;GAL;PTHLH,CALCR;UCN2
negative regulation of cell death (GO:0060548),0.8144846773458274,1.1819669120101746,0.03,0.41813164758200544,82,18,VPS4B;NCK1;SRSF6;PDE12;SORL1;PSMC5;ALB;TM7SF3;RAD18;MECOM;TIGAR;EIF4G1;TMEM109;AMIGO2;FGF2;CLU;CYR61;CTGF,VPS4B;NCK1;SRSF6
renal system development (GO:0072001),0.8323338320738338,1.2015511622891022,0.019,0.4201538094692828,60,16,SIX2;SIX1;NPHP3;HYAL2;MME;SHH;PTCH1;POLR2D;WT1;TGFB2;TBX18;GLI2;PCSK5;LRP4;CENPF;SULF1,SIX2;SIX1;NPHP3;HYAL2
positive regulation of smooth muscle cell proliferation (GO:0048661),0.8220096681374409,1.1923558288336187,0.027,0.42431391486715586,38,16,IL6;FGF9;RBPMS2;MFN2;MMP9;ID2;CDH13;FOXP1;IL6R;BMPR1A;THBS1;PDGFRB;EDN1;MMP2;FGF2;PDGFB,IL6;FGF9
sprouting angiogenesis (GO:0002040),0.7961480860280523,1.170542261510518,0.028,0.42441762287707446,45,20,PARVA;LOXL4;EFNB2;CDH5;SRF;E2F8;ROBO1;CDH13;RSPO3;ANGPT1;LEF1;E2F7;ADGRA2;THBS1;TEK;LOXL2;FGF2;FLT1;GREM1;SLIT2,PARVA;LOXL4
cell-matrix adhesion (GO:0007160),0.8134029382671635,1.2067624807759518,0.008,0.42580715425808974,91,27,ITGA7;CTTN;ITGB3;ARHGEF7;ITGA11;RCC2;ADAM9;PPFIA2;ADAM15;RAC1;ITGAV;TIMM10B;COL17A1;L1CAM;TIAM1;ITGA1;FBLN5;ZYX;ACTN1;ITGA2;COL3A1;ITGB1;VCL;ITGA3;SORBS1;CD44;THY1,ITGA7;CTTN;ITGB3
positive regulation of neuron differentiation (GO:0045666),0.7837059697384305,1.170981679171911,0.02,0.4293360089188982,99,29,MARK2;RAP1A;TWF1;P3H1;SCN1B;GPRC5B;RIT2;ZNF804A;MEF2C;EPHA3;PLPPR5;ALKAL2;NTRK2;NPTN;NKX2-5;ARHGAP35;NGF;SETX;VWC2;RAPGEF1;ALKAL1;ECT2;TCF4;LYN;BRINP1;TENM3;ZEB1;WNT5A;RET,MARK2;RAP1A;TWF1;P3H1;SCN1B;GPRC5B;RIT2
action potential (GO:0001508),0.8156233604424518,1.1820411671510818,0.032,0.42960607360859276,55,15,SCN3B;SCN5A;CACNA1C;SCN2A;CHRNA1;KCNJ2;TPCN2;YWHAH;NALCN;CACNA1A;KCNA2;DMD;SCN9A;KCND2;GPER1,SCN3B;SCN5A;CACNA1C;SCN2A
positive regulation of cell differentiation (GO:0045597),0.787648400626201,1.2025885288887437,0.0,0.43020833951253207,195,56,IL6;CSF1;MTOR;TACSTD2;TGFBR2;ZNF703;NFKB1;RAP1A;NELL1;MAPK11;IL6ST;CREB1;CEBPB;BMPR1B;ABL1;ZC3H12A;JUND;GCNT2;ZNF268;PKDCC;BOC;GLIPR2;MEF2C;OLFM1;EZH2;SRF;DDR2;WWTR1;TGFB1;XBP1;HSP90AB1;TGFB2;PA2G4;WDFY2;MAPK9;ARNTL;ASXL2;NOTCH1;BAMBI;SOX9;LMO3;TIAM1;TGFB1I1;IL6R;RUNX2;NOCT;LEF1;PDPN;BMPR1A;TWIST1;DAB2;GDF3;LOXL2;SFRP2;CYR61;CTGF,IL6;CSF1;MTOR;TACSTD2;TGFBR2;ZNF703;NFKB1;RAP1A;NELL1;MAPK11;IL6ST;CREB1
inorganic cation transmembrane transport (GO:0098662),0.775225353,1.1533842235781353,0.031,0.4358462224210002,141,27,SCN3B;SCN5A;TMCO1;CACNA1C;SCN2A;COX8A;SLC12A2;SCN1B;TRPM6;SLC30A6;SLC39A3;ATP2C1;MCOLN1;FKBP1A;PKD2;ITGAV;NALCN;CACNA1A;CACNG4;TRPM3;SLC24A3;SCN9A;SLC39A6;ATP6V1C1;ANO6;HCN4;RYR3,SCN3B;SCN5A;TMCO1;CACNA1C;SCN2A;COX8A;SLC12A2;SCN1B
positive regulation of synaptic transmission (GO:0050806),0.8085171078417475,1.171336423867029,0.054,0.435948334219076,68,15,GRIN2A;CLSTN2;PLK2;FMR1;ARC;DRD1;NPTN;CACNG4;MPP2;APP;TSHZ3;GPER1;LGI1;NLGN1;SYT1,GRIN2A;CLSTN2
cellular response to transforming growth factor beta stimulus (GO:0071560),0.796433798060198,1.192811661240965,0.003,0.43617195710016177,101,32,PARD6A;TGFBR2;NR3C1;SMURF1;HYAL2;TWSG1;GDF10;GCNT2;HPGD;FKBP1A;NLK;SKI;MEF2C;ZFP36L2;CDH5;ADAM9;SIRT1;USP15;TGFB1;UBA52;RPS27A;TGFB2;SOX9;ZYX;FOS;COL3A1;BMPR1A;PXN;KLF10;LIMS1;GDF15;WNT5A,PARD6A;TGFBR2;NR3C1;SMURF1;HYAL2;TWSG1
positive regulation of protein kinase B signaling (GO:0051897),0.7912735285118746,1.1944449695797303,0.001,0.4363381178457237,128,37,HCLS1;RTN4;CCR7;CALCR;FGF10;FGF9;ERBB3;GCNT2;ENG;FGF18;OSBPL8;FAM110C;FYN;TGFB1;MTDH;SPRY2;PIK3R1;HBEGF;ERBB2;FGF19;IRS2;PTPN11;PIK3CG;ANGPT1;C1QBP;MET;FGF4;ITGB1;KITLG;THBS1;PDGFA;PDGFRB;TEK;FGF1;FGF2;IRS1;PDGFB,HCLS1;RTN4;CCR7;CALCR;FGF10;FGF9
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.7855737212456351,1.174393102702108,0.009,0.4370431471202957,129,30,NFKB1;ALK;TRIM25;SPHK1;TAB2;TRIM62;MALT1;TRIM14;TRIM8;CHUK;TLR6;TRIM37;UBA52;RPS27A;MTDH;NOD1;RIPK1;APP;TRIM5;NPM1;ROR1;DHX9;DHX33;RPS3;PRDX3;EDA2R;CARD11;WNT5A;TRIM22;CLU,NFKB1;ALK;TRIM25;SPHK1;TAB2
positive regulation of nucleocytoplasmic transport (GO:0046824),0.8091882753775422,1.172249694353575,0.049,0.4371133881321156,34,15,CPSF6;KHDRBS1;NCBP2;HYAL2;XPO4;RBM22;ZC3H12A;TGFB1;GTSE1;RAPGEF3;NEDD4;DHX9;ECT2;TP53;ZIC1,CPSF6;KHDRBS1;NCBP2;HYAL2;XPO4;RBM22
cellular response to ionizing radiation (GO:0071479),0.7895969832570138,1.1671451602872087,0.031,0.43912461652681445,47,23,HUS1;HRAS;NUCKS1;RHNO1;XRCC6;XRCC5;TNKS1BP1;WRN;RAD51;SIRT1;INO80;ATM;NET1;MDM2;EEF1D;RAD51AP1;TMEM109;RPL26;ECT2;BLM;TP53;CDKN1A;RHOB,HUS1;HRAS;NUCKS1
positive regulation of phosphorylation (GO:0042327),0.7723393095472902,1.1836048607499827,0.0,0.4397057576785195,209,65,AKTIP;MTOR;RB1CC1;GLMN;CDK2AP1;ALK;ITGB3;DAXX;HRAS;NKX3-1;FAM129A;ABL1;STK4;ERBB3;EPHA2;MRE11;ENG;WNT3A;FMR1;EPHA3;SIRT1;PTGES3;LMTK2;NTRK2;DDR2;RAC1;TGFB1;NPTN;PELI2;RAP2A;MMP9;RIPK1;ERBB2;PLAUR;FGF19;WDFY2;RACK1;EPHA7;APP;CCND3;AXL;RYK;ROCK2;ROR1;CCND2;EPHB1;SOX9;FAS;EPHA1;GPER1;LYN;ARRB1;NTRK3;MET;PFKFB3;CCND1;DAB2;THBS1;PDGFRB;TEK;FLT1;RET;TNIK;P2RY1;CYR61,AKTIP;MTOR;RB1CC1;GLMN;CDK2AP1;ALK;ITGB3;DAXX;HRAS
male gonad development (GO:0008584),0.7918836848095309,1.155259420511092,0.058,0.4398051470513155,44,17,TFAP2C;MAMLD1;CSDE1;FGF9;SOX8;WNT2B;LRP2;UTF1;MSH2;INHBA;WT1;TGFB2;SOX9;SIX4;ZFP42;KITLG;WNT5A,TFAP2C;MAMLD1;CSDE1;FGF9;SOX8;WNT2B
cellular iron ion homeostasis (GO:0006879),0.7959645263657755,1.1536076335122871,0.056,0.44058972295438853,57,16,IREB2;ATP6V0A2;FXN;ATP6V1A;TMEM199;ATP6V1G1;CAND1;ISCU;SKP1;CYBRD1;UBA52;RPS27A;CUL1;MYC;TFRC;ABCG2,IREB2;ATP6V0A2;FXN;ATP6V1A;TMEM199;ATP6V1G1
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091),0.777332731680499,1.182213346063889,0.001,0.4409880078904398,216,50,IL6;NFKB1;ALK;ESR2;PHB2;TRIM25;SPHK1;ARID5B;TRIM27;BUD31;TAB2;COPS5;TRIM62;FZD2;SHH;MALT1;TRIM14;ATF2;EP300;TRIM8;CHUK;TLR6;SRF;DDR2;TRIM37;UBA52;RPS27A;MTDH;NOD1;RIPK1;NODAL;APP;TRIM5;NPM1;ROR1;DHX9;PPARGC1B;DHX33;ANXA3;PPRC1;RPS3;PRDX3;EDA2R;CARD11;MYOCD;EDN1;WNT5A;LRP8;TRIM22;CLU,IL6;NFKB1;ALK;ESR2;PHB2;TRIM25;SPHK1;ARID5B;TRIM27;BUD31;TAB2;COPS5
positive regulation of ERK1 and ERK2 cascade (GO:0070374),0.7661414259218591,1.1728637757009117,0.0,0.44123783348924606,202,60,DDT;ALK;RAP1A;PHB2;HRAS;GAREM1;CCR7;KARS;CALCR;FGF10;FBXW7;SHC1;ERBB3;EPHA2;PHB;GCNT2;GLIPR2;EPHA3;LMTK2;ALKAL2;NTRK2;DDR2;TGFB1;PDGFC;SPRY2;NODAL;C5AR1;PDGFD;ERBB2;FGF19;HMGB1;EPHA7;APP;AXL;PTPN11;RYK;ROR1;EPHB1;SEMA7A;NOTCH1;ALKAL1;EPHA1;APELA;GPER1;F2RL1;ANGPT1;ARRB1;NTRK3;MET;FGF4;PDGFA;PDGFRB;TEK;FGF2;CD44;FLT1;RET;P2RY1;PDGFB;CTGF,DDT;ALK;RAP1A;PHB2;HRAS;GAREM1;CCR7;KARS;CALCR;FGF10;FBXW7
hemopoiesis (GO:0030097),0.7938186549390311,1.1749193974741174,0.019,0.4426594059623804,77,23,CSF1;TGFBR2;GLRX5;MFAP5;RUNX3;PRRC2C;RUNX1;MELK;ZFP36L2;PRKX;RTKN2;INHBA;TGFB1;ARMC6;NKX2-5;MIXL1;TGFB2;KMT2A;JAG1;RUNX2;PRDX3;KITLG;TEK,CSF1;TGFBR2;GLRX5
positive regulation of cell projection organization (GO:0031346),0.786076638603364,1.155643607248085,0.043,0.4433017403260112,64,22,MARK2;RAP1A;TWF1;P3H1;SCN1B;CARMIL2;RIT2;ZNF804A;EPHA3;PLPPR5;ALKAL2;NTRK2;NPTN;ARHGAP35;SETX;RAPGEF1;ALKAL1;LYN;NAV3;TENM3;WNT5A;RET,MARK2;RAP1A;TWF1;P3H1;SCN1B;CARMIL2;RIT2
nucleosome organization (GO:0034728),0.7863046964494241,1.1539528842993025,0.048,0.4447604030438589,80,19,DAXX;NAP1L4;CTCF;CENPA;SET;H3F3A;PBRM1;HMGB2;SMARCC1;HMGA1;SUPT6H;NASP;ANP32E;SUPT16H;NPM1;SOX9;GRWD1;H2AFX;CHAF1A,DAXX;NAP1L4;CTCF;CENPA
MAPK cascade (GO:0000165),0.7473820360850558,1.1560960562638125,0.0,0.4463405670706402,279,93,YWHAB;GRIN2A;CUL3;NFKB1;MAPK11;PSMA2;HRAS;KARS;PSMA4;PSMC1;PSMA3;PSMC6;FGF10;PABPN1;PSMB7;FGF9;PSMB5;PPP5C;SHC1;PSMB3;ERBB3;RASGRP3;MAPK8;PSMA7;MAP4K4;FGF13;KSR1;PSMD3;FGF18;PEBP1;PSMB1;PSMC5;SKP1;PSMD2;MEF2C;PSMB4;SCG2;PSMD12;ZFP36L2;CHUK;PSMA5;MAP3K8;IL2RB;PSMD1;PSMC2;MAP4K3;FYN;PSMD11;TGFB1;UBA52;RPS27A;MAP3K3;PSMC3;ITGAV;PSMD13;HBEGF;ERBB2;PSME3;FGF19;IRS2;PSMD14;PSMB2;RASAL2;SETX;PSMC4;GFRA1;SOX9;ANGPT1;PTGER4;CUL1;PAQR3;MET;FGF4;SHC3;NEFL;RASA3;KITLG;JAK1;RASGRF2;PEA15;PDGFA;IL17RD;MYC;PDGFRB;TEK;FGF1;FGF2;IRS1;RET;TNIK;PDGFB;NRK;DUSP6,YWHAB;GRIN2A;CUL3;NFKB1;MAPK11;PSMA2;HRAS;KARS;PSMA4;PSMC1;PSMA3;PSMC6;FGF10;PABPN1;PSMB7;FGF9;PSMB5;PPP5C;SHC1
gonad development (GO:0008406),0.7914685832443834,1.156691267003315,0.031,0.448156539610522,50,19,TFAP2C;MAMLD1;CSDE1;FGF9;SOX8;WNT2B;LRP2;UTF1;MSH2;INHBA;NUP107;IRX5;WT1;TGFB2;SOX9;SIX4;ZFP42;KITLG;WNT5A,TFAP2C;MAMLD1;CSDE1;FGF9;SOX8;WNT2B
regulation of protein secretion (GO:0050708),0.8130939964930676,1.202854773411852,0.008,0.44851862361066897,108,23,GOLPH3L;RAP1A;ENSA;CACNA1C;P3H1;RHBDF1;ITPR1;EZR;GOLPH3;SLC25A4;SLC25A6;ADAM9;TGFB1;PPIA;CACNA1A;TGFB2;SLC25A5;RAPGEF3;ARNTL;KCNA5;ACHE;ITPR2;SLC2A1,GOLPH3L;RAP1A;ENSA;CACNA1C;P3H1;RHBDF1
protein tetramerization (GO:0051262),0.7712057094979142,1.15813678267231,0.021,0.44989368070646535,91,32,SAMHD1;CD247;CPSF6;CPSF7;SOD2;USP16;TK1;CRYZ;AASS;FARSA;HM13;KCNJ2;XRCC6;ANXA2;MCOLN1;RCC1;ACACA;PKD2;SYT11;RPS19;NUDT21;ADSL;HPRT1;FARSB;GLS;HMGCR;TP53;ALDOA;LRP4;SHMT1;SHMT2;RYR3,SAMHD1;CD247;CPSF6;CPSF7;SOD2;USP16;TK1;CRYZ
peptidyl-threonine phosphorylation (GO:0018107),0.7970568515250916,1.157259873309996,0.058,0.45065029107018106,69,16,DYRK1A;TGFBR2;MARK2;DAPK3;CHEK2;PDPK1;TBK1;MAPK8;STK39;NLK;LMTK2;CHEK1;CDK1;ROCK2;DCLK1;CAMKV,DYRK1A;TGFBR2;MARK2;DAPK3;CHEK2;PDPK1;TBK1
regulation of endothelial cell proliferation (GO:0001936),0.8090910481858886,1.1751755963273693,0.028,0.4520714027098557,80,18,ITGB3;PDCL3;SPARC;AKT3;SCG2;HMGB2;SIRT1;NELL2;CDH13;CAV2;THBS1;TEK;SULF1;VASH2;WNT5A;FGF2;CAV1;PDGFB,ITGB3;PDCL3
homotypic cell-cell adhesion (GO:0034109),0.7886495107478971,1.146788796705107,0.074,0.4538216607073894,39,17,CLIC1;ITGB3;FIBP;ACTG1;TLN1;STXBP3;STXBP1;ACTB;DSC2;METAP1;FLNA;MYH9;PIK3CG;UBASH3B;MYL9;VCL;CSRP1,CLIC1;ITGB3;FIBP;ACTG1;TLN1
negative regulation of neuron apoptotic process (GO:0043524),0.8167834125824622,1.1944797322331457,0.024,0.4539771835970121,64,20,SIX1;PPT1;SOD2;VSTM2L;NONO;CLCF1;KDM2B;TOX3;ERBB3;SET;MSH2;BCL2;MEF2C;NTRK2;NGF;BDNF;SIX4;KIF14;FOXB1;UNC5B,SIX1;PPT1;SOD2;VSTM2L;NONO
platelet aggregation (GO:0070527),0.7970053721993166,1.1584755925693975,0.049,0.4546006943352162,34,16,CLIC1;ITGB3;FIBP;ACTG1;TLN1;STXBP3;STXBP1;ACTB;METAP1;FLNA;MYH9;PIK3CG;UBASH3B;MYL9;VCL;CSRP1,CLIC1;ITGB3;FIBP;ACTG1;TLN1
epithelial cell differentiation (GO:0030855),0.7861596200154755,1.1591936310408422,0.036,0.45524112496789565,97,20,SIX1;VDAC1;ZNF703;HNRNPH3;PIH1D1;CNN3;ALDOC;GLI1;CDK1;E2F8;WT1;LGALS3;PGK1;JAG1;PCK2;E2F7;PCNA;CPT1A;DAB2;TAGLN,SIX1;VDAC1;ZNF703;HNRNPH3;PIH1D1
extracellular matrix disassembly (GO:0022617),0.8039630404876417,1.17718719002257,0.034,0.4552411249678957,79,20,CTSK;BSG;BCAN;BMP1;ADAM15;MMP16;TLL1;TIMP1;MMP9;MMP19;MMP10;LAMC1;TLL2;SCUBE3;HTRA1;SPP1;LCP1;MMP2;CD44;FBN1,CTSK;BSG
actin filament organization (GO:0007015),0.7802806711673348,1.1643804908261703,0.015,0.4557897588596527,121,30,DSTN;ARHGAP12;CARMIL2;ARPC4;CD2AP;CAP1;ABI2;TPM4;CAP2;FLNA;RAC1;TMOD2;NEBL;SHROOM2;EPS8;TPM2;MAD2L2;FAT1;TPM1;ALDOA;ACTN1;BCAR1;SHROOM3;ACTC1;RND3;ACTA1;PLS3;LCP1;NEDD9;RHOB,DSTN;ARHGAP12;CARMIL2;ARPC4;CD2AP;CAP1
development of primary male sexual characteristics (GO:0046546),0.7918836848095309,1.1471906032575239,0.068,0.45637609272950536,44,17,TFAP2C;MAMLD1;CSDE1;FGF9;SOX8;WNT2B;LRP2;UTF1;MSH2;INHBA;WT1;TGFB2;SOX9;SIX4;ZFP42;KITLG;WNT5A,TFAP2C;MAMLD1;CSDE1;FGF9;SOX8;WNT2B
