Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
proteolysis (GO:0006508),0.6598732627000711,1.2919172398629786,0.002,0.4592704624536418,292,37,LAP3;PMPCA;SUFU;CTSD;THOP1;CAPN1;ADAMTS3;CPA4;BACE1;MMP17;LGMN;MIPEP;PGPEP1;NCSTN;SCPEP1;RHBDF2;PITRM1;PLAT;MMP15;PRSS3;CUL7;MMP1;FURIN;CAPN5;LRP8;CPXM2;ANPEP;RHBDF1;MDM2;HTRA3;AEBP1;CTSS;PLAU;CTSC;CTSL;MMP14;MMP16,LAP3;PMPCA;SUFU;CTSD;THOP1;CAPN1;ADAMTS3;CPA4;BACE1;MMP17;LGMN
hemopoiesis (GO:0030097),0.6810942093200814,1.2530075082611043,0.043,0.46895024696306725,77,16,TEK;L3MBTL1;PRKX;PRRC2C;KAT6A;ARMC6;FLCN;NOTCH2;MELK;IFI16;TGFBR2;TGFBR3;KITLG;CSF1;TGFB1;KDR,TEK;L3MBTL1;PRKX;PRRC2C;KAT6A;ARMC6
regulation of cell differentiation (GO:0045595),0.701866293924403,1.2955508711341102,0.029,0.4941141257613284,122,17,TAF8;DDX5;FES;AKR1B1;KLF4;ANAPC2;TIAM1;TRPS1;HEY1;DLX1;APC;LGALS3;CDK6;HSP90AB1;JUN;CSF1;TGFB1,TAF8;DDX5;FES;AKR1B1;KLF4;ANAPC2;TIAM1
negative regulation of cellular protein metabolic process (GO:0032269),0.6737814449465152,1.243882197502489,0.035,0.5080017381169726,90,17,CDK5;NFKB1;DHFR;CDK5RAP3;TSC1;CNOT9;MEX3B;CLN8;LARP1;BAG6;ILF3;BTG2;EDNRB;PLAT;TYMS;IGF2BP3;CAMK2N1,CDK5;NFKB1;DHFR;CDK5RAP3;TSC1
peptidyl-threonine modification (GO:0018210),0.7629752020902977,1.3949356728728084,0.0020060180541624875,0.5344238108551468,90,16,GALNT7;MARK2;CDK5;STK11;GALNT16;GALNT11;CAMKK2;OSR1;CDK10;GALNT12;CHEK1;CDK1;MAP3K12;CAMK2D;TGFBR2;HIPK2,GALNT7;MARK2;CDK5;STK11;GALNT16;GALNT11
anaphase-promoting complex-dependent catabolic process (GO:0031145),0.6531455502006461,1.1981230001623426,0.09109109109109109,0.5508580994287933,80,16,PSMA3;UBE2C;PSMD1;AURKB;BUB3;ANAPC2;PSMD3;MAD2L1;AURKA;PSMD2;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;UBE2C;PSMD1;AURKB;BUB3;ANAPC2;PSMD3;MAD2L1;AURKA;PSMD2
response to lipopolysaccharide (GO:0032496),0.6999726372298977,1.2966200784063897,0.017,0.5654988272201693,156,18,TNFRSF25;TNIP3;NFKB1;SNCA;TNFRSF14;PABPN1;JAK2;LY96;TLR4;LTBR;IRAK3;MAPKAPK3;PTPN22;IFNAR1;JUN;TNFRSF1B;TNFRSF21;F2R,TNFRSF25;TNIP3;NFKB1;SNCA
inflammatory response (GO:0006954),0.6169844306009984,1.1982175674475133,0.045,0.5697481992059135,253,32,TNFRSF25;NFKB1;ABCF1;PTX3;NMI;PTGFR;LTB4R;NFX1;CCL5;IKBKB;NFATC4;TPST1;APOL3;TNFRSF14;RIPK2;CCL7;HDAC9;CHI3L1;TLR4;LTBR;PARP4;NRROS;PLA2G4C;CXCR4;SCG2;BDKRB2;TNFRSF1B;TNFRSF21;TGFB1;GPR68;BMP2;F2R,TNFRSF25;NFKB1;ABCF1;PTX3;NMI;PTGFR;LTB4R;NFX1
apoptotic process (GO:0006915),0.6342231968149671,1.2247354959958505,0.023,0.5705278546364058,232,29,NDUFS1;TNFRSF25;CDK5;MRPS30;STK11;TAOK2;HSPD1;BID;SEMA6A;BCL2L1;NLRP1;IRF3;TSC2;RRAGC;BAG6;BAX;JAK2;CHEK1;PARP1;HK2;MCM2;NOTCH2;BRCA1;CXCR4;CSE1L;MELK;CIT;TGFBR2;TNFRSF21,NDUFS1;TNFRSF25;CDK5;MRPS30;STK11;TAOK2;HSPD1;BID;SEMA6A;BCL2L1
positive regulation of cell differentiation (GO:0045597),0.6250318948008241,1.2007487261086838,0.037,0.5706872286453454,195,28,SOX9;TMEM100;FES;NFKB1;IL6R;HOXB4;AKR1B1;TCF3;TIAM1;SDCBP;EZH2;NOTCH1;ASXL2;GDF5;DLX1;SMAD3;MAPK12;HSP90AB1;IL6ST;WWTR1;JUN;TGFBR2;CSF1;HGF;TGFB1;BMP2;TMEM119;KDR,SOX9;TMEM100;FES;NFKB1;IL6R;HOXB4;AKR1B1;TCF3;TIAM1
regulation of protein catabolic process (GO:0042176),0.6479112507817202,1.1931415791759576,0.0960960960960961,0.5729435370231266,92,16,MDM4;FMN2;ANAPC2;MAD2L1;PLK2;ATG7;APC;IRAK3;HGS;FURIN;EGFR;SF3B3;DTL;MDM2;ODC1;HECW2,MDM4;FMN2;ANAPC2;MAD2L1
cell morphogenesis involved in neuron differentiation (GO:0048667),0.6504693017940488,1.1903879118776306,0.1041041041041041,0.5768470779782775,98,15,CDK5;MAP6;PAK3;TAOK2;LRFN3;PARD3;NTNG1;LLGL1;NRCAM;MINK1;MAP1B;MAP1A;SLITRK4;ANK3;LRP4,CDK5;MAP6;PAK3;TAOK2;LRFN3
positive regulation of protein kinase B signaling (GO:0051897),0.6380292621262347,1.1870732923633125,0.085,0.585460786262139,128,18,PTPN11;AKR1C3;TEK;AKR1C2;EREG;SEMA5A;CHI3L1;SPRY2;MET;TNFAIP8L3;EGFR;ENG;KITLG;HGF;TGFB1;PDGFRA;PIK3R1;FGF5,PTPN11;AKR1C3;TEK;AKR1C2;EREG;SEMA5A
negative regulation of ubiquitin protein ligase activity (GO:1904667),0.6370957631756621,1.1649668391818586,0.13113113113113112,0.5911170691656655,78,15,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5
neutrophil degranulation (GO:0043312),0.6026627998002742,1.2009202832465564,0.017,0.5916780265272717,480,56,GLB1;ANO6;UBR4;GHDC;NFKB1;CTSD;PSMD1;PECAM1;PTX3;LPCAT1;RAP2B;CAPN1;GYG1;DSN1;ALDH3B1;PSMD3;DNAJC13;KCNAB2;PSMD2;CRACR2A;HMOX2;IGF2R;SDCBP;HVCN1;CANT1;PLAUR;SVIP;FUCA2;HUWE1;PSAP;ATAD3B;ATG7;NCSTN;DYNC1H1;PLD1;HSP90AA1;HEXB;CHI3L1;HSPA8;LGALS3;GRN;DIAPH1;PRSS3;NEU1;MVP;CD44;HSP90AB1;B2M;PNP;CD47;TNFRSF1B;ANPEP;CTSS;PLAU;RAB31;CTSC,GLB1;ANO6;UBR4;GHDC;NFKB1;CTSD;PSMD1;PECAM1;PTX3;LPCAT1;RAP2B;CAPN1;GYG1;DSN1;ALDH3B1;PSMD3;DNAJC13;KCNAB2;PSMD2;CRACR2A;HMOX2;IGF2R;SDCBP;HVCN1;CANT1
negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436),0.6370957631756621,1.1630815821938103,0.13941825476429287,0.5925478387911819,72,15,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437),0.6370957631756621,1.1662525031310793,0.12212212212212212,0.5951969521037775,77,15,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5
neuron projection morphogenesis (GO:0048812),0.6210428834145696,1.1814944528268112,0.066,0.595684310244765,164,26,SRGAP2;CDK5;MAP6;PAK3;TAOK2;KIF20B;LRFN3;PARD3;UBB;NTNG1;CTTN;SHANK1;LLGL1;NRCAM;MINK1;TNIK;MAP1B;MAP1A;SLITRK4;EPHB1;ANK3;DOCK10;LRP4;RAC2;EPHB2;MAP4K4,SRGAP2;CDK5;MAP6;PAK3;TAOK2;KIF20B;LRFN3
mitotic cytokinesis (GO:0000281),0.6668620279876207,1.2253343260534806,0.05511022044088176,0.5965738435851918,60,16,MITD1;KIF23;BRCA2;ECT2;CNTROB;INCENP;CEP55;CKAP2;KIF4A;ANLN;APC;CUL7;NUSAP1;CIT;ANK3;STMN1,MITD1;KIF23;BRCA2;ECT2;CNTROB
negative regulation of response to stimulus (GO:0048585),0.7292465857142704,1.3548780382617265,0.009009009009009009,0.6002297278634298,128,18,MAP3K3;KLF4;GGT7;TEK;EPHA5;PTPN1;RBL1;EPHB4;MET;CDK6;VPS13C;EPHB1;EGFR;TGFB1;PDGFRA;EPHB2;HMGA2;KDR,MAP3K3;KLF4;GGT7;TEK;EPHA5
enzyme linked receptor protein signaling pathway (GO:0007167),0.6709857352149364,1.2287469370284652,0.06212424849699399,0.6008748839125306,121,15,FES;NPR2;TEK;MPZL1;PAG1;LIF;RAPGEF1;MTSS1;JAK2;SHC3;IL6ST;BDKRB2;CSF1;PTN;KDR,FES;NPR2;TEK;MPZL1;PAG1;LIF
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439),0.6370957631756621,1.1710695703309053,0.12224448897795591,0.6013034840850103,73,15,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5
response to molecule of bacterial origin (GO:0002237),0.645375606101194,1.1788871923734123,0.10320641282565131,0.6016256109514843,99,15,TNFRSF25;SNCA;TNFRSF14;JAK2;LY96;TLR4;LTBR;IRAK3;MAPKAPK3;PTPN22;IFNAR1;JUN;TNFRSF1B;TNFRSF21;F2R,TNFRSF25;SNCA
positive regulation of protein serine/threonine kinase activity (GO:0071902),0.6383483025757825,1.1671991649870823,0.142,0.6018347502294854,119,15,CKS1B;STK11;NEK10;SNCA;TNFSF15;RPTOR;TLR3;EZH2;CHI3L1;ZFP91;CCND3;ROBO1;EGFR;TGFB1;CCND1,CKS1B;STK11;NEK10;SNCA;TNFSF15;RPTOR;TLR3;EZH2
modification-dependent protein catabolic process (GO:0019941),0.6327910730797952,1.1826109406205152,0.08817635270541083,0.6048524575706232,142,19,FBXL14;UBR4;UBE2C;KLHL15;RNF213;PSMD3;SQSTM1;ARRB1;UBR3;PCYOX1L;BAG6;RANBP3;RNF168;UHRF1;WDR81;UBA7;RNF40;DTL;MDM2,FBXL14;UBR4;UBE2C;KLHL15;RNF213;PSMD3;SQSTM1;ARRB1;UBR3
interleukin-1-mediated signaling pathway (GO:0070498),0.6530491736473737,1.2019887875892121,0.0871743486973948,0.6065710253205916,96,15,PSMA3;PELI1;MAP3K3;NFKB1;PSMD1;PSMD3;PSMD2;SQSTM1;PSMC5;UBB;IKBKB;RIPK2;IRAK3;IL1RN;IL1R1,PSMA3;PELI1;MAP3K3;NFKB1;PSMD1;PSMD3;PSMD2;SQSTM1
positive regulation of MAPK cascade (GO:0043410),0.5981539313449845,1.168132664608009,0.051,0.6094276003543603,290,38,TNFRSF25;PTPN11;TAOK2;TEK;EPHA5;NEK10;PRKCA;ABCA7;DHX33;LIF;ARRB1;EZH2;CCL5;NOTCH1;NDRG4;CCL7;CHI3L1;LTBR;SPRY2;EPHB4;MET;TNFAIP8L3;NOTCH2;PTPN22;EPHB1;CD44;ROBO1;EGFR;TNFRSF1B;TGFB1;PDGFRA;EPHB2;BMP2;MID1;KDR;F2RL1;F2R;NRP1,TNFRSF25;PTPN11;TAOK2;TEK;EPHA5;NEK10;PRKCA;ABCA7;DHX33;LIF;ARRB1
macromolecular complex assembly (GO:0065003),0.633633659503255,1.2133620344603582,0.048,0.612479314146357,121,24,TUBGCP2;MDM4;MPHOSPH6;SOX9;WASF3;LPXN;DNAJB12;PARD3;SKAP2;FANCA;APBA1;SHANK1;KNTC1;TP53;CLDN14;LLGL1;TSPAN4;APC;MDN1;PDE4DIP;SF3B3;TAPBP;MDM2;HMGA1,TUBGCP2;MDM4;MPHOSPH6;SOX9;WASF3;LPXN
axon guidance (GO:0007411),0.6182054920449989,1.1715605521175947,0.088,0.61271920812497,159,23,PTPN11;EPHA5;PRKCA;SEMA6A;CHN1;KIRREL1;EFNB1;PLXNB2;PLCG1;DRAXIN;SHC3;SH3KBP1;CXCR4;EPHB1;ROBO1;PLXND1;SEMA3C;PLXNA1;EFNA5;PIK3R1;EPHB2;SEMA3A;NRP1,PTPN11;EPHA5;PRKCA;SEMA6A;CHN1;KIRREL1;EFNB1;PLXNB2
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.6267949287970285,1.1731612521772774,0.09109109109109109,0.6160479396913832,145,20,TGFBRAP1;TMEM100;DDX5;PARD3;LTBP2;UBB;GREM2;GDF5;SMAD3;PXN;PTPRK;FURIN;GDF15;JUN;TGFBR2;ENG;TGFBR3;TGFB1;BMP2;RGMB,TGFBRAP1;TMEM100;DDX5
positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060),0.6370957631756621,1.1744618090279457,0.134,0.6219434647887218,88,15,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5
proteasomal protein catabolic process (GO:0010498),0.6060392536692449,1.1557603138778552,0.094,0.6230320416620839,238,26,PSMA3;KLHL11;MAEA;UBE2C;PSMD1;BUB3;DNAJB12;ANAPC2;PSMD3;MAD2L1;PSMD2;ARRB1;CDC20;PSMC5;UBB;GTSE1;TP53;BTBD11;BAG6;SPSB1;BUB1B;APC;HERC2;CDK1;PRPF19;HECW2,PSMA3;KLHL11;MAEA;UBE2C;PSMD1;BUB3;DNAJB12;ANAPC2;PSMD3;MAD2L1;PSMD2;ARRB1
cellular response to interleukin-1 (GO:0071347),0.6128553391033912,1.1574570173057137,0.118,0.6231177791326408,151,21,PSMA3;SOX9;PELI1;MAP3K3;NFKB1;PSMD1;PSMD3;PSMD2;SQSTM1;PSMC5;CCL5;UBB;IKBKB;MAPK13;RIPK2;CCL7;IRAK3;IL1RN;HYAL2;RBMX;IL1R1,PSMA3;SOX9;PELI1;MAP3K3;NFKB1;PSMD1;PSMD3;PSMD2;SQSTM1
extracellular matrix organization (GO:0030198),0.5920073849989926,1.1472858356107807,0.092,0.6273849324755824,230,31,MFAP2;PECAM1;CAPN1;ADAMTS3;COL4A6;COL4A5;LAMB1;LAMA4;ITGA3;CYP1B1;ADAMTS4;FLRT2;LAMA1;COL18A1;LOXL1;MMP15;MMP1;FURIN;CD44;CD47;SH3PXD2B;CTSS;TGFB1;LAMB3;LAMA5;KDR;CTSL;COL13A1;MMP14;MMP16;ITGA2,MFAP2;PECAM1;CAPN1;ADAMTS3;COL4A6;COL4A5;LAMB1;LAMA4
neutrophil activation involved in immune response (GO:0002283),0.6026627998002742,1.2025653804557792,0.008,0.6273995951130619,484,56,GLB1;ANO6;UBR4;GHDC;NFKB1;CTSD;PSMD1;PECAM1;PTX3;LPCAT1;RAP2B;CAPN1;GYG1;DSN1;ALDH3B1;PSMD3;DNAJC13;KCNAB2;PSMD2;CRACR2A;HMOX2;IGF2R;SDCBP;HVCN1;CANT1;PLAUR;SVIP;FUCA2;HUWE1;PSAP;ATAD3B;ATG7;NCSTN;DYNC1H1;PLD1;HSP90AA1;HEXB;CHI3L1;HSPA8;LGALS3;GRN;DIAPH1;PRSS3;NEU1;MVP;CD44;HSP90AB1;B2M;PNP;CD47;TNFRSF1B;ANPEP;CTSS;PLAU;RAB31;CTSC,GLB1;ANO6;UBR4;GHDC;NFKB1;CTSD;PSMD1;PECAM1;PTX3;LPCAT1;RAP2B;CAPN1;GYG1;DSN1;ALDH3B1;PSMD3;DNAJC13;KCNAB2;PSMD2;CRACR2A;HMOX2;IGF2R;SDCBP;HVCN1;CANT1
positive regulation of cell proliferation (GO:0008284),0.5694897544510286,1.1486958684904505,0.033,0.6279878601287419,425,63,GRK5;SOX9;MAP3K3;BNC1;IL6R;CLEC11A;AKR1B1;CAPN1;PTGFR;AKR1C3;TBRG4;KIF20B;S1PR2;AKR1C2;STX4;TIAM1;LIF;PRC1;LAMB1;EREG;SDCBP;DHX9;SIRT6;SLC25A5;CCL5;NOTCH1;CDC7;IL7R;FOXM1;BIRC5;VIPR1;EIF4G1;OSR1;SOX4;FAM98A;PHIP;KMT2D;CDK4;CDK6;E2F1;IL6ST;S1PR3;EGFR;WWTR1;CD47;FOSL1;TGFBR2;MDM2;TGFBR3;CSF1;HGF;TGFB1;PDGFRA;ESM1;FGF5;BMP2;TMEM119;HMGA2;CDC25B;NES;PTN;KDR;F2R,GRK5;SOX9;MAP3K3;BNC1;IL6R;CLEC11A;AKR1B1;CAPN1;PTGFR;AKR1C3;TBRG4;KIF20B;S1PR2;AKR1C2;STX4;TIAM1;LIF;PRC1;LAMB1;EREG;SDCBP;DHX9;SIRT6;SLC25A5
ephrin receptor signaling pathway (GO:0048013),0.6546314749000057,1.2084574161179398,0.05917753259779338,0.6298242621653642,83,16,PTPN11;GPRIN1;PAK3;VAV2;EPHA5;TIAM1;CHN1;EFNB1;SDCBP;ARPC1B;NCSTN;DNM1;EPHB4;EPHB1;EFNA5;EPHB2,PTPN11;GPRIN1;PAK3;VAV2;EPHA5;TIAM1;CHN1;EFNB1;SDCBP
axonogenesis (GO:0007409),0.5981191725114217,1.1532137962932374,0.093,0.6304172906947602,224,31,CDK5;PTPN11;PAK3;TAOK2;EPHA5;LRFN3;PRKCA;SEMA6A;KIRREL1;EFNB1;PARD3;NTNG1;PLCG1;DRAXIN;LLGL1;NRCAM;SHC3;SH3KBP1;CXCR4;MAP1B;MAP1A;SLITRK4;EPHB1;ROBO1;SEMA3C;ANK3;EFNA5;PIK3R1;EPHB2;SEMA3A;NRP1,CDK5;PTPN11;PAK3;TAOK2;EPHA5;LRFN3;PRKCA;SEMA6A;KIRREL1;EFNB1;PARD3
protein ubiquitination (GO:0016567),0.5741519785334008,1.1495001782626593,0.034,0.6342314864660398,507,59,PSMA3;KLHL11;FBXL14;UBR4;PELI1;MYLIP;MAEA;UBE2C;KLHL21;KLHL15;THOP1;PSMD1;RNF213;TMEM129;ANAPC2;PPIL2;PSMD3;HECTD1;PSMD2;RNF167;ASB1;ARRB1;UBR3;SAE1;RNF144A;PSMC5;HIST1H2BK;RNF114;UBB;HIF3A;HUWE1;UHRF2;SASH1;UBE2T;CUL9;BIRC5;BTBD11;DDB2;RNF168;SPSB1;UHRF1;UBA7;RNF40;MGRN1;HERC2;PRPF19;FBXL21;BRCA1;HERC5;CUL7;PRKDC;KBTBD8;ARRDC4;RFWD3;USP5;PCNA;DTL;MDM2;HECW2,PSMA3;KLHL11;FBXL14;UBR4;PELI1;MYLIP;MAEA;UBE2C;KLHL21;KLHL15;THOP1;PSMD1;RNF213;TMEM129;ANAPC2;PPIL2;PSMD3;HECTD1;PSMD2;RNF167;ASB1;ARRB1;UBR3;SAE1
positive regulation of cellular component organization (GO:0051130),0.6206866733241883,1.150837663587908,0.137,0.6352722095531309,107,17,BHLHB9;ADGRL1;AKR1B1;ANAPC2;SNCA;CDC20;ATR;ATM;FNIP1;BAX;PLEKHM2;PTPN23;SLF2;EPHB1;LRP4;TGFB1;EPHB2,BHLHB9;ADGRL1;AKR1B1;ANAPC2;SNCA
neutrophil mediated immunity (GO:0002446),0.6026627998002742,1.213506991208181,0.005,0.6418569556679119,488,56,GLB1;ANO6;UBR4;GHDC;NFKB1;CTSD;PSMD1;PECAM1;PTX3;LPCAT1;RAP2B;CAPN1;GYG1;DSN1;ALDH3B1;PSMD3;DNAJC13;KCNAB2;PSMD2;CRACR2A;HMOX2;IGF2R;SDCBP;HVCN1;CANT1;PLAUR;SVIP;FUCA2;HUWE1;PSAP;ATAD3B;ATG7;NCSTN;DYNC1H1;PLD1;HSP90AA1;HEXB;CHI3L1;HSPA8;LGALS3;GRN;DIAPH1;PRSS3;NEU1;MVP;CD44;HSP90AB1;B2M;PNP;CD47;TNFRSF1B;ANPEP;CTSS;PLAU;RAB31;CTSC,GLB1;ANO6;UBR4;GHDC;NFKB1;CTSD;PSMD1;PECAM1;PTX3;LPCAT1;RAP2B;CAPN1;GYG1;DSN1;ALDH3B1;PSMD3;DNAJC13;KCNAB2;PSMD2;CRACR2A;HMOX2;IGF2R;SDCBP;HVCN1;CANT1
regulation of cytokinesis (GO:0032465),0.604476620202245,1.1348161158025942,0.144,0.6465070341816894,78,21,KIF23;KLHL21;CCP110;AURKB;SVIL;KIF20B;ECT2;AURKA;BCL2L1;PRC1;KIF13A;E2F8;MAP9;ZFYVE26;FSD1;MYO19;FLCN;CDC6;CIT;CDC25B;E2F7,KIF23;KLHL21;CCP110;AURKB;SVIL;KIF20B;ECT2;AURKA;BCL2L1;PRC1;KIF13A;E2F8;MAP9
axon development (GO:0061564),0.6147692334736534,1.133317543255142,0.18,0.6478181876208322,95,16,CDK5;PAK3;DHFR;TAOK2;MTR;LRFN3;PARD3;SEMA5A;NTNG1;LLGL1;NRCAM;MAP1B;MAP1A;SLITRK4;ANK3;EPHB2,CDK5;PAK3;DHFR;TAOK2;MTR;LRFN3
ubiquitin-dependent protein catabolic process (GO:0006511),0.5802756367561099,1.1388276156418269,0.064,0.6486324271505141,342,42,PSMA3;KLHL11;FBXL14;UBR4;MYLIP;MAEA;UBE2C;KLHL15;PSMD1;RNF213;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;SQSTM1;ARRB1;UBR3;CDC20;RNF144A;PSMC5;UBB;GTSE1;HUWE1;TP53;BTBD11;BAG6;RANBP3;RNF168;SPSB1;UHRF1;WDR81;UBA7;RNF40;BUB1B;APC;HERC2;CDK1;PTPN23;DTL;MDM2;HECW2,PSMA3;KLHL11;FBXL14;UBR4;MYLIP;MAEA;UBE2C;KLHL15;PSMD1;RNF213;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;SQSTM1;ARRB1
positive regulation of ubiquitin protein ligase activity (GO:1904668),0.6518151890448903,1.202898593130186,0.081,0.6513398570813256,83,16,PSMA3;CDC14B;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5;CDC20;PSMC5;UBB;CCNB1;BUB1B;CDK1,PSMA3;CDC14B;UBE2C;PSMD1;BUB3;ANAPC2;PSMD3;MAD2L1;PSMD2;FBXO5
