Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
regulation of mitotic cell cycle phase transition (GO:1901990),0.6122615540667709,1.0000644742041584,0.479,0.8720010702156268,185,31,UBB;PSMA4;CSNK1D;MAD2L1;PSMB5;PSMC3;TUBA1A;ODF2;PLK5;CENPE;PSMB4;CLASP1;DYNLL1;HECW2;MAPRE1;PSMD6;ZW10;CEP152;PSMA3;PSME4;ZFP36L2;SIRT2;HAUS6;PPP1R9B;CEP57;PSMD3;PSMC4;PSME2;NEK11;CDC23;CEP250,UBB;PSMA4;CSNK1D;MAD2L1;PSMB5;PSMC3;TUBA1A;ODF2;PLK5;CENPE
negative regulation of Wnt signaling pathway (GO:0030178),0.610041539164875,0.9940813801983017,0.525,0.8720858243192188,175,30,UBB;PSMA4;NKX2-5;AMER2;TLE2;PSMB5;PSMC3;FZD6;RBMS3;HDAC1;DVL1;PSMB4;WNT11;DAB2IP;DVL2;PFDN5;SOX17;AXIN2;PSMD6;PSMA3;PSME4;KREMEN2;PSMD3;HECW1;PSMC4;SHISA2;GSK3B;PSME2;AES;WWOX,UBB;PSMA4;NKX2-5;AMER2;TLE2;PSMB5;PSMC3;FZD6
positive regulation of programmed cell death (GO:0043068),0.6184338074664626,1.0182457020642193,0.402,0.8721946785692741,258,40,UBB;TP53;HTRA2;PDCD2;BMF;AIFM1;STPG1;PNMA5;BBC3;ANKRD1;BMP4;HTT;BCL2L11;APH1B;RASGRF2;SOS2;DAB2IP;SOD1;IP6K2;TCTN3;ARHGEF17;ECT2;ARHGEF7;NF1;GZMA;TOP2A;CTLA4;RIPK3;BID;BCL10;NEUROD1;LILRB1;VAV3;CTNNBL1;GZMK;ING3;OBSCN;MCF2;IGFBP3;ARHGEF19,UBB;TP53;HTRA2;PDCD2;BMF;AIFM1;STPG1;PNMA5;BBC3;ANKRD1;BMP4;HTT;BCL2L11;APH1B;RASGRF2
nuclear-transcribed mRNA catabolic process (GO:0000956),0.6176753155937389,1.0018585714930208,0.49,0.8722122735450374,175,27,RPS8;RPS9;RPL36;ZC3H12A;RPL26;RPS15;PNLDC1;RPL39;ETF1;TNKS1BP1;EXOSC9;CSDE1;RPL23A;EXOSC8;NBAS;RPL35A;RPS5;CTIF;RPS14;PARN;MAGOH;ZFP36;RPL9;RPS10;DDX5;RPL12;RPLP1,RPS8;RPS9;RPL36;ZC3H12A;RPL26;RPS15;PNLDC1;RPL39;ETF1;TNKS1BP1;EXOSC9;CSDE1
cellular protein modification process (GO:0006464),0.5857935980892435,1.0023161594146748,0.463,0.873473244095937,1002,128,FBXL5;SRPK2;UBE2M;POMT2;ALG1L;PSMA4;COPS5;PRPF4B;KBTBD6;TAOK1;PPP2CB;CSNK1D;CYR61;TGFBR2;UBE2D2;PSMB5;PI3;DUSP12;PPM1D;PHKB;SCG2;DOLK;PSMC3;ASB9;GOLGA2;FUT7;UBA7;SOCS2;FBXO27;PCSK9;BMP4;ARSK;CDK20;MAP3K1;GOLM1;STC2;ERN2;NEK1;PTPRB;SGK3;LGALS1;APOA1;CLK3;PSMB4;MAN2C1;PIK3C3;WNT11;PENK;MORC3;PRKCZ;FAM20B;PORCN;LMTK2;PNPLA2;MAPK1;APOL1;DNAJC3;DSP;RNF7;VHL;PTPRD;PEAK1;SPRR3;BIRC5;DUSP11;PINK1;PSMD6;CDK5;MAP3K9;PTPRZ1;CDK4;LMO7;IVL;KLHL5;TF;PSMA3;LTK;CHM;MAP3K21;PSME4;MYOD1;RUNX3;DUSP7;CCDC22;HCST;BRAF;RAB11A;B3GALT5;PHPT1;CDK9;PIK3CB;PPEF1;CDK15;HRC;FUCA2;POMT1;SBF1;RIPK3;FBXL20;UST;WDR45B;PAK2;PSMD3;PSMC4;CSK;FBXW7;PGAP1;CSNK1G2;ST8SIA2;EPAS1;ERN1;CUL7;PKN3;GSK3B;CHRDL1;ASB11;PSME2;NEK11;TSSK4;MAN2B1;FBXL16;TTBK1;DUSP10;FBXO30;SUMF1;DCAF11;IGFBP3;FRK,FBXL5;SRPK2;UBE2M;POMT2;ALG1L;PSMA4;COPS5;PRPF4B;KBTBD6;TAOK1;PPP2CB;CSNK1D;CYR61;TGFBR2;UBE2D2;PSMB5;PI3;DUSP12;PPM1D;PHKB;SCG2;DOLK;PSMC3;ASB9;GOLGA2;FUT7;UBA7;SOCS2;FBXO27;PCSK9;BMP4;ARSK;CDK20;MAP3K1;GOLM1
positive regulation of GTPase activity (GO:0043547),0.6153930098843365,0.9969220550911974,0.525,0.8737563183873774,193,27,TBC1D22B;PIP5K1A;GPR65;SEMA4D;TBC1D25;RGP1;XCL1;RAPGEF1;WNT11;USP6NL;ECT2;CCL24;ARHGEF7;NF1;TBCK;LARS;CCL25;EPHA1;DOCK9;ASAP3;EVI5;SNX13;PKP4;GSK3B;RAPGEF2;ADPRHL1;RABGAP1,TBC1D22B;PIP5K1A;GPR65;SEMA4D;TBC1D25
protein processing (GO:0016485),0.6275426893390993,0.9974904066377318,0.505,0.8740141908905568,102,19,HTRA2;CPZ;F12;OMA1;SEC11A;PCSK9;AEBP1;PCSK4;OGT;SEC11C;APH1B;RHBDL3;UQCRC1;TYSND1;F2;CPM;PMPCB;ECE1;SPPL2B,HTRA2;CPZ;F12;OMA1;SEC11A;PCSK9;AEBP1;PCSK4;OGT;SEC11C;APH1B;RHBDL3
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",0.635833381077823,0.9986213139670809,0.496,0.8745609282360696,113,17,RPS8;RPS9;RPL36;RPL26;RPS15;RPL39;ETF1;RPL23A;RPL35A;RPS5;CTIF;RPS14;MAGOH;RPL9;RPS10;RPL12;RPLP1,RPS8;RPS9;RPL36;RPL26;RPS15;RPL39;ETF1
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.6346852901179173,0.9991457769892804,0.4924924924924925,0.8747602448195276,129,16,UBB;NLRP3;SPHK1;TLR2;LTF;S100A9;TAB1;TNFSF11;PRKCZ;CLU;NFKBIB;IRAK4;RIPK3;BCL10;AGT;TRAF5,UBB;NLRP3;SPHK1;TLR2;LTF;S100A9
cellular calcium ion homeostasis (GO:0006874),0.6284961434219496,0.9919614250535171,0.5195195195195195,0.8747808263837493,124,16,OCM;SCGN;TMEM178A;HERPUD1;CDH23;TRPC4;GCM2;MCUB;STIM2;HCRTR1;TPT1;SLC24A2;SLC24A4;F2;HRC;ATP2C2,OCM;SCGN;TMEM178A;HERPUD1;CDH23;TRPC4
negative regulation of protein phosphorylation (GO:0001933),0.6168892740341838,1.0063147763116167,0.466,0.8752487861972418,179,29,PRR5L;SEMA4D;ZC3H12A;FAM129A;FLRT3;SOCS2;DVL1;CASC2;DAB2IP;PRKCZ;DNAJC3;IBTK;INPP5K;PPP1R1C;NF1;LRRC4C;AKT1S1;SIRT2;EPHA1;RTN4RL1;NCK1;DEPTOR;PAK2;CALM1;PRKRIP1;TESK1;ASPN;CHAD;IGFBP3,PRR5L;SEMA4D;ZC3H12A;FAM129A;FLRT3;SOCS2
positive regulation of gene expression (GO:0010628),0.586900231329389,1.0031857900746273,0.463,0.8761797944693305,772,113,TP53;SRPK2;POLR2F;PCBD2;NKX2-5;RREB1;ESRRB;FOXA2;WNT7A;LIN28A;AVPR2;ZIC2;CITED2;POLR2E;CDH3;ZC3H12A;RPL26;FAM129A;TLR2;PBX4;MTF2;PLSCR1;EOMES;BAMBI;TERF2;BMP4;WDR75;CKS2;ESR2;RUNX1;TTN;RNF6;INHBA;RBMS3;HDAC1;DVL1;NFE2L3;NSD1;KARS;RAMP3;KLF2;CXXC1;IVNS1ABP;WNT11;EGR2;POU1F1;DVL2;LARP4;ITGB8;MAPK1;PAX3;CLU;VHL;FHL2;SOX17;CD74;VSTM2A;COL1A1;IL31RA;INPP5K;SMARCC1;ELF3;MAP2K2;GLI2;SMAD3;RUNX3;TBL1X;SNF8;GDF6;YAF2;POLR1E;AVP;BRCA1;EGR1;BRAF;EP300;SS18L1;TP63;MEF2C;NFATC2;PIK3CB;KAT2B;DEK;DNMT3B;CAND2;ATF2;FXR1;SMARCC2;TNNI2;USP22;BCL10;EDRF1;RNF14;NEUROD1;AGT;LILRB1;SKAP1;FOXF1;PIP;TAF3;MYCN;ERN1;PPARGC1A;HABP4;GSK3B;EPO;MAPRE3;DDX5;SP1;TTBK1;NUP85;CSF2;MECOM,TP53;SRPK2;POLR2F;PCBD2;NKX2-5;RREB1;ESRRB;FOXA2;WNT7A;LIN28A;AVPR2;ZIC2;CITED2;POLR2E;CDH3;ZC3H12A;RPL26;FAM129A;TLR2;PBX4;MTF2;PLSCR1;EOMES;BAMBI;TERF2;BMP4;WDR75;CKS2;ESR2
cellular response to cytokine stimulus (GO:0071345),0.6071984735040211,1.0183348699878487,0.366,0.87727126613939,457,60,UBB;TP53;HTRA2;FPR1;STX4;INPPL1;MAPK13;IL2RG;ZC3H12A;STAT5B;IL5;CXCR4;FLRT3;IFNA21;IL1RL2;SOCS2;ANKRD1;IL10RA;SDC1;XCL1;RAPGEF1;PLP2;RBMX;DAB2IP;TNFSF11;IL11RA;NANOS2;CASP3;BIRC5;IL31RA;PTPRZ1;INPP5K;PTPN23;CCL24;IFNK;IL13;IRAK4;SMAD3;ZEB1;LRRC4C;ZFP36L2;BRCA1;EGR1;CCL25;INPP5D;CDK9;RTN4RL1;PIK3CB;IL6R;IFNA5;IFNA16;HYAL3;UBE2G2;SELPLG;ZFP36;ASPN;CRHBP;CHAD;GSK3B;CSF2,UBB;TP53;HTRA2;FPR1;STX4;INPPL1;MAPK13;IL2RG;ZC3H12A;STAT5B;IL5;CXCR4;FLRT3;IFNA21;IL1RL2;SOCS2;ANKRD1
enzyme linked receptor protein signaling pathway (GO:0007167),0.6200804007419572,0.9897576787916614,0.529,0.8779465047115336,121,18,INSRR;NPPA;BDKRB2;SHC2;PTPRG;RAPGEF1;GFRA2;GUCY2F;PTPRD;IL31RA;CD7;STYK1;CLNK;GRAP2;PIK3CB;BCAR1;CSK;FRK,INSRR;NPPA;BDKRB2;SHC2;PTPRG
"retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",0.6393042437346694,1.00655069361715,0.473,0.8783773525764007,81,17,RINT1;COPZ2;HTT;CENPE;KIF3C;KIF11;NSF;ZW10;NBAS;ATP9A;ARF5;TMED3;SCFD1;KIF15;UVRAG;RER1;LMAN2,RINT1;COPZ2;HTT;CENPE;KIF3C;KIF11;NSF
central nervous system development (GO:0007417),0.6179973424230335,1.0023324025111684,0.468,0.8784701735504867,218,27,DLX2;ELP3;PHGDH;TGFBR2;ZIC2;BCAN;PROP1;PPP1R17;H2AFY2;EOMES;ASIC2;MDGA1;NNAT;EGR2;SPATA5;SOX12;CDK5;PTPRZ1;AFF2;NF1;EML1;ALDH3A2;FXR1;CSK;MAP1S;POU6F2;MBP,DLX2;ELP3;PHGDH;TGFBR2;ZIC2;BCAN;PROP1;PPP1R17;H2AFY2;EOMES;ASIC2
"mRNA splicing, via spliceosome (GO:0000398)",0.5961650070907117,0.992030900330389,0.545,0.878827228499736,262,41,SRPK2;NUDT21;POLR2F;ZCCHC8;PRPF4B;CDC40;SNRPG;POLR2E;WBP4;LSM7;SRRT;SF3B3;RBM15;SRSF5;DBR1;POLR2I;WDR83;PQBP1;RBMX;SYF2;CSTF2;SF3B6;FUS;PRPF31;PRMT5;PRPF38A;GEMIN2;GCFC2;CDC5L;POLR2B;POLR2C;DHX15;PCF11;SF3A1;SNRNP27;MAGOH;WBP11;CTNNBL1;DHX35;SRSF9;DDX5,SRPK2;NUDT21;POLR2F;ZCCHC8;PRPF4B;CDC40;SNRPG;POLR2E;WBP4;LSM7;SRRT;SF3B3;RBM15;SRSF5
sensory perception of light stimulus (GO:0050953),0.6408783624389485,1.0070459962822553,0.4644644644644645,0.8792633599481605,82,16,USH2A;ZIC2;GPR143;CDH23;OPA3;GUCY2F;CRYBA1;COL1A1;POU4F3;MYO7A;BBS2;DRAM2;GJA8;TULP2;RPE65;POU6F2,USH2A;ZIC2;GPR143;CDH23
cytokine-mediated signaling pathway (GO:0019221),0.5923781250875356,1.003366452734447,0.452,0.8797336357845115,634,80,UBB;TP53;CNN2;PSMA4;FPR1;STX4;INPPL1;CD44;IL2RG;TOLLIP;PSMB5;IL1RL1;STAT5B;IL5;PSMC3;FLRT3;IFNA21;IL1RL2;SOCS2;IL10RA;SDC1;XCL1;RAPGEF1;TAB1;PSMB4;KARS;GSTO1;PLP2;TNFSF13B;TNFSF11;GBP2;SOD1;IL11RA;IP6K2;NANOS2;RALA;CASP3;BIRC5;TNFRSF17;PSMD6;IL31RA;CXCL6;PTPRZ1;CCL24;IFNK;MAP3K3;PSMA3;RSAD2;IL13;IRAK4;PSME4;ZEB1;LRRC4C;FCGR1B;ANXA2;EGR1;CCL25;INPP5D;PLVAP;RTN4RL1;PIK3CB;IL6R;IFNA5;OASL;PAK2;PSMD3;IFNA16;PSMC4;TALDO1;LEPR;IL27RA;LTBR;ASPN;CHAD;EPO;PSME2;CA1;ACKR3;PELI1;CSF2,UBB;TP53;CNN2;PSMA4;FPR1;STX4;INPPL1;CD44;IL2RG;TOLLIP;PSMB5;IL1RL1;STAT5B;IL5;PSMC3;FLRT3;IFNA21;IL1RL2;SOCS2
endosomal transport (GO:0016197),0.6152048314518903,1.0093268253156142,0.45,0.8807991818242431,230,30,UBB;KIF16B;SNX4;SNX5;RAB9A;VPS37B;TINAGL1;VPS26B;RGP1;CHMP6;LAPTM4B;STX5;ANKRD50;RAB29;PIK3C3;LMTK2;VPS33A;STX6;PTPN23;WDR91;SNF8;BLOC1S5;CHMP2A;EVI5;VPS18;BLOC1S3;ZFYVE9;CALY;ARF6;CHMP3,UBB;KIF16B;SNX4;SNX5;RAB9A;VPS37B;TINAGL1;VPS26B;RGP1;CHMP6;LAPTM4B;STX5
cellular response to interleukin-1 (GO:0071347),0.611180876291063,0.9905605830294112,0.529,0.8808720293074965,151,26,UBB;PSMA4;MAPK13;TOLLIP;PSMB5;ZC3H12A;PSMC3;ANKRD1;XCL1;TAB1;PSMB4;RBMX;DAB2IP;PSMD6;CCL24;MAP3K3;PSMA3;IRAK4;PSME4;EGR1;CCL25;PSMD3;HYAL3;PSMC4;PSME2;PELI1,UBB;PSMA4;MAPK13;TOLLIP;PSMB5;ZC3H12A;PSMC3;ANKRD1
neuron projection morphogenesis (GO:0048812),0.620520263595755,0.9898743640361607,0.523,0.8815867593318707,164,19,UBB;WNT7A;EPHB3;FLRT3;MAP1B;SHTN1;DVL1;DAB2IP;MEF2A;MAP2;OMD;CDK5;FARP1;PAK3;LRFN1;SLIT1;LRFN3;MAP1S;CCK,UBB;WNT7A;EPHB3;FLRT3;MAP1B;SHTN1
cellular response to transforming growth factor beta stimulus (GO:0071560),0.6532818429797083,1.0184974005918992,0.424,0.8816867691741093,101,15,UBB;UBE2M;PDE3A;WNT7A;TGFBR2;ITGB5;ANKRD1;ADAM9;XCL1;PRKCZ;SMAD3;ZFP36L2;MEF2C;ZFYVE9;WWOX,UBB;UBE2M;PDE3A;WNT7A;TGFBR2;ITGB5;ANKRD1;ADAM9;XCL1
neuron projection development (GO:0031175),0.6142194163536261,0.9922330405138716,0.527,0.8819910544387921,168,26,UBB;WNT7A;EPHB3;EPHA4;FLRT3;SHTN1;APOA1;PQBP1;DAB2IP;MAP2;CDK5;PAK3;STMN1;APOA4;PRDM12;BLOC1S5;RAB11A;PPP1R9B;LRP12;BLOC1S3;PPP1R9A;GSK3B;MAP1S;BICDL1;RAPGEF2;EPHA8,UBB;WNT7A;EPHB3;EPHA4;FLRT3;SHTN1
negative regulation of cell proliferation (GO:0008285),0.606238335467917,1.0036824044503505,0.477,0.8822880117759687,364,40,TP53;ITGA1;ZNF503;TOB1;KDF1;PPM1D;BTG4;CDKN3;NOS3;ADAMTS1;BMP4;INHBA;P3H2;GAS8;KARS;MORC3;DAB2IP;TMEM127;POU1F1;VHL;CGRRF1;AXIN2;NOV;IFNK;NF1;RUNX3;ADAMTS8;FABP3;SIRT2;KAT2B;NUPR2;PLPP1;TNN;TES;RAPGEF2;CDKN2A;DUSP10;IGFBP3;EMP3;FRK,TP53;ITGA1;ZNF503;TOB1;KDF1;PPM1D;BTG4;CDKN3;NOS3;ADAMTS1;BMP4
regulation of nucleic acid-templated transcription (GO:1903506),0.5983418556886718,1.0042714567391688,0.453,0.8825213751194563,608,65,TP53;GLRX2;PTP4A3;ZNF678;NUP107;ZNF660;RREB1;ESRRB;ZNF616;NFYB;ZNF320;ZNF227;ZNF132;SRRT;NOTCH2;ESR2;SOX15;HIVEP1;RNF6;PRMT9;ZNF552;CXXC1;HSF4;ZNF510;POU1F1;ZKSCAN1;LMX1B;PFDN5;VHL;SOX17;PRMT5;PRMT6;ZNF703;ZNF121;BRD8;ZNF573;IFNK;GON4L;ZNF274;RUNX3;GCFC2;NKX6-2;ZNF207;ACTN4;EP300;MEF2C;NFATC2;GPBP1;ZNF835;ZNF184;ATF2;RNF14;MLF2;ZNF607;SSRP1;ZNF606;PPARGC1A;TCF20;ZNF417;ZNF629;ZNF175;ZNF383;POU6F2;SP1;SP140,TP53;GLRX2;PTP4A3;ZNF678;NUP107;ZNF660;RREB1;ESRRB;ZNF616;NFYB;ZNF320;ZNF227;ZNF132;SRRT;NOTCH2;ESR2;SOX15
"transcription, DNA-templated (GO:0006351)",0.6021283078393035,1.0071605834399067,0.447,0.8837372777186543,357,55,TP53;POLR2F;NFXL1;COPS5;RREB1;ELL;TMF1;POLR2E;MSC;PBX4;SNAPC4;SOHLH1;SNAPC2;MAX;HIVEP1;GCM2;POLR2I;DVL1;NFE2L3;RBMX;IVNS1ABP;EGR2;POU1F1;NFIX;MEF2A;DVL2;YBX2;ZBTB32;PAX3;PRMT5;NFKBIB;NFIC;RUNX3;POLR2B;NRL;GTF3C4;EGR1;CDK9;POLR2C;NFATC2;DEK;TROVE2;TCEA2;PKNOX1;BATF3;GLIS1;GMEB2;VEZF1;POLRMT;EPAS1;NELFE;SSRP1;TAF3;ZNF148;DDX5,TP53;POLR2F;NFXL1;COPS5;RREB1;ELL;TMF1;POLR2E;MSC;PBX4;SNAPC4;SOHLH1;SNAPC2;MAX
regulation of cellular response to stress (GO:0080135),0.6425405979037253,1.0145002017541134,0.431,0.8840671358827513,105,16,NUP107;RPTOR;NUP54;DNAJB1;ARMT1;MAPK1;PINK1;AAAS;EP300;AKT1S1;NUP214;DNAJC7;CRHBP;GSK3B;NUP85;NUPL2,NUP107;RPTOR
positive regulation of transferase activity (GO:0051347),0.6292839536056918,1.0095578034772719,0.445,0.8842316737130824,138,21,EPHA5;INSRR;NAF1;EPHB3;EPHA4;EPHA6;RAD50;MST1R;EPHB4;LMTK2;MAPK1;CD74;PINK1;LTK;CCT4;EPHA1;PARN;FBXW7;RFC3;DCUN1D5;EPHA8,EPHA5;INSRR;NAF1;EPHB3;EPHA4;EPHA6;RAD50;MST1R
cell-matrix adhesion (GO:0007160),0.6408691753197668,1.0113467860475638,0.434,0.8845550001624091,91,16,ITGA1;PIP5K1A;CD44;PARVG;ITGB5;MSLNL;ADAM9;DEFB118;COL13A1;ARHGEF7;ANGPTL3;VTN;LYPD5;RCC2;ADAMTS9;ITGA3,ITGA1;PIP5K1A;CD44;PARVG;ITGB5;MSLNL;ADAM9;DEFB118
positive regulation of cellular component biogenesis (GO:0044089),0.6396090344266652,1.0046161768436805,0.481,0.8847098211718317,88,15,SLX4;WNT7A;EPHB3;GHRL;SRPX2;SLX1A;SDC1;PFN3;NLGN3;PTPRD;SMAD3;SNF8;CHMP2A;TERF1;GSK3B,SLX4;WNT7A;EPHB3;GHRL;SRPX2;SLX1A;SDC1
negative regulation of cellular process (GO:0048523),0.6000300464845417,1.0106462894125534,0.411,0.8854056064925042,535,66,TP53;ITGA1;HTRA2;WFDC1;ZNF503;MYL2;PIWIL4;TOB1;CYR61;TMEM109;SEMA4D;PPM1D;BTG4;CDKN3;PLXNB3;NOS3;ADAMTS1;BMP4;ESR2;PLXNA1;PRAME;INHBA;P3H2;GAS8;APOA1;KARS;ASTL;WNT11;DAB2IP;TMEM127;POU1F1;SCGB3A1;MSX1;IP6K2;DDX4;CLU;VHL;CGRRF1;SOX17;AXIN2;NOV;IFNK;SMAD3;RUNX3;APOBEC3F;ADAMTS8;FABP3;FBP1;SIRT2;KAT2B;PPP1R9B;NUPR2;CHMP2A;NCK1;PLPP1;CSK;LILRB1;ORC6;TES;EPO;RAPGEF2;CDKN2A;CSF2;IGFBP3;EMP3;FRK,TP53;ITGA1;HTRA2;WFDC1;ZNF503;MYL2;PIWIL4;TOB1;CYR61;TMEM109;SEMA4D;PPM1D;BTG4;CDKN3;PLXNB3;NOS3;ADAMTS1;BMP4;ESR2
regulation of organelle organization (GO:0033043),0.638275237964933,1.0099586478011229,0.449,0.8861251806537039,114,18,PREB;TBC1D22B;TAOK1;MAVS;TBC1D25;S100A9;STX5;NEXN;SCARB2;MAPK1;PINK1;STMN1;USP6NL;TBCK;MYPN;EVI5;ADPRHL1;RABGAP1,PREB;TBC1D22B;TAOK1;MAVS
