Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
cellular amide metabolic process (GO:0043603),0.8522692243390178,1.186552557048646,0.021,0.5382122941894611,63,20,PPP2R1A;CLN3;MCCC2;PCCA;ASAH1;CMAHP;THOP1;NSMAF;STAT5B;PC;MIPEP;CERK;ACACB;MCCC1;NAPEPLD;PCCB;HLCS;GHR;MME;ACACA,PPP2R1A;CLN3;MCCC2
negative regulation of MAP kinase activity (GO:0043407),0.929727772334694,1.2750612889114283,0.004,0.5440124266797973,62,15,PPP2R1A;IRAK3;TP73;HYAL2;DUSP7;IL1B;RGS14;PTPRJ;DUSP22;CDK5RAP3;BMP7;PTPN1;DAB2IP;HIPK3;INPP5K,PPP2R1A
regulation of proteolysis (GO:0030162),0.8532136242819655,1.183143474079581,0.02,0.5521376122804836,64,19,CLN3;NEDD8;SERPINE2;CAPN3;ABTB2;BAD;BTRC;AURKAIP1;FADD;AKT1;CYFIP2;BTBD2;TRAF3;FGFR4;BTBD9;DNAJC1;ASPH;CLN6;ITCH,CLN3;NEDD8;SERPINE2;CAPN3
T cell activation (GO:0042110),0.8461889056022143,1.176168338975786,0.02,0.5551705762982296,89,19,CHD7;NLRC3;FKBP1A;CTPS1;MICB;RAB29;PPP3CB;KIF13B;HSPD1;JAG2;LEPR;CD276;ADA;NCK2;DLL4;SOX4;LFNG;KIT;PRLR,CHD7;NLRC3;FKBP1A
muscle contraction (GO:0006936),0.8355207174015499,1.1722725112187826,0.011,0.5554412591730703,138,26,ITGA1;CHRNB2;TMOD1;MYL6B;NANOS1;TTN;TPCN2;ACTA2;ARHGEF11;NEB;CHRNB1;DYSF;MYOF;PABPN1;TPM3;MYL5;TAZ;GAMT;SNTA1;SORBS1;ASPH;UTRN;TLN1;ITGB5;SNTB1;VCL,ITGA1;CHRNB2;TMOD1;MYL6B;NANOS1;TTN;TPCN2
negative regulation of cysteine-type endopeptidase activity (GO:2000117),0.8590288299996582,1.1804640803518933,0.031093279839518557,0.5578362718646753,73,15,CST1;TNFRSF1B;MT3;AQP1;RPS6KA3;MAP2K5;AKT1;IFI6;PCID2;LEF1;DHCR24;GAS6;CD44;FABP1;DPEP1,CST1;TNFRSF1B
regulation of epidermal growth factor receptor signaling pathway (GO:0042058),0.8444854127415203,1.1738510500079034,0.015,0.5591627727536924,59,21,ITGA1;SHKBP1;ZFYVE28;MVB12A;GPER1;RHBDF2;EPN1;NUP62;SH3KBP1;AKT1;PTPN3;FER;MVB12B;HIP1;PTPRJ;ARHGEF7;DAB2IP;NCK2;SH3GL2;EGFR;APP,ITGA1;SHKBP1;ZFYVE28;MVB12A;GPER1
transforming growth factor beta receptor signaling pathway (GO:0007179),0.8632458626665755,1.2003517249554392,0.007,0.5593127761801666,77,21,ZFYVE9;TGFB2;NEDD8;FKBP1A;UBE2M;LEFTY1;ACVR1;SKI;EID2;SMAD3;PRKCZ;BMPR1A;NLK;DUSP22;ID1;TGFBR3;ITGB5;PTPRK;PARD3;SMAD2;PTK2,ZFYVE9;TGFB2;NEDD8;FKBP1A
regulation of stress fiber assembly (GO:0051492),0.8476833052197298,1.1774063697853707,0.014,0.5688463272849719,61,20,PFN2;EVL;ITGB1BP1;LPAR1;FHOD1;WNT11;ARHGAP6;PPM1F;ARHGEF10;ALMS1;LIMK1;ARHGEF10L;WASF2;PAK1;NRP1;PFN1;NF2;STMN1;INPP5K;CARMIL1,PFN2;EVL;ITGB1BP1
regulation of stress-activated MAPK cascade (GO:0032872),0.8479141548584295,1.1649146600963143,0.024,0.6032311706965718,42,17,TGFB2;SEMA4C;NOD2;EIF2AK2;MAPK3;FOXM1;MAP4K4;TAOK1;MID1;PHLPP1;MYC;STK25;MAP2K2;RAP2A;DAB2IP;IGF1R;EGFR,TGFB2;SEMA4C;NOD2
monocarboxylic acid biosynthetic process (GO:0072330),0.8289816284126663,1.1666955012148952,0.01,0.6043774419397213,69,24,OSBPL7;AKR1C4;CBR4;CSPG5;ACLY;SLC27A5;MLYCD;SRR;CHST12;NDUFAB1;CHST14;HSD3B7;AMACR;HSD17B8;ASNS;MCAT;ACSF3;OSBPL1A;UST;ACOX2;OSBPL3;HSD17B4;LPL;ACACA,OSBPL7;AKR1C4;CBR4
positive regulation of actin filament bundle assembly (GO:0032233),0.8480351816438431,1.1617146548917365,0.043,0.6234725750926629,45,15,PFN2;EVL;ITGB1BP1;LPAR1;FHOD1;WNT11;PPM1F;ARHGEF10;LIMK1;ARHGEF10L;PAK1;NRP1;PFN1;NF2;CARMIL1,PFN2;EVL;ITGB1BP1
plasma membrane bounded cell projection morphogenesis (GO:0120039),0.8329914509722699,1.154804995343232,0.028,0.71225626981327,53,20,PACSIN1;NBL1;SNX1;NCOA3;MNX1;SRGAP2;CNTNAP2;STK24;SHTN1;PLXNB1;CTTN;MAP4K4;PAK1;STK26;BMP7;STK25;KIF20B;DAB2IP;TNIK;DNM2,PACSIN1;NBL1;SNX1;NCOA3;MNX1
sensory organ development (GO:0007423),0.8268141997209946,1.133800098796977,0.074,0.7194554586519898,41,15,CHD7;TGFB2;ECE1;AHI1;SIX4;ZDHHC16;PAX6;SH3PXD2B;SCO2;SLC39A5;BMPR1B;HIPK2;SIPA1L3;POLR2D;ATF6,CHD7;TGFB2;ECE1;AHI1
regulation of neurogenesis (GO:0050767),0.8340017144754526,1.1525537567945565,0.034,0.7246319371215625,58,17,GPER1;BHLHB9;LRP2;YWHAH;PAX6;ASCL1;RGS14;DLL1;NUMB;BIN1;NREP;CDK5RAP3;CDK5RAP2;YAP1;YWHAG;DOCK7;ASCL2,GPER1;BHLHB9;LRP2;YWHAH
regulation of protein serine/threonine kinase activity (GO:0071900),0.8118331091744231,1.1423548739705631,0.026,0.7296530308375756,81,27,MST1;TRIB2;CDC25C;PARP16;MNAT1;BCCIP;CCNE2;PKMYT1;CALM3;CDKN3;ETAA1;EZH2;CAMK1;AKT1;STK11;TELO2;LRP6;UVRAG;CDKN2C;CDK5RAP3;HERC5;RPTOR;MAP2K2;DAB2IP;CAB39;LRP5;PTEN,MST1;TRIB2;CDC25C;PARP16
regulation of macroautophagy (GO:0016241),0.8055604050228334,1.1341043493819973,0.028,0.7325917343289567,117,26,ATP6V1C2;MLST8;ATP6V0D1;PINK1;CAPN1;ATP6V1E2;WAC;RAB1B;ATP6V0E2;TBC1D12;ATP6V0A2;MTMR3;SUPT5H;NRBP2;AKT1;LAMTOR4;PRKAA2;VPS26B;CLEC16A;QSOX1;RPTOR;EXOC7;NEDD4;MAPK8;PRKAB2;EXOC4,ATP6V1C2;MLST8;ATP6V0D1;PINK1;CAPN1
positive regulation of protein polymerization (GO:0032273),0.8034511371540375,1.1140352164664056,0.081,0.7330167440373003,65,20,BAIAP2;PFN2;PINK1;MAPT;NCOA3;CDC42EP1;ARL2;CDC42EP2;CCL24;FER;PRKCE;CDC42EP5;PSRC1;CTTN;PAK1;PFN1;CDK5RAP2;NCK2;DCTN1;CARMIL1,BAIAP2;PFN2;PINK1;MAPT;NCOA3;CDC42EP1
regulation of substrate adhesion-dependent cell spreading (GO:1900024),0.8099756326363452,1.1155203517948509,0.099,0.7332298636596135,42,15,TRIOBP;ITGB1BP1;NCOA3;FBLN1;CALR;DMTN;NRP1;EFNA5;ARHGEF7;DOCK5;CARMIL1;PTK2;DOCK1;KANK1;OLFM4,TRIOBP;ITGB1BP1;NCOA3;FBLN1
second-messenger-mediated signaling (GO:0019932),0.8334214932047279,1.1433197679167568,0.057,0.7358293082836918,63,16,PPP2R1A;PLCG2;NANOS1;TPCN2;NOS3;KLRG1;TRPM4;SPHK1;KSR2;PLCE1;DGKD;CAMKK2;PPP1R9A;MCU;DDAH1;MCTP2,PPP2R1A;PLCG2;NANOS1;TPCN2
regulation of JNK cascade (GO:0046328),0.7987446277205801,1.1241535516318977,0.035,0.7367368290138608,91,25,PINK1;NOD2;AMBP;TIRAP;MAP4K2;MAP3K5;MEN1;FKTN;TNFRSF19;IL1B;ZMYND11;MAP4K4;TAOK1;DUSP22;PHLPP1;HIPK2;NCOR1;RAP2A;DAB2IP;IGF1R;SEMA3A;PLCB1;EGFR;ITCH;APP,PINK1;NOD2;AMBP;TIRAP;MAP4K2
positive regulation of cell projection organization (GO:0031346),0.816836258420985,1.12229372348751,0.098,0.7387668753854782,64,16,FZD1;PTK7;CX3CL1;RAPGEF2;CAMK1;P3H1;PRKD1;CBFA2T2;NTRK2;ARSB;DAB2IP;TENM3;RAPGEF1;ARHGAP35;CAMK1D;CARMIL1,FZD1;PTK7
positive regulation of apoptotic signaling pathway (GO:2001235),0.7984708479885149,1.1141882583856664,0.076,0.7423395376396759,77,21,CTSH;BID;BCAP31;GPER1;PINK1;PPIF;FIS1;BAD;WWOX;ST18;G0S2;GSN;FADD;TRAF7;HYAL2;GSK3B;BIK;RACK1;DAB2IP;BCL2;CRADD,CTSH;BID;BCAP31;GPER1;PINK1;PPIF
regulation of protein metabolic process (GO:0051246),0.806518363836417,1.1156224653364502,0.075,0.7436836543643551,60,19,NEDD8;FKBP1A;ABTB2;PM20D2;LDLR;WFS1;MAP2K5;IGF2BP2;MTPN;CHRNA7;CHEK2;BTBD2;TRAF3;FAF1;MAPK8;BTBD9;IGF2BP3;APP;NEDD4L,NEDD8;FKBP1A
vacuolar transport (GO:0007034),0.8086165695257933,1.1246306920662557,0.053,0.7438537262764574,30,19,CLN3;ATP6V0D1;TMEM106B;USE1;VPS13D;VTI1B;VPS41;TMEM50B;PIK3R4;VPS51;HGSNAT;ARSB;NEDD4;VPS13C;PCSK9;VTI1A;VPS53;VPS54;VPS13A,CLN3;ATP6V0D1;TMEM106B;USE1;VPS13D;VTI1B
heart morphogenesis (GO:0003007),0.8232090882815244,1.1402950316712024,0.049,0.743928758002385,51,18,TH;CHD7;ZFPM1;TGFB2;FKBP1A;TTN;ENG;HEYL;LEFTY1;MESP1;ACVR1;MEGF8;BMPR1A;INSR;NIPBL;TGFBR3;TBX2;PTK2,TH;CHD7;ZFPM1;TGFB2;FKBP1A;TTN
microtubule cytoskeleton organization involved in mitosis (GO:1902850),0.8027232057900424,1.1163634296588,0.075,0.7443220870269385,45,19,NUSAP1;GPSM2;SPC25;NUF2;MECP2;BCCIP;KIF4A;CENPE;TNKS;AURKB;WDR62;RCC1;KPNB1;SUN2;KIF11;TACC3;STMN1;SETD2;MAP4,NUSAP1;GPSM2;SPC25;NUF2
cellular response to hormone stimulus (GO:0032870),0.8240660731956404,1.1498218210213202,0.028,0.7464614955953591,81,23,CTSH;AKR1C4;GPER1;AVPR2;NCOA3;GAS2L1;SLIT2;ROBO2;JUND;STAT5B;UBE2L3;SOCS2;ATP1A1;ZFP36L1;RAMP1;AKR1C3;NCOA1;NCOA2;GHR;INPP5K;URI1;AKR1C1;AKR1C2,CTSH;AKR1C4;GPER1;AVPR2;NCOA3
inorganic cation transmembrane transport (GO:0098662),0.7919283621220659,1.1226879200591344,0.035,0.7464876399834155,141,31,SLC30A2;RYR3;TRPV1;ATP2A3;ATP6V0D1;FKBP1A;COX8A;SLC46A1;SLC24A1;TRPM2;SLC39A2;TRPA1;TRPM4;ATP6V0E2;SLC40A1;SLC39A14;TRPM3;HCN3;CACNA1D;ASIC1;TRPC3;MCOLN2;SLC12A2;NNT;TRPC4AP;ATP2C2;SCNN1A;PKD2;SLC39A11;GAS6;ATP2C1,SLC30A2;RYR3;TRPV1;ATP2A3;ATP6V0D1;FKBP1A;COX8A;SLC46A1;SLC24A1
negative regulation of MAPK cascade (GO:0043409),0.8065007929781212,1.1310922126119984,0.04,0.7476599356693066,81,25,CASC2;GPER1;ITGB1BP1;FBLN1;IRAK3;SYNJ2BP;HYAL2;DUSP7;PIN1;DLG1;IL1B;RGS14;FOXM1;DAG1;PTPRJ;CDK5RAP3;WNK2;BMP7;MYC;PTPN1;DAB2IP;IGF1R;INPP5K;PTEN;EPHB2,CASC2;GPER1;ITGB1BP1;FBLN1
negative regulation of dephosphorylation (GO:0035305),0.8201633893251783,1.1342899633870671,0.066,0.747991445073358,64,19,PPP1R37;PLEKHF1;CSRNP3;RIMBP2;PKMYT1;SH3RF2;PPP1R26;PTPA;PPP1R35;SFI1;CEP192;FARP1;PPP1R12B;ENSA;CNST;INPP5K;URI1;MYO1D;SYTL2,PPP1R37;PLEKHF1
establishment of protein localization to organelle (GO:0072594),0.7996439107108861,1.1175490226316027,0.068,0.7502978405375454,63,22,NUP85;PINK1;TSPAN10;TSPAN17;SCRIB;NUP62;RANBP3;SPRN;RANBP17;NUP214;AKT1;NXT1;IPO8;KPNB1;HIKESHI;MCM3AP;NUP155;NUP93;RANBP1;PTTG1IP;RANBP2;NUTF2,NUP85;PINK1;TSPAN10
cytoskeleton-dependent cytokinesis (GO:0061640),0.8203090668869423,1.1480324719725534,0.018,0.75233861397124,71,24,NUSAP1;TMEM250;ARL3;RACGAP1;SPTBN1;DCTN3;INCENP;SEPT6;RTKN2;KIF4A;SEPT1;AURKB;MYH10;CENPA;UNC119;SPIRE2;SEPT8;JTB;CIT;SEPT9;SPIRE1;STMN1;SEPT11;ANK3,NUSAP1;TMEM250;ARL3;RACGAP1;SPTBN1;DCTN3
ATP metabolic process (GO:0046034),0.8094714841195811,1.1165335617079613,0.089,0.7543103338873749,57,18,UQCRC2;SURF1;HSPA1A;BAD;AK4;NMNAT1;NIPSNAP2;FIGNL1;AK9;HSPA1B;NADK;ENPP1;UQCRC1;CHCHD10;SLC25A13;PARG;OLA1;PARP1,UQCRC2;SURF1
regulation of cellular catabolic process (GO:0031329),0.8285419252224865,1.1436345497781089,0.046,0.754694658572928,56,18,OSBPL7;ITPR1;TYSND1;TPCN2;MAPT;KAT8;WDR24;HSPB1;WDR91;WDR41;DAPK1;USP33;RPTOR;PIP4K2B;PIP4K2A;DAPK2;ATM;DRAM1,OSBPL7;ITPR1;TYSND1;TPCN2;MAPT;KAT8
cellular protein catabolic process (GO:0044257),0.821431110403836,1.124892619172956,0.086,0.7554339227715016,63,16,MYLIP;CTSZ;CTSH;CPVL;ADAMTS7;AP2M1;AFG1L;TINAG;RAB12;CHEK2;AP2A2;DAB2IP;AP2B1;PCSK9;CTSC;UBE2G2,MYLIP;CTSZ;CTSH;CPVL;ADAMTS7
vesicle organization (GO:0016050),0.7842175876404763,1.1112678451419096,0.05,0.7555864903591121,128,30,PI4K2B;SYT12;SNX8;PLEKHF1;SNX1;SYT7;AP2M1;TSNARE1;SNX30;C2CD4A;RNF26;SNX10;STX2;DOC2A;SYTL4;STX10;DNAJC13;PICALM;STX3;ALS2CL;PLEKHJ1;WASHC4;SYT17;SORT1;STX8;HOOK2;FNBP1L;SNX7;STX12;SYTL2,PI4K2B;SYT12;SNX8;PLEKHF1;SNX1
Fc receptor signaling pathway (GO:0038093),0.7877752957299033,1.1091728703732224,0.045,0.7560025632117305,184,27,FCER1G;PLCG2;NFATC2;PRKCQ;PSMB3;PSMD14;BTRC;PPP3CB;GAB2;FER;MAPK3;PSMD8;TAB1;VAV2;PAK1;IKBKB;PSMF1;MAPK8;PIK3R1;PIK3CB;KIT;NFKB1;PIGR;MAP2K4;MAPK9;SOS1;PSMD1,FCER1G;PLCG2;NFATC2;PRKCQ;PSMB3
negative regulation of epithelial cell proliferation (GO:0050680),0.811078514687182,1.1187908856211464,0.089,0.7562354562321566,67,17,TGFB2;SNAI2;NLRC3;KRIT1;TINF2;FBXW7;SYNJ2BP;CDKN1C;NFIB;MCC;STRAP;CASK;DAB2IP;TGFBR3;ATOH8;ROBO1;PTPRK,TGFB2;SNAI2;NLRC3;KRIT1
dicarboxylic acid metabolic process (GO:0043648),0.8029493809225958,1.1179780235235257,0.061,0.756588711054676,60,23,L2HGDH;HAAO;MDH2;SLC46A1;DHFR;ALDH5A1;ACLY;IDH1;D2HGDH;SLC19A1;DLST;STAT5B;ME1;SHMT2;OGDH;ALDH18A1;SUCLG1;MTHFD1;ME3;SHMT1;GHR;MTRR;IDH2,L2HGDH;HAAO;MDH2;SLC46A1;DHFR
negative regulation of cellular response to growth factor stimulus (GO:0090288),0.7994404049053434,1.099859337500637,0.136,0.7574871825247796,56,16,NBL1;CHRD;LRP2;SMAD7;SLIT2;EPN2;SKI;GPC1;LEMD2;LEMD3;HIPK2;SMAD6;CASK;NEDD4;PTPN1;DAB2IP,NBL1;CHRD;LRP2;SMAD7
regulation of fat cell differentiation (GO:0045598),0.8068581198222461,1.120255634806874,0.06,0.7589229961818399,73,20,TRIB2;ZFPM1;GPER1;ASXL1;CARM1;TRPM4;WDFY2;AKT1;ZADH2;E2F1;RORC;ENPP1;SMAD3;PPARD;PPARG;ZFP36L1;CCDC85B;FTO;TRIO;LRP5,TRIB2;ZFPM1;GPER1
phospholipid biosynthetic process (GO:0008654),0.8013941921295258,1.1063655015046978,0.104,0.7599756931841929,38,16,FITM2;AGK;MVD;CRLS1;NDUFAB1;SGMS1;LPCAT1;IDI1;CPNE1;CPNE7;HDHD5;SPHK2;FDPS;FADS1;PCYT2;AGPAT3,FITM2
"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",0.8230079220995383,1.134677925329397,0.068,0.7604384230524102,37,16,PDE6A;FZD2;PPP3CB;AGO4;AGO1;WNT11;AGO3;AGO2;LEF1;PLCB2;NLK;GNB1;FZD3;FZD6;PLCB1;TNRC6B,PDE6A;FZD2
positive regulation of stress-activated MAPK cascade (GO:0032874),0.7960709516487041,1.107639403367686,0.097,0.7604459420211556,81,20,TGFB2;SEMA4C;NOD2;TIRAP;MAP4K2;MAP3K5;PRMT1;EIF2AK2;TNFRSF19;IL1B;MAP3K4;TAOK1;MID1;DUSP22;HIPK2;STK25;DAB2IP;SEMA3A;PLCB1;APP,TGFB2;SEMA4C;NOD2;TIRAP;MAP4K2
"retrograde transport, endosome to Golgi (GO:0042147)",0.7927778754934293,1.1095838734086152,0.067,0.7606293150798162,83,26,DENND5A;SNX8;ARFRP1;SNX1;CLN5;VTI1B;RAB29;ZFYVE21;CLTCL1;TMEM87B;VPS51;STX10;VPS26B;GBF1;SGSM2;PLEKHJ1;RHOBTB3;ERC1;RIC1;DCTN1;TRIM27;VTI1A;HEATR5B;VPS53;TBC1D5;VPS54,DENND5A;SNX8;ARFRP1;SNX1;CLN5;VTI1B
stimulatory C-type lectin receptor signaling pathway (GO:0002223),0.8065974115230924,1.1081813353474281,0.106,0.7620608857430312,122,15,CLEC4A;FCER1G;PLCG2;PSMB3;PRKACB;PSMD14;BTRC;RPS6KA5;PSMD8;TAB1;PAK1;IKBKB;PSMF1;NFKB1;PSMD1,CLEC4A;FCER1G;PLCG2
innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.8065974115230924,1.111504703410847,0.105,0.7631736829013861,125,15,CLEC4A;FCER1G;PLCG2;PSMB3;PRKACB;PSMD14;BTRC;RPS6KA5;PSMD8;TAB1;PAK1;IKBKB;PSMF1;NFKB1;PSMD1,CLEC4A;FCER1G;PLCG2
positive regulation of protein secretion (GO:0050714),0.8063245059123298,1.119121600442207,0.073,0.765091550784625,83,20,C1QTNF3;TGFB2;GPER1;TTN;SCAMP5;OR51E2;BMP6;BAD;MYH10;PPIA;SYTL4;CADM1;GPI;TM7SF3;UNC13B;POLR2D;MYO18A;SOX4;MYRIP;MCU,C1QTNF3;TGFB2;GPER1;TTN;SCAMP5;OR51E2
neuron differentiation (GO:0030182),0.7800615790846258,1.1099994335450014,0.032,0.7652599047986252,140,39,WNT9A;FZD1;FOXA1;TGFB2;NGRN;WNT8B;FZD2;WNT2B;MANF;RB1;ERCC2;PAX6;SKI;NRBP2;FZD8;PROX1;ASCL1;PIN1;WNT11;MTPN;UNC119;LRP6;HS6ST1;ERCC3;EPOP;OPHN1;FOXA2;NTRK2;ID1;DCLK2;MAPK8;TENM3;FZD3;ID4;PCSK9;SOX4;ID3;MAPK9;PTPRD,WNT9A;FZD1;FOXA1;TGFB2;NGRN;WNT8B;FZD2
Fc-epsilon receptor signaling pathway (GO:0038095),0.7878473168027036,1.1066874028703801,0.075,0.7654259350529956,183,25,FCER1G;PLCG2;NFATC2;PRKCQ;PSMB3;PSMD14;BTRC;PPP3CB;GAB2;FER;MAPK3;PSMD8;TAB1;VAV2;PAK1;IKBKB;PSMF1;MAPK8;PIK3R1;PIK3CB;NFKB1;MAP2K4;MAPK9;SOS1;PSMD1,FCER1G;PLCG2;NFATC2;PRKCQ;PSMB3
regulation of cytosolic calcium ion concentration (GO:0051480),0.8025230649118458,1.0999007630916973,0.135,0.7661028656653108,138,15,CLN3;FZD9;BCAP31;GPER1;PDE6A;ITPR3;FIS1;LPAR1;TRPM4;LPAR3;SPPL3;TRPC3;SMAD3;PTGDR;PLCE1,CLN3;FZD9;BCAP31;GPER1;PDE6A
positive regulation of actin filament polymerization (GO:0030838),0.826717932509022,1.137825210488435,0.068,0.7666746557299895,52,16,WIPF3;BAIAP2;PFN2;NCOA3;CDC42EP1;CDC42EP2;CCL24;GSN;FER;PRKCE;CDC42EP5;CTTN;WIPF2;PFN1;NCK2;CARMIL1,WIPF3;BAIAP2;PFN2;NCOA3;CDC42EP1
positive regulation of cell cycle (GO:0045787),0.7897784115980426,1.104077989732872,0.081,0.7669375188773347,83,24,FZD9;FOXA1;TGFB2;GPER1;HSF1;PDGFB;CHEK1;CALR;CCNQ;SPHK1;PROX1;LRP6;CDK4;HSP90AB1;TFAP4;MLXIPL;PSRC1;ASNS;PKN2;NUDT16;PRKCA;CCNY;CCND2;APP,FZD9;FOXA1;TGFB2;GPER1;HSF1
positive regulation of protein modification by small protein conjugation or removal (GO:1903322),0.8043904933019194,1.1251318153756253,0.041,0.7669962436230182,66,23,AVPR2;FKBP1A;MUL1;PINK1;UBE3A;SMAD7;FBXW7;WFS1;PAXIP1;SPHK1;FANCI;HSPBP1;UBE2L3;STUB1;FBXO4;NDFIP2;COMMD1;CENPX;BRCA1;HDAC4;SPRTN;CDK5RAP3;PTTG1IP,AVPR2;FKBP1A;MUL1;PINK1;UBE3A;SMAD7
fat cell differentiation (GO:0045444),0.8070980347312507,1.104727830369431,0.123,0.7670040068825827,56,15,C1QTNF3;TMEM120A;MKKS;HMGA2;CTBP2;PPARGC1A;SDF4;ZNF516;TMEM120B;AKT2;FAM120B;PPARG;CTBP1;SMAD6;BBS9,C1QTNF3;TMEM120A
positive regulation of protein localization to cell periphery (GO:1904377),0.8105280211987319,1.1052201762395109,0.123,0.7688942759035974,47,15,GPSM2;GPER1;SPTBN1;NKD2;AKT1;PTPN9;DLG1;PRKCE;STX3;PIK3R1;SORBS1;EGFR;EPB41;EPB41L2;EPHB2,GPSM2;GPER1;SPTBN1
response to light stimulus (GO:0009416),0.8001669112174599,1.1002855798666535,0.126,0.7692027558065108,59,16,PER3;CIRBP;SLC24A1;TP53I13;MEN1;MAP4K3;PRIMPOL;ERCC3;DTL;RAD18;SPRTN;MSH6;MAPK8;ZRANB3;POLD1;CCAR2,PER3;CIRBP;SLC24A1
