Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
regulation of dendrite morphogenesis (GO:0048814),0.8424903809878439,1.135814048878562,0.066,0.6764007656921276,45,16,IL1RAPL1;CDKL3;CAPRIN1;ADGRB3;RAP2A;GORASP1;FXR2;PTPRD;FMR1;CUX1;FXR1;SDC2;NEDD4L;NEDD4;LRRK2;RAPGEF2,IL1RAPL1;CDKL3
transcription elongation from RNA polymerase II promoter (GO:0006368),0.8080767380224754,1.1332455033290414,0.009,0.6865688194942979,96,44,CDK9;TAF5;SETD2;GTF2H4;GTF2A1;POLR2F;TAF6;POLR2G;POLR2D;MLLT1;NELFCD;GTF2A2;ELP1;POLR2B;TAF9;TAF7;POLR2A;SUPT6H;CDK12;LEO1;ELP3;CCNT2;TAF11;CCNH;TAF12;MNAT1;TAF1;GTF2F1;IWS1;CTR9;GTF2H3;GTF2E1;GTF2H5;CDK7;GTF2B;PAF1;TAF9B;TAF3;GTF2H1;ELOA;NELFE;EAF1;ELP4;TAF2,CDK9;TAF5;SETD2;GTF2H4;GTF2A1;POLR2F
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",0.8322430480257932,1.1282530237950001,0.052,0.7074790903366771,126,19,PTH1R;ADRB2;GNAO1;XCR1;CNR2;AVPR2;HTR1D;CCR3;GCG;FPR1;HTR2B;NPY1R;GPR1;SENP7;PRKACB;GNAQ;WASF2;ANXA1;CALCRL,PTH1R;ADRB2;GNAO1;XCR1;CNR2;AVPR2;HTR1D
negative regulation of protein complex assembly (GO:0031333),0.8376229445500472,1.125716884910432,0.08,0.7342614218443397,36,15,MEFV;EP300;NOP53;TMC8;LDLRAD4;SORL1;PRKCZ;CDC42;TRAF3IP1;TFIP11;LCMT1;KIF14;GSK3B;RAF1;SVIP,MEFV;EP300;NOP53;TMC8;LDLRAD4;SORL1
protein acetylation (GO:0006473),0.8309358275133534,1.1223039852136323,0.088,0.7350691267163302,34,16,EP300;NAA60;NAA30;CREBBP;SIRT1;BLOC1S1;DSCC1;KAT6A;HAT1;NAA50;GTF2B;ING4;CLOCK;EHHADH;NAA40;ESCO2,EP300
positive regulation of catalytic activity (GO:0043085),0.8305475198688105,1.1213703700316087,0.083,0.7376718522539701,34,15,PHACTR4;ABL1;PSENEN;APH1A;SOD1;NCSTN;BCAS3;WRN;XRCC5;XRCC4;MID1IP1;PSEN1;ABL2;MAPK8;ATP7A,PHACTR4;ABL1
positive regulation of receptor-mediated endocytosis (GO:0048260),0.827988486156277,1.1160617637160215,0.093,0.7383114848453198,42,16,PCSK9;EGF;GREM1;PICK1;SGIP1;B2M;PPT1;CLU;HFE;FMR1;SCYL2;ATAD1;RAB21;AHI1;DAB2;TBC1D5,PCSK9;EGF;GREM1;PICK1
glycolipid metabolic process (GO:0006664),0.8277484679176412,1.1234569319047618,0.073,0.7433915638687714,66,19,GBA2;HEXA;UGT8;PGAP3;PGAP1;PSAP;ESYT2;GLA;SUMF1;GBA;SCCPDH;ARSE;ASAH1;GM2A;NEU3;GALC;ARSD;NEU1;UGCG,GBA2;HEXA
regulation of multicellular organismal development (GO:2000026),0.8333335156806294,1.116346940126205,0.1,0.745909908127761,44,15,GREM1;OAS2;CCSAP;SUPT6H;ADAMTS12;PLA2G16;MCRIP1;CDK1;NIPBL;RACGAP1;TIAM1;TRIP12;FGF1;CLASP2;PHLDB2,GREM1;OAS2
positive regulation of protein import into nucleus (GO:0042307),0.8305701530977766,1.1191191653932142,0.08,0.7489752870903245,54,16,ZIC1;EGF;NODAL;UBR5;DMAP1;SMAD4;ERBB4;EFCAB7;RBM22;PSEN1;TPR;JUP;HCLS1;DDX58;DAB2;ECT2,ZIC1;EGF;NODAL;UBR5
peroxisome organization (GO:0007031),0.8356240348601429,1.1223075882453895,0.094,0.7494430305517171,23,15,PEX11B;PEX7;PEX16;MFF;PEX11G;DNM1L;PLA2G16;PEX12;PEX14;ABCD3;TMEM135;PEX6;PEX1;PEX19;PEX2,PEX11B;PEX7;PEX16
telomere organization (GO:0032200),0.8263712652783952,1.1197057857923471,0.075,0.7526598561903556,42,19,APEX1;H3F3A;POLD4;DOT1L;DNA2;TINF2;PCNA;ERCC4;XRCC6;RPA2;WRN;XRCC5;STN1;RPA3;TERF2IP;CTC1;POT1;SP100;RPA1,APEX1;H3F3A
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),0.8176735147241393,1.1237894042156076,0.032,0.7527464032660462,69,26,TNFRSF10B;TNFRSF10C;LAMP3;CSNK2A1;NLRC4;SNCA;BCL2L12;RNF34;DNAJB6;USP47;LAMTOR5;YWHAE;PAK2;IGBP1;CARD16;RPS6KA1;IFI6;SFN;BIRC5;XIAP;BEX3;RPS6KA3;RAF1;BIRC3;FNIP1;ARL6IP1,TNFRSF10B;TNFRSF10C;LAMP3;CSNK2A1;NLRC4
regulation of actin cytoskeleton organization (GO:0032956),0.8018522906607484,1.1089296562171373,0.047,0.7537653484271591,76,31,NEB;ARHGAP18;ABL1;TWF1;CRK;GPM6B;RHOA;BST1;ROCK1;RHOD;SEMA3E;CDC42;BST2;GRHL3;ROCK2;RHOB;RND1;ARHGAP35;RHOBTB3;ARHGEF5;CCDC88A;DLC1;RICTOR;PTK2B;MTOR;EPHA5;ABL2;ARHGDIB;F11R;TSC1;EPS8,NEB;ARHGAP18;ABL1;TWF1;CRK;GPM6B;RHOA
positive regulation of neuron differentiation (GO:0045666),0.8203081454067269,1.1165244421928266,0.063,0.7553738192249274,99,19,TWF1;CBFA2T2;RHOA;TENM3;PRKD1;RAP1A;CPNE1;LRRC7;ARHGAP35;ZC4H2;RETREG3;PRKCI;PTK2B;SERPINI1;ABL2;TCF4;MEF2C;ECT2;RAPGEF2,TWF1;CBFA2T2;RHOA
phagocytosis (GO:0006909),0.8326413813940767,1.117310634837564,0.12,0.7553801714108535,136,15,ALOX15;C3;DOCK1;MESD;CDC42;NR1H3;CDC7;TM9SF4;CSNK1A1;GULP1;PIP5K1A;ARHGAP12;ANXA3;VAMP7;ANXA1,ALOX15;C3
strand displacement (GO:0000732),0.8229490184126038,1.1093133080340574,0.102,0.7575411957388618,27,15,RMI2;RAD51;PALB2;DNA2;ATM;BRIP1;RAD51C;BRCA2;EXO1;WRN;TOP3A;BRCA1;RBBP8;RAD51AP1;RAD51B,RMI2;RAD51
adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188),0.8210275493024374,1.1173489736692632,0.07,0.7682083784795383,135,18,PTH1R;ADRB2;GNAO1;RGS1;AVPR2;HTR1D;CCR3;GCG;FPR1;PSAP;PTGER1;NPY1R;SENP7;AKAP5;PRKACB;GNAQ;WASF2;CALCRL,PTH1R;ADRB2;GNAO1;RGS1;AVPR2;HTR1D
cellular response to mechanical stimulus (GO:0071260),0.8284859878375935,1.1093221140509195,0.097,0.7687283759074064,49,15,TNFRSF10B;PIEZO2;TLR4;CASP8AP2;IRF1;MAP3K2;BAK1;CRADD;CASP8;CASP1;CHEK1;NFKB1;MAPK8;TLR3;ANKRD1,TNFRSF10B;PIEZO2;TLR4;CASP8AP2
cytoplasmic microtubule organization (GO:0031122),0.8169681443734116,1.103229625363794,0.1,0.7708041980797335,49,16,EZR;TUBGCP5;RAB11A;CRIPT;KATNAL1;SLAIN2;SPAST;KATNAL2;CCDC88A;CAMSAP2;CEP126;ATAD1;NUMA1;SLK;FIGN;VPS4B,EZR;TUBGCP5;RAB11A;CRIPT
organelle membrane fusion (GO:0090174),0.8015850188002726,1.1025028035450908,0.068,0.7737684466544693,72,26,SNAP29;LRMP;SYTL1;VAMP5;STX16;SEC22B;STX8;SYTL5;VAMP3;SYT1;STX6;SYTL3;BNIP1;VAMP8;VAMP4;CHMP2B;SYTL2;STX11;EEA1;MFN1;SEC22A;SNAP23;STX17;VAMP7;STX12;STX3,SNAP29;LRMP;SYTL1
positive regulation of cell growth (GO:0030307),0.8033043864562899,1.1117075031118488,0.039,0.775075548794251,99,29,CSNK2A3;EIF4G2;CSNK2A1;HYAL1;H3F3A;RIMS1;SMURF1;RIMS2;FGFR1OP;HDGFL2;USP47;PLAA;CDC42;ADAM17;RPS6KA1;SYT1;TAF9;N6AMT1;INO80;RUFY3;TAF9B;PSMD10;AKAP6;ITSN2;H3F3C;SDCBP;RPS6KA3;EXOSC9;NEDD4L,CSNK2A3;EIF4G2;CSNK2A1;HYAL1;H3F3A;RIMS1
endosome organization (GO:0007032),0.8245637254703322,1.1109376551178116,0.097,0.7765589548059636,37,15,VPS18;PI4K2B;ALS2CL;VPS11;EXOC8;VPS33B;WASHC4;USP8;DNAJC13;SNX10;PI4K2A;SQSTM1;CHMP2B;ALS2;CLCN3,VPS18;PI4K2B
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),0.8209532772295344,1.1057393481030484,0.117,0.7784009973488476,83,16,NODAL;ACVR1B;SMAD4;SNW1;RNF111;TTK;ADAM17;FLCN;HIPK2;HFE;SDCBP;DAB2;NUMA1;CYR61;ACVR2B;CDKN2B,NODAL
response to lipopolysaccharide (GO:0032496),0.7933844111291848,1.109382054967914,0.028,0.7793151529831878,156,39,TNFRSF10B;LY96;TNFRSF10C;TLR4;CCR5;IRAK3;RHOA;TNFRSF11B;NFKBIL1;SNCA;PDCD1LG2;TNFSF4;TRAF6;PLAA;LIAS;ADAM17;NR1H3;JAK2;NLRP3;CARD16;MAPKAPK2;TNFRSF9;FER;UPF1;CTR9;GCH1;CASP1;PAF1;ERBIN;PDE4B;NFKB1;TRIM6;RPS6KA3;MAPK8;MEF2C;PDCD4;PTPN22;ANKRD1;TNIP3,TNFRSF10B;LY96;TNFRSF10C;TLR4;CCR5;IRAK3;RHOA;TNFRSF11B;NFKBIL1;SNCA;PDCD1LG2
cellular response to ionizing radiation (GO:0071479),0.7993874331791483,1.1038520601489348,0.054,0.7801054683072849,47,29,CRYAB;RAD9B;TLK2;RAD51;NUCKS1;SWI5;SPIDR;TP53;ATR;ATM;SIRT1;MDM2;CDKN1A;ERCC4;RHOB;XRCC6;WRN;INO80;XRCC5;YAP1;IFI16;TANK;INTS7;KDM4D;CLOCK;NIPBL;RHNO1;RAD51AP1;ECT2,CRYAB;RAD9B;TLK2;RAD51
