Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
membrane lipid biosynthetic process (GO:0046467),0.8328302628265684,1.1904151381195596,0.02,0.6755266655262708,61,16,SCCPDH;ST3GAL4;ST3GAL2;SGPP2;COL4A3BP;FA2H;CERS6;GBGT1;HACD3;PLPP3;HACD4;SPTLC3;PRKD2;SPHK2;B3GNT5;PLPP2,SCCPDH;ST3GAL4;ST3GAL2;SGPP2;COL4A3BP
cellular metal ion homeostasis (GO:0006875),0.822173903855098,1.1968043145017535,0.023,0.6796101600501774,97,20,RGN;ATP2A1;ATP1A1;ATOX1;DRD4;DMPK;SLC41A1;STIM1;EPHX2;LETMD1;ATP2B1;SLC8A2;TRPV4;ATP12A;SLC24A2;TESMIN;TRDN;STC1;ATP2B4;ATP1B2,RGN;ATP2A1;ATP1A1;ATOX1;DRD4
negative regulation of cell adhesion (GO:0007162),0.8324134763416219,1.2003675062845185,0.026,0.6804814065626993,66,19,MIA3;MUC1;FZD7;SIPA1;SEMA4D;RND1;DSCAM;RASA1;FBLN1;PLXNB1;SPINT2;CDH1;ARHGDIG;FZD4;PLXNA4;TBCD;PLXNA3;PODXL;SEMA5A,MIA3;MUC1
O-glycan processing (GO:0016266),0.8255275829433391,1.1770711989170952,0.039,0.6852375751674409,66,15,MUC1;ST3GAL4;ST3GAL2;B3GNT8;GXYLT2;B4GALT5;B3GNT3;B3GNT4;GALNT11;GALNT18;XXYLT1;ST6GALNAC2;GALNT12;B3GNT5;GALNT17,MUC1;ST3GAL4;ST3GAL2;B3GNT8
positive regulation of proteolysis (GO:0045862),0.8046261751168993,1.1664566668992733,0.029,0.6919023119333658,53,21,TBC1D10A;TANK;RHBDD1;CASP8;NDUFA13;TRIM32;PACSIN3;BAD;FGFR4;FURIN;FBXW11;HDAC2;IST1;ADAM8;BTRC;CCBE1;MAPK12;NKD2;OGT;APOE;CTSH,TBC1D10A;TANK;RHBDD1
positive regulation of protein ubiquitination (GO:0031398),0.8216572594671353,1.178163581407784,0.044,0.7060278695211654,84,15,SENP2;INAVA;BIRC2;LRRK2;TRAF6;STUB1;ARRDC4;RIPK2;XIAP;MTA1;MAGEF1;CDK5RAP3;ARRDC3;NSMCE3;TSPYL5,SENP2;INAVA;BIRC2;LRRK2;TRAF6;STUB1;ARRDC4;RIPK2
regulation of epithelial cell migration (GO:0010632),0.8166723293365796,1.185873272743938,0.021,0.7068279011013593,49,21,HIF1A;PTPN23;CAPN7;PBLD;BMPR2;EMP2;ARSB;DAB2IP;SRC;PPM1F;RAB11A;MARVELD3;VIL1;PLCG1;HDAC6;EVL;PFN2;ENPP2;MCC;CTSH;RAB25,HIF1A;PTPN23;CAPN7;PBLD;BMPR2
stimulatory C-type lectin receptor signaling pathway (GO:0002223),0.8047410166708189,1.1601612485535564,0.039,0.709287257440474,122,19,MUC1;TRAF6;RAF1;RELB;IKBKB;PSME2;RELA;PAK3;KRAS;FBXW11;TAB1;PRKCD;SRC;BTRC;PRKACA;PAK1;NFKBIA;PSME1;PLCG2,MUC1;TRAF6
dicarboxylic acid metabolic process (GO:0043648),0.80895230467807,1.1585793085677258,0.071,0.7094922919889696,60,15,MDH2;ACOT4;MTHFR;ACOT8;OGDH;FPGS;ALDH5A1;HAAO;IDH2;GGT1;STAT5A;ADHFE1;PHYH;D2HGDH;CELSR1,MDH2;ACOT4;MTHFR
positive regulation of protein binding (GO:0032092),0.8016303995411896,1.1570157692385772,0.051,0.7096831862237757,61,19,TANK;LRRK2;ADD1;HFE;RIPK2;PSEN1;STK3;MEN1;HIPK2;HIP1R;BMP2;AMFR;PRKN;STPG1;EPB41;TCF7L2;FLOT1;RALB;APOE,TANK;LRRK2;ADD1;HFE;RIPK2
glycoprotein biosynthetic process (GO:0009101),0.7893572953211604,1.1481550036906265,0.037,0.7138281774280564,73,23,FAM20B;B3GALNT1;ST3GAL4;ST3GAL2;ATP7A;B3GNT8;BMPR2;GAL3ST4;CANT1;ALG1L2;COG7;FUT2;B3GNT3;B3GNT4;B3GNT9;POMT1;B3GALT4;GOLGA2;MPI;ST6GALNAC2;POMGNT1;DAD1;B3GNT5,FAM20B;B3GALNT1;ST3GAL4;ST3GAL2;ATP7A;B3GNT8;BMPR2;GAL3ST4;CANT1
glycoprotein metabolic process (GO:0009100),0.8262349547329084,1.1912189563808349,0.024,0.7144128158905058,49,18,HIF1A;MAN1B1;AGA;ST3GAL4;ST3GAL2;GAL3ST4;MGAT4B;FBXO2;MANBA;MAN2A2;ENGASE;MAN2B2;MAN2C1;ADAMTS13;MGAT4A;ST6GALNAC6;ADAMTS9;FUT8,HIF1A;MAN1B1;AGA;ST3GAL4;ST3GAL2;GAL3ST4
regulation of innate immune response (GO:0045088),0.8170763618814647,1.1709231180682727,0.056,0.7145520155244224,70,15,BIRC2;EREG;XIAP;RNF135;CD1D;TNFAIP3;TKFC;IFNAR2;HLA-E;ADAM8;RNASEL;PTPN6;STAT2;STAT1;TYRO3,BIRC2;EREG
oligosaccharide metabolic process (GO:0009311),0.8058367497241048,1.1668730112029018,0.027,0.7146803849808716,64,20,B3GALNT1;MAN1B1;ST3GAL4;ST3GAL2;GAL3ST4;ST6GALNAC5;NAGA;ST3GAL5;MANBA;GALNT11;MAN2B2;MAN2C1;GALNT18;B4GALT1;ST6GALNAC2;ST6GALNAC6;IDUA;GALNT12;GALNT17;FUT8,B3GALNT1;MAN1B1;ST3GAL4;ST3GAL2;GAL3ST4
innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.8047410166708189,1.1609167847234538,0.037,0.7244516736996705,125,19,MUC1;TRAF6;RAF1;RELB;IKBKB;PSME2;RELA;PAK3;KRAS;FBXW11;TAB1;PRKCD;SRC;BTRC;PRKACA;PAK1;NFKBIA;PSME1;PLCG2,MUC1;TRAF6
mitotic cytokinesis (GO:0000281),0.8380829043630529,1.2014676063290308,0.015,0.7261286629735384,60,18,RACGAP1;CIT;RTKN;CHMP4B;MYH10;APC;MITD1;RASA1;TMEM250;CNTROB;STMN1;SEPT8;SEPT3;UNC119;ARL3;CUL7;SEPT5;SEPT6,RACGAP1;CIT;RTKN;CHMP4B
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",0.8230483469344723,1.1792831741938878,0.033,0.7298523393725294,126,18,MC1R;GNAS;CNR1;SSTR5;HTR1D;ADRA2B;WASF2;GNAI1;SENP7;SSTR2;GCGR;ADRA2C;OPRL1;GNAZ;GNAI2;GNAL;NPY1R;CCL2,MC1R;GNAS
proteolysis involved in cellular protein catabolic process (GO:0051603),0.7878928667648452,1.1481684389413718,0.045,0.7347054721200296,94,23,ISG15;ATXN3;RHBDD1;STUB1;CHMP4B;CASP8;CTSF;RNF123;TNFAIP3;CLPX;CAPN2;BAG6;FBXO44;PRKN;UBL4A;CTSO;CTSV;HDAC6;CTSB;CTSZ;ADAMTS7;ADAMTS12;CTSH,ISG15;ATXN3;RHBDD1;STUB1;CHMP4B
regulation of Notch signaling pathway (GO:0008593),0.799919746788481,1.1673021830818602,0.023,0.7400292116794085,71,23,MMP14;ZMIZ1;EGF;SYNJ2BP;HIF1AN;EPN2;MESP1;TSPAN17;ARRDC1;MFNG;DTX1;GALNT11;LLGL1;TSPAN5;JAG2;NOTCH3;RFNG;EGFL7;ELF3;LLGL2;MAML3;DLL1;DLK1,MMP14;ZMIZ1;EGF;SYNJ2BP
protein polymerization (GO:0051258),0.7982562386782542,1.149126996239181,0.043,0.7412110765137858,46,18,MICALL2;ANG;COBL;TPPP;MAPT;WASF1;GPX4;TTC17;CORO7;WASF3;PREX1;PRKN;VIL1;TRPV4;MSRB2;CHMP2A;MID1IP1;GSN,MICALL2;ANG;COBL;TPPP
positive regulation of endocytosis (GO:0045807),0.7912497302198567,1.1448147085763396,0.063,0.7438626963345044,65,18,BICD1;HFE;PYCARD;HIP1;CD63;CBL;HIP1R;AZU1;MERTK;CLIP3;TUB;VPS28;GAS6;CYBA;FLOT1;ABCA7;APOE;DLL1,BICD1;HFE;PYCARD;HIP1
glycosaminoglycan catabolic process (GO:0006027),0.8096985313112879,1.1711731433105588,0.032,0.7470794899798677,57,18,GUSB;HPSE2;PRELP;HYAL2;AGRN;GLB1;NCAN;FUCA1;HGSNAT;ARSB;NAGLU;GPC1;CSPG4;SGSH;GNS;IDUA;GPC2;SDC3,GUSB;HPSE2;PRELP;HYAL2;AGRN
negative regulation of signal transduction (GO:0009968),0.7496158319631698,1.140699203371161,0.003,0.7496449758644319,284,84,MMP14;EPHA4;CNOT1;PTPRJ;BRAF;LRRK2;KANK2;PLIN5;EREG;EGF;GLIS2;SOCS2;PTPRE;LGR4;FLT4;PTCH2;LRRC14;EPHA8;SOSTDC1;ZNF653;SUFU;INSR;HIF1AN;EPN2;RAF1;CBY1;MDFI;ULK3;DDIT4;FGFR4;PTPN18;TNFAIP3;RNF43;EPHB6;CRHBP;PRKCD;FSTL3;FGFR3;MEGF8;NRG4;ASXL1;ARRDC1;DAB2IP;BMP2;MERTK;GPC1;IFT122;MED12;DDR1;BTRC;NOTUM;MST1R;HHEX;KANK1;CXXC4;NOTCH3;NRG2;SLC9A3R1;KIF26A;PRKCZ;NKD2;NXN;EPHB3;CTNNBIP1;SHISA2;TMBIM1;SIGIRR;EGFL7;WWOX;PDGFRA;ROR2;FGFR2;ADAMTS12;TYRO3;EPHB2;NR0B1;FRZB;GATA3;NDRG4;BMP5;SFRP1;KIT;DLK1;IGFBP5,MMP14;EPHA4;CNOT1;PTPRJ;BRAF;LRRK2;KANK2;PLIN5;EREG;EGF;GLIS2;SOCS2;PTPRE;LGR4;FLT4;PTCH2
negative regulation of cell growth (GO:0030308),0.7746757578441849,1.1500435580772674,0.017,0.7498733502638262,116,34,EPHA4;SMARCA4;PTPRJ;PSRC1;TP53TG5;PPP2R1A;HYAL2;BMPR2;STK11;SMAD4;FLCN;SERTAD2;NDUFA13;SIPA1;SERTAD3;PML;SLIT3;WNT11;CDA;CDKN1B;GNG4;DNAJB2;ERCC2;ACVR1B;APBB1;OSGIN1;HNF4A;RBBP7;PTPRS;SEMA3G;SOX17;FRZB;SFRP1;BST2,EPHA4;SMARCA4;PTPRJ;PSRC1;TP53TG5;PPP2R1A;HYAL2;BMPR2;STK11
Golgi organization (GO:0007030),0.8137822031492323,1.180365608300098,0.022,0.7552798136768557,122,20,UBXN2B;LRRK2;RAB43;FBXW8;GAK;COG7;ARHGAP21;GOLGB1;TRAPPC11;ATP8B3;OBSL1;MYO18A;GOLGA2;GOLGA2P5;STX16;TMED4;STX17;BCAS3;CUL7;OPTN,UBXN2B;LRRK2;RAB43
regulation of axonogenesis (GO:0050770),0.7916143500969566,1.1415074214117447,0.067,0.7571088332434175,56,18,EPHA4;LRRC4C;AMIGO1;PAK3;ZSWIM5;PLXNB1;ERCC2;RUFY3;EFNB3;PAK1;PLXNA4;EPHB3;GDI1;SSH3;NRCAM;PLXNA3;APOE;KIF13B,EPHA4;LRRC4C
positive regulation of protein modification by small protein conjugation or removal (GO:1903322),0.806130173814664,1.150119636435027,0.077,0.7731595517140533,66,15,SENP2;TANK;RWDD3;INAVA;LRRK2;TRAF6;STUB1;RIPK2;XIAP;PIAS4;PIAS1;PIAS3;CDK5RAP3;NSMCE3;TSPYL5,SENP2;TANK;RWDD3;INAVA;LRRK2;TRAF6;STUB1;RIPK2
modification-dependent protein catabolic process (GO:0019941),0.7714639419058384,1.1415483715117238,0.023,0.7770306722633789,142,35,ISG15;DCST1;RBBP6;RNF11;ATXN3;OS9;STUB1;NTAN1;UBE2E1;PCYOX1;PCYOX1L;RNF146;TRIM32;UBA1;CBL;NUB1;ARIH1;RNF43;FBXO11;RNF213;BAG6;ARRDC1;RNF217;AMFR;BTRC;KLHL3;PRKN;UBL4A;RFFL;UBE2R2;RNF8;CBLC;RNF125;FBXW4;TTC3,ISG15;DCST1;RBBP6;RNF11;ATXN3;OS9;STUB1;NTAN1;UBE2E1
cellular transition metal ion homeostasis (GO:0046916),0.8001425744461508,1.150842474397852,0.062,0.7869977323666285,94,17,FTH1;ERFE;ATP7A;ATOX1;SMAD4;SLC30A9;SLC39A13;ACO1;PRND;ALAS2;CCDC115;FBXL5;SLC22A17;SLC39A4;HEPH;ATP7B;SLC40A1,FTH1;ERFE;ATP7A;ATOX1
axon guidance (GO:0007411),0.6928982842003978,1.0411543073408605,0.217,0.8255901112072309,159,50,EPHA4;SOS1;FEZ2;KIF3A;NRTN;GAB1;EFNB1;EFNA4;RANBP9;UNC5A;EPHA8;NRP1;VASP;PTPRM;GRB2;KRAS;SLIT3;SH3KBP1;ROBO3;OPHN1;SEMA3B;PLXNB1;EFNA2;GRB7;SRC;DOK4;RELN;TNR;GPC1;OTX2;NRXN3;EFNB3;EFNA3;NTN1;RNF165;PLCG1;PLXNA4;PIK3CD;EPHB3;RAP1GAP;EVL;NRXN1;SHANK3;MAPK3;PLXNA3;EFNA5;SEMA3F;EPHB2;GAB2;VEGFA,EPHA4;SOS1;FEZ2;KIF3A;NRTN;GAB1;EFNB1;EFNA4;RANBP9;UNC5A;EPHA8
antigen receptor-mediated signaling pathway (GO:0050851),0.7030920091719033,1.0412039898616587,0.272,0.8285482614079795,258,31,PTPRJ;NFATC2;RBCK1;TRAF6;CD4;RIPK2;BLK;CSK;BTN2A2;HLA-DQB1;CD276;IKBKB;BTN3A3;PSME2;BTK;RELA;PAK3;FBXW11;SPG21;FYB2;DENND1B;BTRC;PLCG1;PAK1;PDE4D;PIK3CD;NFKBIA;PRKD2;PSME1;PLCG2;GATA3,PTPRJ;NFATC2;RBCK1;TRAF6;CD4;RIPK2;BLK;CSK;BTN2A2
protein ubiquitination (GO:0016567),0.6784120133033897,1.0416551035493413,0.113,0.8300865782346495,507,130,RNF24;ISG15;TANK;HIF1A;RBBP6;BIRC2;MARCH1;RBCK1;RNF11;TRAF7;ANAPC11;TRAF6;OTULIN;ZNRF2;OS9;KLHL5;STUB1;HERC4;ARRDC4;PEX10;UBOX5;FBXL15;PEX2;TRIM13;ANKIB1;UBE2E1;BTBD6;KLHL23;LONRF1;ZNRF1;HECTD4;FBXW8;RNF220;ANAPC16;RNF145;XIAP;FBXL16;ASB1;UBE3D;TNKS;UBE2D4;HECTD3;SAE1;FANCL;PDZRN4;MSL2;MARCH5;SASH1;FBXL2;VHL;RNF146;PSME2;RNF135;MARCH2;TRIM32;KLHL17;KLHL34;FBXL19;LRSAM1;UBA1;PELI3;NHLRC3;CBL;FBXO6;KLHL9;TSPAN17;PEX5;NUB1;KLHL13;FBXW11;ARIH1;MAGEF1;RNF43;NPEPPS;FBXO11;KLHL24;FBXO2;RNF213;IPP;RNF5;SPSB1;ARRDC1;RNF217;RNF152;RNF208;MIB1;RTF1;FBXO44;AMFR;BTRC;MIB2;TMEM129;RNF187;HERC6;KLHL3;DZIP3;PRKN;FBXL5;UBL4A;FBXL20;UVSSA;KLHL22;RNF165;BTBD3;FBXO17;UBE2R2;KCTD13;RUSC1;FBXO41;CAND2;MYLIP;HLTF;SPSB2;PSME1;PELI1;CUL7;RNF8;KBTBD11;TRIM17;RNF144A;CBLC;CUL9;KLHL36;KLHDC8B;WSB1;BTBD2;RNF125;FBXW4;HIF3A;MKRN1,RNF24;ISG15;TANK;HIF1A;RBBP6;BIRC2;MARCH1;RBCK1;RNF11;TRAF7;ANAPC11;TRAF6;OTULIN;ZNRF2;OS9;KLHL5;STUB1;HERC4;ARRDC4;PEX10;UBOX5;FBXL15;PEX2;TRIM13;ANKIB1;UBE2E1;BTBD6;KLHL23
positive regulation of ERK1 and ERK2 cascade (GO:0070374),0.6982286440968013,1.042201558362161,0.252,0.8302952182501606,202,43,EPHA4;BRAF;TNFSF11;DSTYK;CD4;FLT4;PDE8A;PYCARD;FSHR;EPHA8;NRP1;PTK2B;FGF4;INSR;RAF1;CD74;FGFR4;NECAB2;AGER;EPHB6;FGFR3;BMP2;MERTK;DDR1;MST1R;ICAM1;F2R;PRKCZ;PRKD2;EPHB3;GAS6;RASGRP1;NOTCH2;PDGFRA;MAPK3;ROR2;ABCA7;FGFR2;TYRO3;EPHB2;NDRG4;KIT;CCL2,EPHA4;BRAF;TNFSF11;DSTYK;CD4;FLT4;PDE8A;PYCARD;FSHR;EPHA8;NRP1;PTK2B
protein deubiquitination (GO:0016579),0.68897861706181,1.0413068706695683,0.191,0.830863154372635,258,58,DMWD;INO80E;TANK;HIF1A;TRAF3;BIRC2;ATXN3;USP19;TRAF6;OTULIN;RIPK2;BECN1;USP2;SMAD4;ABRAXAS1;TGFBR1;OTUD1;TNKS;TAF10;MDM4;FOXK1;MINDY1;RNF146;RNF123;PSME2;RNF135;APC;MAVS;MBD5;OTUD3;USP9Y;USP27X;USP21;ACTR8;USP35;TNFAIP3;USP30;TAB1;OTUB2;TADA3;POLB;USP20;USP43;ASXL1;USP49;USP4;TAF9B;MBD6;PRKN;RAD23A;ATXN7L3;USP51;DDX58;NFKBIA;OGT;PSME1;USP11;GATA3,DMWD;INO80E;TANK;HIF1A;TRAF3;BIRC2;ATXN3;USP19;TRAF6;OTULIN
protein maturation (GO:0051604),0.7054619176069934,1.0404670999387742,0.267,0.8310372093867142,84,29,MMP14;PSENEN;APH1A;STUB1;F12;RHBDF2;XPNPEP3;PSEN1;TSPAN33;UQCRC2;TYSND1;FURIN;TESC;ISCA2;MAGEF1;TSPAN15;AEBP1;LMF1;UQCRC1;AZU1;CNTN1;TSPAN5;F7;CPXM1;APH1B;OGT;ADAMTS13;CPE;PCSK4,MMP14;PSENEN;APH1A;STUB1;F12
positive regulation of cellular component organization (GO:0051130),0.7078542781093391,1.041868256315394,0.274,0.8310418132911126,107,28,PTPN23;ADD1;TPPP;SYNDIG1;TGFBR1;INSR;ADGRL1;CD63;LRRC4B;BNIP3;PRKCD;NLGN3;DAB2IP;RELN;SPIDR;CLIP3;BMP7;EPHB3;NRXN1;SHANK3;FLOT1;APOE;EPHB2;CLSTN3;NLGN2;DLL1;SLITRK2;VEGFA,PTPN23;ADD1;TPPP
Notch signaling pathway (GO:0007219),0.7902173303382565,1.133278647791375,0.076,0.8327889708098234,56,18,PSENEN;APH1A;SNAI1;PSEN1;HEYL;BMP2;DTX1;MIB1;GALNT11;JAG2;NOTCH3;PBX1;APH1B;NOTCH2;STAT1;MAML3;DLL1;MDK,PSENEN;APH1A
inorganic anion transmembrane transport (GO:0098661),0.7192323475251909,1.0423005719382272,0.289,0.8328874225896478,65,20,SLC26A6;SLC25A10;CLCN7;ANO1;CLCN4;SLC26A1;SLC26A7;XPR1;CLCN5;SLC26A10;GLRA4;CLCNKA;CLCN2;SLC12A6;CLCNKB;GABRE;SLC12A7;SLC26A11;SLC37A4;CLIC6,SLC26A6;SLC25A10;CLCN7
regulation of Wnt signaling pathway (GO:0030111),0.7562403042686973,1.1255824419159657,0.032,0.8330328828769558,110,37,SMARCA4;SENP2;LRRK2;PPP2R1A;RSPO4;SOSTDC1;LRP6;PSEN1;CBY1;MDFI;DVL1;FOLR1;EMD;SOX4;CTNND2;RNF43;LRP5;CSNK2A1;BMP2;MED12;BTRC;NOTUM;PRKN;HHEX;KANK1;CXXC4;KREMEN1;NKD2;NXN;CTNNBIP1;SHISA2;WWOX;WLS;FGFR2;FRZB;SFRP1;SALL1,SMARCA4;SENP2;LRRK2;PPP2R1A;RSPO4
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),0.7298060031119751,1.0514450576688148,0.296,0.8364404247925965,98,18,RACGAP1;ACTR10;KIF3A;SH3GL2;AP1M1;AP2A2;HLA-DQB1;CTSF;DYNC1I2;CD74;DCTN2;OSBPL1A;KLC2;ACTR1B;KIF3C;CTSV;KIF26A;AP1M2,RACGAP1;ACTR10;KIF3A;SH3GL2;AP1M1
protein N-linked glycosylation (GO:0006487),0.7230195351539976,1.042321661027881,0.309,0.836494206722772,74,17,B3GALNT1;ST3GAL4;ST3GAL2;MOGS;ST6GALNAC5;ASGR1;OST4;ENTPD5;ST3GAL5;NUDT14;B4GALT1;ST6GALNAC2;ST6GALNAC6;DAD1;GAL3ST1;FUT8;MGAT5,B3GALNT1;ST3GAL4;ST3GAL2;MOGS;ST6GALNAC5;ASGR1
response to calcium ion (GO:0051592),0.7116790890559587,1.042404530734246,0.281,0.8392624865805302,80,24,BRAF;ADD1;DPEP1;TRPM2;KCNIP2;PPIF;TTN;TRPC1;CARF;KCNMB4;TRPV6;CRHBP;STIM1;ADCY1;ANXA11;ITPKB;GUCA1A;AHCYL1;CHP2;SLC25A13;CPNE3;CPNE1;CALM3;CAMK2D,BRAF;ADD1;DPEP1;TRPM2;KCNIP2;PPIF
positive regulation of kinase activity (GO:0033674),0.7083178842344597,1.0514468005797322,0.199,0.8408523404759258,114,34,EPHA4;EREG;VAC14;DRD4;DSTYK;CD4;FLT4;MAPT;EPHA8;PTK2B;MMD;INSR;CD74;FGFR4;MRNIP;EPHB6;CAMKK1;FGFR3;RELN;AZU1;MERTK;DDR1;MST1R;EPHB3;GAS6;PDGFRA;ROR2;RAD50;FGFR2;EEF1A2;TYRO3;EPHB2;KIT;CAMKK2,EPHA4;EREG;VAC14;DRD4;DSTYK;CD4;FLT4;MAPT;EPHA8
ERBB signaling pathway (GO:0038127),0.7112349528290044,1.0424936688479645,0.281,0.8420240212004488,81,27,SOS1;EREG;EGF;ABL2;GAB1;STUB1;KIF16B;CSK;PTK2B;ADAM17;MATK;GRB2;KRAS;AKT1;PTPN18;CBL;PLCE1;NRG4;GRB7;SRC;CBLB;MVP;VIL1;PLCG1;NRG2;FES;CPNE3,SOS1;EREG;EGF;ABL2;GAB1;STUB1
monovalent inorganic cation transport (GO:0015672),0.7201389112593972,1.0442426201422925,0.291,0.8423033909981605,105,21,KCNH3;SCN8A;KCNS3;SLC34A3;KCNIP2;SCN4A;KCNMB4;KCNC4;ASIC1;KCNQ4;KCNJ5;SCNN1D;SLC36A1;ABCC9;KCNJ4;KCNG1;KCNJ12;KCNK6;KCNF1;SLC5A9;KCNN1,KCNH3;SCN8A;KCNS3;SLC34A3;KCNIP2
vesicle fusion (GO:0006906),0.7070719386922041,1.0445207254082327,0.265,0.8424427781297131,95,30,TSNARE1;STX1B;SNAP47;UVRAG;SYT7;SEC22A;STX10;SYT12;STX4;RBSN;DOC2A;VAMP2;TAPBP;STX3;VPS11;C2CD4C;VAMP5;VAMP3;VPS8;SYT13;TC2N;VPS39;STX8;STX16;STX1A;STX17;STX16-NPEPL1;DOC2B;NKD2;SYT2,TSNARE1;STX1B;SNAP47;UVRAG;SYT7;SEC22A
establishment of protein localization to membrane (GO:0090150),0.7726935565226499,1.1271143768947895,0.062,0.8427506577776812,84,24,FRMPD1;BRAF;ARFRP1;RABGEF1;RAB26;ZDHHC7;RAB11B;ZDHHC12;ZDHHC23;VAMP2;RILPL2;ATG4D;ZDHHC24;ATG4B;TAOK2;ZDHHC1;MYO1C;RAB11A;EXOC4;RILPL1;GRIN3B;ZDHHC4;BBS2;OPTN,FRMPD1;BRAF;ARFRP1;RABGEF1;RAB26;ZDHHC7;RAB11B
anterograde trans-synaptic signaling (GO:0098916),0.6982267055117654,1.047114552235361,0.212,0.8437397731790538,241,45,CACNB4;SYN1;ATXN3;CACNB1;PCDHB10;PCDHB12;DLGAP1;PLP1;KCNIP2;PCDHB11;LRP6;AKAP9;SSTR5;NOVA1;DLG3;DBH;HTR1D;DOC2A;MINK1;KCNMB4;KCNC4;MYCBPAP;SPG11;GLRA4;SLC12A6;PCDHB15;GRIN2B;GIPC1;NPY5R;EXOC4;AMPH;GABRE;CNP;UNC13C;SLC12A7;UNC119;APBA2;NRXN1;KCNQ2;DLG4;CACNA1B;OPRL1;CACNB3;NPY1R;KCNN1,CACNB4;SYN1;ATXN3;CACNB1;PCDHB10;PCDHB12;DLGAP1;PLP1;KCNIP2
