Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
protein targeting (GO:0006605),0.6574621301831591,1.159718845919199,0.078,1.0,134,21,GOSR2;ZDHHC6;RTP1;PEX12;SPCS1;ZDHHC2;VPS41;ZDHHC21;AP3D1;SRP14;SRP54;ATG4A;PMM1;VTI1A;GOLGA7B;LTBP2;NDUFB8;FBXO7;PRKCI;TOMM22;PEX1,GOSR2;ZDHHC6;RTP1;PEX12;SPCS1
vesicle-mediated transport (GO:0016192),0.6022051565032137,1.11136394626173,0.082,1.0,411,55,SPTBN4;BIN1;CPNE1;GOSR2;RNF126;RAB5A;TVP23A;BET1L;HOOK1;GIT1;UBE2O;PLIN3;YKT6;AGFG1;HSPA2;CDC42;SYTL5;DTX3L;RAB43;AMPH;VPS41;STX1B;SNAPIN;GCC2;SNX16;ARFGEF1;MAPK8IP1;SNAP47;KALRN;VRK1;SYT15;SYTL1;NCOA3;ERC1;KIF5A;MYO6;RAB6B;STX2;CPNE3;RAC2;RPH3A;VTI1A;CHMP5;ZFYVE27;VTA1;ASAP1;CYTH3;RAB11FIP4;MLC1;ATP9B;TVP23B;CLN5;TMEM87A;NAPB;PRKCI,SPTBN4;BIN1;CPNE1;GOSR2;RNF126;RAB5A;TVP23A;BET1L;HOOK1;GIT1;UBE2O;PLIN3;YKT6;AGFG1;HSPA2;CDC42
phosphatidylinositol biosynthetic process (GO:0006661),0.6832760673377174,1.175795644637487,0.0890890890890891,1.0,99,16,OCRL;PI4K2B;RAB5A;PITPNM2;MTMR7;SLC27A1;INPP4B;MTMR9;PIP4K2A;IMPA1;PIGC;DPM2;DPM1;PIK3R2;PIGU;PIGA,OCRL;PI4K2B;RAB5A;PITPNM2;MTMR7
modification-dependent protein catabolic process (GO:0019941),0.6584084331706113,1.1545566727934888,0.09,1.0,142,21,UBR4;RNF126;RANBP3L;CHFR;PSMC6;KCTD10;RNF217;UBE2S;DTX3L;UBC;AREL1;COPS3;NEDD8;RANBP1;NEDD4;TAF1;UBE2C;NEDD4L;FBXO7;FBXO10;UBL4A,UBR4;RNF126;RANBP3L;CHFR;PSMC6;KCTD10;RNF217;UBE2S
negative regulation of phosphatase activity (GO:0010923),0.6760958846346155,1.1719605640185875,0.1001001001001001,1.0,69,17,PPP1R35;DLG3;PLEKHF1;MASTL;URI1;SPOCD1;CD2BP2;BOD1;PPP1R1B;DLG2;RBM26;PPP1R36;PTPA;KNL1;CNST;PPP4R4;PLEKHF2,PPP1R35;DLG3;PLEKHF1;MASTL;URI1;SPOCD1;CD2BP2
regulation of cell cycle process (GO:0010564),0.6815909526891106,1.1707338928038056,0.10230692076228685,1.0,91,15,BIN1;CALM2;GIT1;CDC42;CCP110;CETN2;CSNK2A1;AHCTF1;RAB11FIP4;BBS4;FSD1;CUL9;GPER1;KLHL21;RACGAP1,BIN1;CALM2;GIT1;CDC42;CCP110
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.5899053327585086,1.0920847949875534,0.113,1.0,513,59,ARHGAP35;FOXP1;RPS3;MBD2;CBY1;ARID5B;TAF7;CTCF;ARID5A;E2F1;CREBZF;FERD3L;DEDD2;EPRS;KHDRBS1;NR1H2;HEXIM2;CNOT10;SMARCA2;BCLAF1;YEATS2;HEY1;HHEX;SIN3A;NONO;HMGB2;ZBTB4;HDAC5;PPARD;ARNTL;RBFOX2;GLIS2;IL4;SIRT1;LEF1;ID4;SNW1;ZNF174;CPEB3;TFAP2A;MALSU1;CRY1;RIPPLY1;RIDA;POU2F1;SIX4;EED;ATF7IP;COMMD7;NAB1;TNFSF4;ZC3H4;TNP1;SET;PTPRK;JUN;CBX4;BHLHE41;NKX2-1,ARHGAP35;FOXP1;RPS3;MBD2;CBY1;ARID5B;TAF7;CTCF;ARID5A;E2F1;CREBZF;FERD3L;DEDD2;EPRS;KHDRBS1;NR1H2;HEXIM2;CNOT10;SMARCA2;BCLAF1;YEATS2;HEY1;HHEX;SIN3A;NONO;HMGB2;ZBTB4
regulation of small GTPase mediated signal transduction (GO:0051056),0.6455868080013426,1.1416846795842561,0.116,1.0,141,23,OCRL;ARHGAP35;RHOT2;ARHGAP29;ARHGAP31;ARHGAP36;CDC42;ARHGAP18;RHOA;RHOBTB2;SH3BP1;DEPDC1B;DLC1;KALRN;NCOA3;RAC2;PIK3R2;ARHGAP40;MCF2L;FGD4;ARHGAP6;ARHGAP4;RACGAP1,OCRL;ARHGAP35;RHOT2;ARHGAP29;ARHGAP31;ARHGAP36;CDC42;ARHGAP18
enzyme linked receptor protein signaling pathway (GO:0007167),0.6544812351440484,1.1349686311401568,0.122,1.0,121,19,BLK;LCK;NEDD9;PTK6;RASGRP4;ABI1;CD8A;PDZD3;SRMS;BLNK;PALM2-AKAP2;SH2D6;CD3EAP;FLT4;SHC3;CASS4;ACVR2A;MATK;BTK,BLK;LCK;NEDD9;PTK6;RASGRP4
ribonucleoprotein complex assembly (GO:0022618),0.629105371035668,1.1216923203313107,0.13,1.0,157,23,MAPT;SRPK1;SNRPE;CLNS1A;RRP7BP;SNRPD3;CIRBP;PATL1;SF3A2;EDC3;GEMIN5;NCBP1;RPL3L;RPL6;RPS17;SNW1;SNRPF;NOP2;WDR77;RPL10;SRSF1;SNUPN;GEMIN6,MAPT;SRPK1;SNRPE;CLNS1A;RRP7BP;SNRPD3;CIRBP;PATL1;SF3A2;EDC3
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",0.6670990606999226,1.1446888697088196,0.13440320962888666,1.0,126,15,GPR1;LHCGR;MC3R;GNAZ;ADRA1A;TSHR;OR10J5;MC5R;HTR2C;OPRM1;TSKU;HTR1F;VIPR1;HRH3;GNAL,GPR1;LHCGR;MC3R;GNAZ
glycerophospholipid biosynthetic process (GO:0046474),0.6360165785658213,1.125942724974696,0.142,1.0,165,23,OCRL;PI4K2B;CPNE1;RAB5A;PITPNM2;MTMR7;ETNPPL;SLC27A1;PCYT1B;LIPH;PLA2G2D;CRLS1;INPP4B;AGPAT2;MTMR9;PIP4K2A;IMPA1;CSNK2A1;CPNE3;PIK3R2;LPCAT2;GPAT3;PLA2G10,OCRL;PI4K2B;CPNE1;RAB5A;PITPNM2;MTMR7;ETNPPL;SLC27A1;PCYT1B;LIPH;PLA2G2D;CRLS1
cellular response to growth factor stimulus (GO:0071363),0.6521720758072819,1.1365320492545816,0.149,1.0,140,18,MAPT;MAP2K3;SOX6;HYAL1;PRKD2;ADAMTS7;DSTYK;URI1;SOX5;SMAD7;ADAMTS12;MAPK14;CPNE3;FLT4;PTPN11;ZFP36L1;ACVR2A;SNAI2,MAPT;MAP2K3;SOX6;HYAL1;PRKD2;ADAMTS7;DSTYK;URI1;SOX5;SMAD7;ADAMTS12
ER to Golgi vesicle-mediated transport (GO:0006888),0.6531453922883526,1.132124967440618,0.15015015015015015,1.0,181,17,SPTBN4;GOSR2;TFG;BET1L;YKT6;TMED5;F7;COG5;LMAN1;SAR1B;VAPA;TEX261;VTI1A;CTSZ;TBC1D20;SEC24B;VAPB,SPTBN4;GOSR2;TFG;BET1L;YKT6
endocytosis (GO:0006897),0.6348329995132839,1.1200350922665891,0.152,1.0,264,22,BIN1;RAB5A;AP1S1;CSNK1A1;ANXA3;MARCO;CDC42;MAPK3;AMPH;CTTN;APOE;DLC1;VRK1;NCOA3;PLD4;MYO6;RAC2;CDC7;MLC1;ATP9B;JCHAIN;ABCD1,BIN1;RAB5A;AP1S1;CSNK1A1;ANXA3;MARCO
cellular divalent inorganic cation homeostasis (GO:0072503),0.659738027945015,1.1296721258576052,0.16,1.0,102,16,SLC30A8;LCK;SLC41A1;ATP2A3;ATP2C1;SLC39A7;TRPV4;ATP13A1;MT2A;CASR;EPHX2;HTR2C;VAPB;ATP13A4;ATP2B4;SLC8A3,SLC30A8;LCK;SLC41A1;ATP2A3;ATP2C1
negative regulation of nucleic acid-templated transcription (GO:1903507),0.5836583592003297,1.0768702773172876,0.165,1.0,445,53,ARHGAP35;FOXP1;MBD2;CBY1;ARID5B;TAF7;CTCF;ARID5A;E2F1;CREBZF;FERD3L;DEDD2;KHDRBS1;NR1H2;HEXIM2;SMARCA2;BCLAF1;YEATS2;HEY1;HHEX;SIN3A;NONO;HMGB2;ZBTB4;HDAC5;PPARD;ARNTL;RBFOX2;GLIS2;IL4;SIRT1;LEF1;ID4;SNW1;ZNF174;TFAP2A;CRY1;RIPPLY1;POU2F1;SIX4;EED;ATF7IP;COMMD7;NAB1;TNFSF4;ZC3H4;TNP1;SET;PTPRK;JUN;CBX4;BHLHE41;NKX2-1,ARHGAP35;FOXP1;MBD2;CBY1;ARID5B;TAF7;CTCF;ARID5A;E2F1;CREBZF;FERD3L;DEDD2;KHDRBS1;NR1H2;HEXIM2;SMARCA2;BCLAF1;YEATS2;HEY1;HHEX;SIN3A;NONO;HMGB2;ZBTB4
regulation of nucleic acid-templated transcription (GO:1903506),0.5714257351700402,1.0659027108913866,0.17,1.0,608,70,ZNF182;PHF21A;HMGN5;ZNF605;ZNF681;ZNF395;ZNF19;SOX6;NR6A1;ZNF333;ZNF37A;ZFP14;E2F1;HR;PRMT8;NFYA;BACH2;ZFP28;HLTF;USP13;ANKRD30A;SMARCA2;ABCG1;CHEK2;ZNF623;ZNF239;BAZ1A;NONO;HMGB2;TRIM22;RPS6KA4;NUP133;CDK11A;ZNF471;CREM;ARNTL;ZNF354C;RPL6;FADS1;ZNF160;PAK6;LEF1;TBX4;ONECUT1;EFEMP1;ERC1;ZNF813;FOXN4;CEBPB;ZNF205;TAF1;SBNO1;PCGF1;ZNF461;ZFP2;ATF4;ZNF655;NAB1;ZNF22;ZNF71;PRDM2;NR2C2;HINT1;ZNF500;PHF21B;ZNF780B;NCOA2;ZNF514;APBB1;CHD3,ZNF182;PHF21A;HMGN5;ZNF605;ZNF681;ZNF395;ZNF19;SOX6;NR6A1;ZNF333;ZNF37A;ZFP14;E2F1;HR;PRMT8;NFYA;BACH2;ZFP28;HLTF;USP13;ANKRD30A;SMARCA2;ABCG1;CHEK2;ZNF623;ZNF239;BAZ1A
protein complex assembly (GO:0006461),0.6118260244383461,1.096017588172265,0.171,1.0,190,26,MAPT;GOSR2;CSNK1A1;TFG;FARP2;KHDRBS1;KHDRBS3;RIPK1;PFKL;PPP6R1;BCL9L;BCL9;LMAN1;SAR1B;LEF1;SEC13;MYC;STX2;SH3PXD2B;ACMSD;GRHPR;CTSZ;TBC1D20;MLC1;TRA2B;SEC24B,MAPT;GOSR2;CSNK1A1;TFG;FARP2;KHDRBS1;KHDRBS3;RIPK1;PFKL;PPP6R1
positive regulation of macromolecule metabolic process (GO:0010604),0.6023918530861916,1.089463406058315,0.188,1.0,277,32,WARS;RPS3;HMGN5;SMAD1;CTCF;AMH;E2F1;ROCK2;MAPK3;DTX3L;HMGB2;MTOR;CD46;MAPK14;NR5A1;LEF1;RDX;MYC;NCOA3;TFAP2A;EPHX2;SMO;MYOM1;CD28;TLR4;RLN2;ATF4;EPHB2;PTPN1;POU4F1;GPER1;NKX2-1,WARS;RPS3;HMGN5;SMAD1;CTCF;AMH;E2F1
protein ubiquitination (GO:0016567),0.5755294438656849,1.064557623731923,0.188,1.0,507,58,NOSIP;UBR4;RNF126;PELI2;CHFR;PEX12;BIRC3;PSMC6;CUL4B;UBE2O;TRIM36;PEX10;KCTD10;RNF217;BACH2;UBE2S;HLTF;KCTD13;RMND5A;FBXO41;TRIM37;ELOB;DTX3L;KLHL2;BIRC2;ANKIB1;HERC6;FBXL19;UBC;RNF183;AREL1;UBE2D4;PSME1;NEDD8;SIRT1;ELOC;UBE2Z;NEDD4;HIST1H2BK;TRIM68;FBXW8;TAF1;UBE2C;FBXO9;MARCH1;NEDD4L;RNF114;BRAP;LNPEP;PSMB2;CUL9;FBXO7;WDR61;FBXO10;SHPRH;ANAPC16;KLHL21;UBL4A,NOSIP;UBR4;RNF126;PELI2;CHFR;PEX12;BIRC3;PSMC6;CUL4B;UBE2O;TRIM36;PEX10;KCTD10;RNF217;BACH2;UBE2S;HLTF;KCTD13;RMND5A;FBXO41;TRIM37;ELOB
regulation of phosphatase activity (GO:0010921),0.6468475419195797,1.1185978428305667,0.19119119119119118,1.0,73,17,PPP1R35;DLG3;PLEKHF1;URI1;SPOCD1;CD2BP2;PPP6R1;MTMR9;PPP1R42;DLG2;RBM26;PPP1R36;CDK5RAP3;PTPA;KNL1;CNST;PLEKHF2,PPP1R35;DLG3;PLEKHF1;URI1;SPOCD1;CD2BP2;PPP6R1
regulation of cell division (GO:0051302),0.6499825992862482,1.1119207231374617,0.19377510040160642,1.0,66,15,SFN;KIF18B;CALM2;GIT1;SHH;CCP110;TAL1;CETN2;MYC;NCOA3;AHCTF1;RAB11FIP4;BBS4;FSD1;KLHL21,SFN;KIF18B;CALM2;GIT1;SHH
negative regulation of hydrolase activity (GO:0051346),0.6457779353771963,1.1214093979924162,0.1971971971971972,1.0,109,16,PPP1R35;DLG3;PLEKHF1;URI1;SPOCD1;CD2BP2;ARFGEF1;SIRT1;RDX;DLG2;RBM26;PPP1R36;KNL1;CNST;CSTB;PLEKHF2,PPP1R35;DLG3;PLEKHF1;URI1;SPOCD1;CD2BP2
organelle assembly (GO:0070925),0.5897176114068163,1.074964431680483,0.201,1.0,377,42,OCRL;MAPT;RPS3;TRIM59;CBY1;FARP2;DZIP1L;NEK7;TMEM17;IFT52;CIRBP;PATL1;EDC3;VPS28;RAB38;SEPT12;WDR60;FOPNL;ABCC4;LMOD1;TP53INP2;HAUS2;VPS37A;TSG101;IFT46;B9D1;LMOD3;ATG4A;DNAH6;INO80;SH3PXD2B;CHMP5;TEKT3;STAM2;SEPT8;VTA1;ASAP1;CEP41;TMOD1;BBS4;IST1;CFAP20,OCRL;MAPT;RPS3;TRIM59;CBY1;FARP2;DZIP1L;NEK7;TMEM17;IFT52;CIRBP;PATL1;EDC3
neuron projection morphogenesis (GO:0048812),0.6201285454115651,1.0969587752356538,0.203,1.0,164,22,SPTBN4;CPNE1;SDC2;LRRC55;NRCAM;CDC42;EPB41L3;LRRC38;STK26;ECM2;CTTN;RYK;SLIT3;CTNNA2;CNTN4;NCOA3;OMG;RAC2;MAPK8IP2;EPHB2;POU4F1;APBB1,SPTBN4;CPNE1;SDC2;LRRC55;NRCAM;CDC42;EPB41L3;LRRC38;STK26;ECM2
cellular response to UV (GO:0034644),0.6333941320307601,1.1036713862924126,0.205,1.0,68,18,ERCC4;HYAL1;RHNO1;CUL4B;STK11;XPA;SIRT1;XPC;MYC;NEDD4;ERCC1;TAF1;INO80;ATF4;NSMCE3;PTPRK;POLD1;CDKN1A,ERCC4;HYAL1;RHNO1;CUL4B;STK11;XPA
organonitrogen compound biosynthetic process (GO:1901566),0.6071464199911305,1.0865588219968674,0.209,1.0,182,29,ELOVL1;ALAS2;TH;ASL;ACER2;PRKD2;SLC27A1;PCYT1B;GLS;MOCS1;SPHK2;IL4;DEGS1;LARGE1;VAPA;ACER1;GSTM1;CSNK2A1;GSTM4;A4GNT;IL18;LPCAT2;MGST1;ACER3;VAPB;HPGDS;HACD1;ELOVL4;DDC,ELOVL1;ALAS2;TH;ASL;ACER2;PRKD2;SLC27A1;PCYT1B
negative regulation of gene expression (GO:0010629),0.5629758859723184,1.052952275343657,0.213,1.0,619,76,ARHGAP35;MAPT;FOXP1;CPNE1;RPS3;MBD2;CBY1;ARID5B;TAF7;CTCF;ARID5A;E2F1;CREBZF;FERD3L;DEDD2;EPRS;KHDRBS1;NR1H2;HEXIM2;CNOT10;SMARCA2;BCLAF1;YEATS2;HEY1;HHEX;SIN3A;NONO;RPS13;HMGB2;ZBTB4;NDFIP2;HDAC5;PPARD;PNPT1;H2AFY;ARNTL;RBFOX2;DIP2A;GLIS2;IL4;CD46;SIRT1;LEF1;ID4;SNW1;ZNF174;CPEB3;TFAP2A;SNX12;SMO;MALSU1;TAF1;CRY1;CD28;RIPPLY1;RIDA;POU2F1;SIX4;EED;DIS3L2;ATF7IP;AEBP2;COMMD7;NAB1;TNFSF4;ZC3H4;TNP1;SET;PTPRK;XDH;JUN;GPER1;RBL2;CBX4;BHLHE41;NKX2-1,ARHGAP35;MAPT;FOXP1;CPNE1;RPS3;MBD2;CBY1;ARID5B;TAF7;CTCF;ARID5A;E2F1;CREBZF;FERD3L;DEDD2;EPRS;KHDRBS1;NR1H2;HEXIM2;CNOT10;SMARCA2;BCLAF1;YEATS2;HEY1;HHEX;SIN3A;NONO;RPS13;HMGB2;ZBTB4;NDFIP2
inorganic cation transmembrane transport (GO:0098662),0.6198799798474824,1.0856407969192536,0.217,1.0,141,21,SLC30A8;SLC41A1;ATP2A3;ATP2C1;SLC30A4;SLC39A7;SLC30A7;TRPV4;ATP6V0A4;PKD1;SLC30A2;TRPM6;ATP6AP1;KCNK1;SLC39A2;HCN4;ATP2B4;ATP6V1F;ATP6V1B1;TRPM1;SLC8A3,SLC30A8;SLC41A1;ATP2A3;ATP2C1;SLC30A4;SLC39A7;SLC30A7;TRPV4
regulation of cellular macromolecule biosynthetic process (GO:2000112),0.560897919048004,1.0518911538356843,0.22,1.0,632,76,ZNF182;PHF21A;HMGN5;ZNF605;ZNF681;ZNF395;ZNF19;SOX6;NR6A1;ZNF333;ZNF37A;ZFP14;E2F1;HR;PRMT8;NFYA;BACH2;EIF4E;ZFP28;HLTF;USP13;ANKRD30A;SMARCA2;ABCG1;CHEK2;ZNF623;ZNF239;BAZ1A;NONO;GEMIN5;HMGB2;TRIM22;RPS6KA4;NUP133;CYFIP2;CDK11A;ZNF471;CREM;ARNTL;ZNF354C;RPL6;FADS1;ZNF160;PAK6;LEF1;TBX4;ONECUT1;DDX25;EFEMP1;ERC1;ZNF813;FOXN4;CEBPB;ZNF205;TAF1;SBNO1;PCGF1;ZNF461;RPL10;RBM3;ZFP2;ATF4;ZNF655;NAB1;ZNF22;ZNF71;PRDM2;NR2C2;HINT1;ZNF500;PHF21B;ZNF780B;NCOA2;ZNF514;APBB1;CHD3,ZNF182;PHF21A;HMGN5;ZNF605;ZNF681;ZNF395;ZNF19;SOX6;NR6A1;ZNF333;ZNF37A;ZFP14;E2F1;HR;PRMT8;NFYA;BACH2;EIF4E;ZFP28;HLTF;USP13;ANKRD30A;SMARCA2;ABCG1;CHEK2;ZNF623;ZNF239;BAZ1A;NONO;GEMIN5;HMGB2
positive regulation of protein complex assembly (GO:0031334),0.6273513232201248,1.0875415806899227,0.234,1.0,89,19,WARS;RPS3;ERCC4;SLF2;CUL4B;BCLAF1;TAL1;XPA;IDE;CDC42EP2;ERCC2;ERCC1;ERCC5;CDT1;RPA1;TLR4;ASAP1;JUN;JCHAIN,WARS;RPS3;ERCC4;SLF2;CUL4B;BCLAF1;TAL1;XPA
protein localization to plasma membrane (GO:0072659),0.6179650578484337,1.0836918562527558,0.235,1.0,131,20,SPTBN4;MACF1;TSPAN15;PLEKHF1;EPB41L3;ROCK2;MRAP;TTC7A;DENND4C;RAB8B;STXBP1;RDX;RAB37;TMEM88;RAB26;GOLGA7B;ZFYVE27;FAM126A;DPP6;ABCD1,SPTBN4;MACF1;TSPAN15;PLEKHF1;EPB41L3;ROCK2;MRAP;TTC7A;DENND4C
"negative regulation of transcription, DNA-templated (GO:0045892)",0.5491590768100494,1.0394754838336813,0.238,1.0,814,111,ARHGAP35;RELB;FOXP1;NEUROG3;PHF21A;IRF2BPL;DACT1;MBD2;CBY1;ARID5B;TAF7;NR6A1;NR1H4;DRAP1;CTCF;AHRR;ARID5A;E2F1;SHH;CREBZF;FERD3L;DEDD2;KHDRBS1;NR1H2;HEXIM2;URI1;SIRT7;SMARCA2;BCLAF1;YEATS2;TRIM37;HEY1;IKZF5;ZNF239;HHEX;SIN3A;PHF6;SMAD7;NONO;ELK4;HMGB2;TCF21;ZBTB4;CBX7;HDAC5;IFI27;MAGEA1;PPARD;USP2;ATF3;UBC;H2AFY;INSM1;CREM;ARNTL;RBFOX2;GLIS2;IL4;CREB1;E2F8;BEND3;SIRT1;LEF1;MYC;ID4;SNW1;ETV6;ZNF174;CPEB3;BRMS1L;CEBPB;TFAP2A;FOXC2;ZNF205;IRX2;CRY1;ZBTB2;SMYD2;RIPPLY1;POU2F1;RPL10;CHCHD3;MEIS2;SIX4;EED;SP2;NEDD4L;ATF7IP;RORC;COMMD7;NAB1;TNFSF4;ZC3H4;TPR;TNP1;SET;KDM2B;PTPRK;GLIS3;SATB1;NR2F6;DR1;WWC3;JUN;POU4F1;SNAI2;ZNF500;CBX4;BHLHE41;APBB1;NKX2-1,ARHGAP35;RELB;FOXP1;NEUROG3;PHF21A;IRF2BPL;DACT1;MBD2;CBY1;ARID5B;TAF7;NR6A1;NR1H4;DRAP1;CTCF;AHRR;ARID5A;E2F1;SHH;CREBZF;FERD3L;DEDD2;KHDRBS1;NR1H2;HEXIM2;URI1;SIRT7;SMARCA2;BCLAF1;YEATS2;TRIM37;HEY1;IKZF5;ZNF239;HHEX;SIN3A;PHF6;SMAD7;NONO;ELK4;HMGB2;TCF21
cellular response to lipid (GO:0071396),0.6067244495856379,1.0735473712075325,0.242,1.0,179,26,PTK6;NR1H4;NR1H2;NLRP7;BRINP1;URI1;RET;ROCK2;RHOA;OR51E2;HMGB2;WNT10B;MAPK14;SNW1;NCOA3;ADNP2;ADCY1;CD274;TLR4;CACTIN;RORC;TNFSF4;CD80;SERPINE1;POU4F1;GPER1,PTK6;NR1H4;NR1H2;NLRP7;BRINP1;URI1;RET;ROCK2;RHOA;OR51E2;HMGB2
positive regulation of transferase activity (GO:0051347),0.6277313416789535,1.0813767159996956,0.24424424424424424,1.0,138,18,PKIB;RFC5;NEK7;DSTYK;RET;MAPK3;NVL;DTX3L;MAGEC2;RYK;MYC;PIFO;FLT4;RFC2;EPHB2;FGFR1;WRAP53;POT1,PKIB;RFC5;NEK7;DSTYK;RET;MAPK3;NVL;DTX3L
protein oligomerization (GO:0051259),0.5902324522557184,1.064044837171573,0.26,1.0,218,34,MAPT;STOM;TOR2A;PEX11B;TWNK;KHDRBS1;KHDRBS3;MAT2A;RIPK1;ALAD;PFKL;IKZF5;YME1L1;TRIM22;RASEF;IDE;PNPT1;CPSF7;BEND3;CUTC;MICU1;MCCC1;TP53BP1;STX2;ACMSD;MPP2;GRHPR;MLC1;TRA2B;ITPR3;CLDN3;HMGCR;FSD1;POLK,MAPT;STOM;TOR2A;PEX11B;TWNK;KHDRBS1;KHDRBS3;MAT2A;RIPK1;ALAD;PFKL;IKZF5;YME1L1
cellular response to tumor necrosis factor (GO:0071356),0.594878249665879,1.0701038783601264,0.262,1.0,195,28,RPS3;EDAR;HYAL1;BIRC3;PSMC6;RIPK1;ADAMTS7;NFKBIA;CCL17;ADAMTS12;BIRC2;NPNT;UBC;PSME1;SIRT1;TNFRSF10A;NGFR;TNFSF13;TNFRSF12A;ZFP36L1;CACTIN;OCSTAMP;COMMD7;TNFSF4;CD70;PSMB2;XCL2;GPER1,RPS3;EDAR;HYAL1;BIRC3;PSMC6;RIPK1;ADAMTS7;NFKBIA;CCL17;ADAMTS12;BIRC2;NPNT
